"hfpxzc href","qBF1Pd","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","Cw1rxd","R8c4Qb","MW4etd","UY7F9","W4Efsd 5","Jn12ke src","ah5Ghc","doJOZc","W4Efsd 6","W4Efsd 7","UsdlK","lcr4fd href","Cw1rxd 2","R8c4Qb 2"
"https://www.google.com/maps/place/Alfamidi+Ploso+Bogen/data=!4m7!3m6!1s0x2dd7f9f507033bed:0x1dce04db234fd14!8m2!3d-7.2528053!4d112.7616103!16s%2Fg%2F11h2qtm_cv!19sChIJ7TsDB_X51y0RFP00sk3g3AE?authuser=0&hl=id&rclk=1","Alfamidi Ploso Bogen","Minimarket","·","Jl. Ploso Bogen No.26, RT.003/RW.05","·","","Situs Web","4,1","(96)","Buka","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""bagus dan produk barang juga terlengkap
terima kasih""","","· Tutup pukul 00.00","","1 500 905","http://alfamidiku.com/","","Rute"
"https://www.google.com/maps/place/Super+OYO+Capital+O+1086+2oscar/data=!4m10!3m9!1s0x2dd7fb4693a0fddf:0xe2bdaa04cde81968!5m2!4m1!1i2!8m2!3d-7.2700028!4d112.7562689!16s%2Fg%2F11fmbjd6hq!19sChIJ3_2gk0b71y0RaBnozQSqveI?authuser=0&hl=id&rclk=1","Super OYO Capital O 1086 2oscar","Hotel bintang 2","Hotel simpel dengan kamar minimalis","","","","Situs Web","2,9","(253)","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dekat dengan berbagai tempat makan dan","","","","(021) 29707601","https://www.oyorooms.com/h/62043?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_SRB081&latitude=-7.26992&longitude=112.7563&locale=id","","Rute"
"https://www.google.com/maps/place/Klampis+Mart/data=!4m7!3m6!1s0x2dd7fa48b2426519:0xe70ef00ceff49b98!8m2!3d-7.2899764!4d112.7740004!16s%2Fg%2F11bwny2jhm!19sChIJGWVCskj61y0RmJv07wzwDuc?authuser=0&hl=id&rclk=1","Klampis Mart","Minimarket","·","No Sukolilo, Jl. Klampis Semalang III No.3","Buka","","Rute","3,4","(16)","· Tutup pukul 22.00","","Belanja di toko","","·","","0899-8107-890","","",""
"https://www.google.com/maps/place/Indomaret+-+Ngaglik/data=!4m7!3m6!1s0x2dd7f973ac0ca45b:0x254e686120d24dc4!8m2!3d-7.249098!4d112.754218!16s%2Fg%2F11bv3x_qhb!19sChIJW6QMrHP51y0RxE3SIGFoTiU?authuser=0&hl=id&rclk=1","Indomaret - Ngaglik","Minimarket","·","Jl. Ngaglik No.51","Buka 24 jam","","Rute","4,4","(1.007)","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dan memenuhi kriteria","","","","","","",""
"https://www.google.com/maps/place/Kost+Putri+Bu+%22R%22/data=!4m7!3m6!1s0x2dd7fba83c500051:0x3349eeb76e3c5776!8m2!3d-7.2740548!4d112.7548144!16s%2Fg%2F11fl5rn68p!19sChIJUQBQPKj71y0Rdlc8brfuSTM?authuser=0&hl=id&rclk=1","Kost Putri Bu ""R""","Guest house","·","Jl. Gub. Kertajaya V Raya F No.42","","","Rute","4,8","(20)","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Minusnya mungkin waktu siang panas banget.""","","","","0812-7357-2402","","",""
"https://www.google.com/maps/place/TOKO+SUWANDI+MART/data=!4m7!3m6!1s0x2dd7fbd47de133af:0xa61c668cd506037e!8m2!3d-7.2748679!4d112.7346014!16s%2Fg%2F11h7rp2d6q!19sChIJrzPhfdT71y0RfgMG1YxmHKY?authuser=0&hl=id&rclk=1","TOKO SUWANDI MART","Toko Swalayan","·","Jl. Kp. Malang Kulon I No.63","Buka","","Rute","","","· Tutup pukul 21.00","","","","","","","","",""
"https://www.google.com/maps/place/Konsultan+Swalayan+%2F+Minimarket+%2F+Supermarket+%2F+Retail+-+PT.+Lentera+Partner+Indonesia/data=!4m7!3m6!1s0x2dd7fb504571e2a9:0x5ad6fd3a7f5d465d!8m2!3d-7.2729075!4d112.7417373!16s%2Fg%2F11k4djjc8s!19sChIJqeJxRVD71y0RXUZdfzr91lo?authuser=0&hl=id&rclk=1","Konsultan Swalayan / Minimarket / Supermarket / Retail - PT. Lentera Partner Indonesia","Konsultan","·","BRI Cabang Surabaya Kaliasin","·","","Situs Web","4,8","(4)","Buka 24 jam","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Solusi dalam perusahaan untuk bisa mengevaluasi dan mengembangkan bisnis""","","","","0812-3541-1434","https://lentera-partner.com/","","Rute"
"https://www.google.com/maps/place/Sakinah+Minimarket+-+Kyai+Tambak+Deres/data=!4m7!3m6!1s0x2dd7f9b0ff6dd137:0x660e6996c2d750af!8m2!3d-7.2325532!4d112.7778691!16s%2Fg%2F11hbbsrc66!19sChIJN9Ft_7D51y0Rr1DXwpZpDmY?authuser=0&hl=id&rclk=1","Sakinah Minimarket - Kyai Tambak Deres","Minimarket","·","·","Jl. Kyai Tambak Deres No.64","","Situs Web","4,7","(245)","Buka","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah bgt sering ada promoo menarik""","","· Tutup pukul 22.00","·","0818-0536-3569","https://sakinahmart.com/","","Rute"
"https://www.google.com/maps/place/UB+PPM+MART+%22KHOIRUL+HUDA+I%22/data=!4m7!3m6!1s0x2dd7fbc84df4b571:0x7b500ab3f79d02f3!8m2!3d-7.3033746!4d112.7638855!16s%2Fg%2F11swv18rcd!19sChIJcbX0Tcj71y0R8wKd97MKUHs?authuser=0&hl=id&rclk=1","UB PPM MART ""KHOIRUL HUDA I""","Toko Kelontong Asia","·","·","Buka 24 jam","","Rute","5,0","(10)","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantab Jiwa Toko Terlengkap Seantero Bumi""","","Jl. Nginden III No.50","","","","",""
"https://www.google.com/maps/place/Mini+Market+Dharma+Wanita+Bapersip/data=!4m7!3m6!1s0x2dd7fa4bc1b916c7:0xe20dea355f346ad1!8m2!3d-7.2891352!4d112.7677069!16s%2Fg%2F11cmr50x22!19sChIJxxa5wUv61y0R0Wo0XzXqDeI?authuser=0&hl=id&rclk=1","Mini Market Dharma Wanita Bapersip","Minimarket","·","Jl. Menur Pumpungan No.32","Tutup","","Rute","3,0","(1)","· Buka Sen pukul 07.30","","","","·","","(031) 5947830","","",""
"https://www.google.com/maps/place/ATM+Mandiri+SBY+IM+WLIKOTAMUSTAJAB/data=!4m7!3m6!1s0x2dd7f926ccfe3e41:0x5d6ab5584b4302d3!8m2!3d-7.2600629!4d112.7442294!16s%2Fg%2F11f7226_w3!19sChIJQT7-zCb51y0R0wJDS1i1al0?authuser=0&hl=id&rclk=1","ATM Mandiri SBY IM WLIKOTAMUSTAJAB","ATM","·","Jl. Walikota Mustajab No.32, RT.001/RW.05","·","","Situs Web","4,8","(4)","Buka 24 jam","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""...layanan ATM mandiri oke juga disini 👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼""","","","","(021) 52997777","http://www.bankmandiri.co.id/","","Rute"
"https://www.google.com/maps/place/Mini+Market+Handayani/data=!4m7!3m6!1s0x2dd7fa414bbeca15:0x8887c5d09cee859!8m2!3d-7.2890284!4d112.7809973!16s%2Fg%2F11b6_ptrbn!19sChIJFcq-S0H61y0RWejOCV18iAg?authuser=0&hl=id&rclk=1","Mini Market Handayani","Minimarket","·","·","Tutup","","Rute","4,4","(76)","· Buka Sen pukul 08.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lumayan lengkap, bisa bayar listrik dan PDAM juga""","","Arief Rahman Hakim No.103","·","(031) 5939703","","",""
"https://www.google.com/maps/place/Sema+Mini+Market/data=!4m7!3m6!1s0x2dd7fba963fa3085:0x89420d86cf8b9d65!8m2!3d-7.3029868!4d112.7565732!16s%2Fg%2F11b6np0vl7!19sChIJhTD6Y6n71y0RZZ2Lz4YNQok?authuser=0&hl=id&rclk=1","Sema Mini Market","Minimarket","·","Jl. Barata Jaya IV No.90, RT.002/RW.06","Buka","","Rute","","","· Tutup pukul 21.00","","","","","","","","",""
"https://www.google.com/maps/place/ITS+Mart/data=!4m7!3m6!1s0x2dd7fb944fa9f2fd:0xb2c15edb336cc387!8m2!3d-7.2899387!4d112.7963455!16s%2Fg%2F11sc21gfm0!19sChIJ_fKpT5T71y0Rh8NsM9tewbI?authuser=0&hl=id&rclk=1","ITS Mart","Minimarket","·","Jl. Keputih No.19","Buka","","Rute","4,5","(25)","· Tutup pukul 22.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lebih lengkap ada Rawon Kluwek sudah hadir di depan ITS Mart""","","·","","0811-3118-0930","","",""
"https://www.google.com/maps/place/ATM+Mandiri+SBY+IM+WLIKOTAMUSTAJAB/data=!4m7!3m6!1s0x2dd7f926ccfe3e41:0x5d6ab5584b4302d3!8m2!3d-7.2600629!4d112.7442294!16s%2Fg%2F11f7226_w3!19sChIJQT7-zCb51y0R0wJDS1i1al0?authuser=0&hl=id&rclk=1","ATM Mandiri SBY IM WLIKOTAMUSTAJAB","ATM","·","Jl. Walikota Mustajab No.32, RT.001/RW.05","·","","Situs Web","4,8","(4)","Buka 24 jam","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""...layanan ATM mandiri oke juga disini 👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼""","","","","(021) 52997777","http://www.bankmandiri.co.id/","","Rute"
"https://www.google.com/maps/place/K-Mini+Simokerto/data=!4m7!3m6!1s0x2dd7f9605dc35235:0x3f026b6360e3cd2!8m2!3d-7.2462336!4d112.7566529!16s%2Fg%2F11xl3pkn68!19sChIJNVLDXWD51y0R0jwONrYm8AM?authuser=0&hl=id&rclk=1","K-Mini Simokerto","Toko Swalayan","·","Jl. Tambak Jati No.20","Tutup","","Rute","5,0","(8)","· Buka Sen pukul 07.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya ramah dan cepat harga terjangkau""","","·","","0851-2378-9393","","",""
"https://www.google.com/maps/place/Mitra+Groceries/data=!4m7!3m6!1s0x2dd7fb3ac2c90f11:0x2faca2b58b298566!8m2!3d-7.302532!4d112.7824287!16s%2Fg%2F11nmjb28bz!19sChIJEQ_Jwjr71y0RZoUpi7WirC8?authuser=0&hl=id&rclk=1","Mitra Groceries","Toko bahan makanan","·","Jl. Semolowaru Indah II Blok M No.32 Blok N, RT.004/RW.07","Buka 24 jam","","Rute","5,0","(2)","","","","","·","","0852-3605-0543","","",""
"https://www.google.com/maps/place/VaP+Minimarket/data=!4m7!3m6!1s0x2dd7fb49a32346ed:0xe873d5a002f7969e!8m2!3d-7.2930421!4d112.7352652!16s%2Fg%2F11vf5nvfcd!19sChIJ7UYjo0n71y0Rnpb3AqDVc-g?authuser=0&hl=id&rclk=1","VaP Minimarket","Toko","·","utara Klinik Gigi RKZ","Buka","","Rute","4,3","(3)","· Tutup pukul 20.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Baguss banyak tersedia kosmetik juga ada""","","","","","","",""
"https://www.google.com/maps/place/Minimarket+Bilal/data=!4m7!3m6!1s0x2dd7f97b4bff4831:0xef8771368720fef8!8m2!3d-7.2359281!4d112.7237476!16s%2Fg%2F11nmzvs3v6!19sChIJMUj_S3v51y0R-P4ghzZxh-8?authuser=0&hl=id&rclk=1","Minimarket Bilal","Minimarket","·","Jl. Sedayu IV No.8","Buka","","Rute","3,5","(2)","· Tutup pukul 22.00","","","","","","","","",""
"https://www.google.com/maps/place/Aamiin+Mart/data=!4m7!3m6!1s0x2dd7fb001bcc0ea9:0x4099a5f2b9997f07!8m2!3d-7.3091301!4d112.7276827!16s%2Fg%2F11x26tztps!19sChIJqQ7MGwD71y0RB3-ZufKlmUA?authuser=0&hl=id&rclk=1","Aamiin Mart","Toko Swalayan","·","Jl. Ketintang No.87","Buka","","Rute","5,0","(2)","· Tutup pukul 22.30","","","","","","","","",""
"https://www.google.com/maps/place/Sakinahmart+-+Kejawan+Putih+Tambak/data=!4m7!3m6!1s0x2dd7fa732906e6c3:0xdaf41e9c59dec8b5!8m2!3d-7.2839308!4d112.8020632!16s%2Fg%2F11g8ykbd2s!19sChIJw-YGKXP61y0RtcjeWZwe9No?authuser=0&hl=id&rclk=1","Sakinahmart - Kejawan Putih Tambak","Minimarket","·","·","Jl. Kejawan Putih Tambak No.48","","Situs Web","4,6","(271)","Buka","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya sangat terjangkau,sekelas","","· Tutup pukul 22.00","·","0813-5784-2752","https://www.sakinahmart.com/","","Rute"
"https://www.google.com/maps/place/Mic+Mac+Swalayan/data=!4m7!3m6!1s0x2dd7f9871a3cf097:0xf96ee482d8ee2b0f!8m2!3d-7.2633406!4d112.7707907!16s%2Fg%2F1hm29khkz!19sChIJl_A8Gof51y0RDyvu2ILkbvk?authuser=0&hl=id&rclk=1","Mic Mac Swalayan","Minimarket","·","Jl. Kalikepiting No.117","","","Rute","4,2","(20)","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tinggal kenangan dulu rajanya swalayan""","","·","","(031) 3892601","","",""
"https://www.google.com/maps/place/Abada+mart/data=!4m7!3m6!1s0x2dd7fb007a74232b:0xabaf9207a961eb89!8m2!3d-7.2667916!4d112.7884424!16s%2Fg%2F11ln_t661g!19sChIJKyN0egD71y0RiethqQeSr6s?authuser=0&hl=id&rclk=1","Abada mart","Minimarket","·","PQMQ+79P, Jl. Dr. Ir. H. Soekarno","","","Rute","1,0","(2)","","","","","","","","","",""
"https://www.google.com/maps/place/Ellys+Mart/data=!4m7!3m6!1s0x2dd7f9ec4e049f13:0xc53882bcbad4be4e!8m2!3d-7.227851!4d112.7824031!16s%2Fg%2F11x02k13h9!19sChIJE58ETuz51y0RTr7UuryCOMU?authuser=0&hl=id&rclk=1","Ellys Mart","Toko","·","Rangkah VI Dalam Gg. Palem No.88-D","Buka","","Rute","","","· Tutup pukul 21.00","","","","","","","","",""
"https://www.google.com/maps/place/Asra+mart/data=!4m7!3m6!1s0x2dd7f9b8266aea77:0x1b5e1f2760434f32!8m2!3d-7.2256017!4d112.7812309!16s%2Fg%2F11x6wl4475!19sChIJd-pqJrj51y0RMk9DYCcfXhs?authuser=0&hl=id&rclk=1","Asra mart","Toko","·","Jl. Kalilom Lor Indah Gg. Semanggi No.1","Buka","","Rute","5,0","(1)","· Tutup pukul 22.00","","Belanja di toko","","·","","0881-0477-71864","","",""
"https://www.google.com/maps/place/Rak+Kertas+Kado/data=!4m7!3m6!1s0x2dd7f987ae665555:0x49b72f1993060fd1!8m2!3d-7.2623486!4d112.7727408!16s%2Fg%2F11h6g4t_zt!19sChIJVVVmrof51y0R0Q8Gkxkvt0k?authuser=0&hl=id&rclk=1","Rak Kertas Kado","Toko Perlengkapan Kado","·","Jl. Kalikepiting No.125 Blok C-3, RW.5","","","Rute","","","","","","","","","0857-8508-7900","","",""
"https://www.google.com/maps/place/Mini+market+talia/data=!4m7!3m6!1s0x2dd7fb1dca0019ed:0x83d87889ef318af5!8m2!3d-7.3201461!4d112.76022!16s%2Fg%2F11b66jxsdf!19sChIJ7RkAyh371y0R9Yox74l42IM?authuser=0&hl=id&rclk=1","Mini market talia","Toko Swalayan","·","·","Buka","","Rute","4,4","(896)","· Tutup pukul 22.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Barangnya lengkap, harga lumayan murah.""","","Sentra Medika Clinic, Jl. Raya Tenggilis No.141","·","0819-3931-5761","","",""
"https://www.google.com/maps/place/Rania+Mart/data=!4m7!3m6!1s0x2dd7fb007fc0ed19:0x551a92910a2d2d3b!8m2!3d-7.2767672!4d112.7232431!16s%2Fg%2F11xnfr1ncj!19sChIJGe3AfwD71y0ROy0tCpGSGlU?authuser=0&hl=id&rclk=1","Rania Mart","Minimarket","·","no 39 C, Girilaya 7 No.39 A, RT.007/RW.08","","","Rute","","","","","","","","","","","",""
"https://www.google.com/maps/place/Puri+Minimarket/data=!4m7!3m6!1s0x2dd7fac791e4df41:0x5116f810a3148fe6!8m2!3d-7.3336146!4d112.7858454!16s%2Fg%2F11cjj4gc96!19sChIJQd_kkcf61y0R5o8UoxD4FlE?authuser=0&hl=id&rclk=1","Puri Minimarket","Minimarket","·","Perumahan Purimas, Jl. I Gusti Ngurah Rai Ruko A2-1","Buka","","Rute","4,7","(6)","· Tutup pukul 20.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Herannya, alamat mereka di google, dihapus oleh mereka.""","","·","","0811-370-136","","",""
"https://www.google.com/maps/place/Toko+Alfi%2FDonowati/data=!4m7!3m6!1s0x2dd7fea6e0562725:0x7fcce29d385639a2!8m2!3d-7.2665382!4d112.6989807!16s%2Fg%2F11ggzb3zy5!19sChIJJSdW4Kb-1y0RojlWOJ3izH8?authuser=0&hl=id&rclk=1","Toko Alfi/Donowati","Toko Swalayan","·","·","Buka","","Rute","4,6","(7)","· Tutup pukul 23.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""sarana belanja mudah murah dan ramah pelayanannya""","","Jl. Donowati II No.8","","","","",""
"https://www.google.com/maps/place/Fikri+mart/data=!4m7!3m6!1s0x2dd7fb8a782f1383:0x66b912029c9e3e63!8m2!3d-7.3114268!4d112.7243836!16s%2Fg%2F11w2370ppf!19sChIJgxMveIr71y0RYz6enAISuWY?authuser=0&hl=id&rclk=1","Fikri mart","Minimarket","·","Jl. Ketintang Madya No.53","Buka","","Rute","3,8","(4)","· Tutup pukul 22.00","","Ambil di tepi jalan","","·","","0813-3431-9287","","",""
"","","","","","","","","","","","","","","","","","","",""
