"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","W4Efsd 6","doJOZc","W4Efsd 7"
"https://www.google.com/maps/place/patra+ranchana/data=!4m7!3m6!1s0x2dd7fb31d2991eb5:0x8d6aa8d802d71f47!8m2!3d-7.2763978!4d112.7518962!16s%2Fg%2F11w34r44zj!19sChIJtR6Z0jH71y0RRx_XAtioao0?authuser=0&hl=id&rclk=1","patra ranchana","","","Layanan cetak digital","·","Jl. Gubeng Klingsingan III","Tutup","·","0858-4753-0889","","Rute","","","· Buka Sen pukul 09.00","",""
"https://www.google.com/maps/place/Karunia+Fotocopy/data=!4m7!3m6!1s0x2dd7fbcc7066793d:0x9f70f8572571dcb2!8m2!3d-7.2812967!4d112.7590221!16s%2Fg%2F11fy19mhwm!19sChIJPXlmcMz71y0RstxxJVf4cJ8?authuser=0&hl=id&rclk=1","Karunia Fotocopy","3,3","(6)","Toko Fotokopi","·","Jl. Manyar Sambongan No.63","Tutup","·","(031) 5048920","","Rute","","","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Rent+Buy+Mesin+Fotokopi/data=!4m7!3m6!1s0x2dd7f906bde82b9b:0xf4ed32589bc4bca5!8m2!3d-7.2653885!4d112.762052!16s%2Fg%2F11s9h5qs_n!19sChIJmyvovQb51y0RpbzEm1gy7fQ?authuser=0&hl=id&rclk=1","Rent Buy Mesin Fotokopi","","","Persewaan Peralatan Kantor","·","Jl. Dharmahusada III No.16a","Tutup","·","0877-7724-5001","","Rute","","","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/FOTOCOPY+RAPOPO+%26+DIGITAL+PRINTING/data=!4m7!3m6!1s0x2dd7fa537365ffa5:0x6d9c13e60b528cc2!8m2!3d-7.300162!4d112.768859!16s%2Fg%2F11b6cs90w0!19sChIJpf9lc1P61y0RwoxSC-YTnG0?authuser=0&hl=id&rclk=1","FOTOCOPY RAPOPO & DIGITAL PRINTING","4,8","(354)","Toko Fotokopi","·","·","Buka","Timur ayam bakar rejosari, Barat pom bensin brimob, sebelah masakan padang saroso, Jl. Nginden Semolo No.74","0851-9832-9660","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""cari print malem kesini aja, bisa by wa juga, kesini tinggal ambil""","· Tutup pukul 00.00","","·"
"https://www.google.com/maps/place/FOTOCOPY+PANDAWA+KALIJUDAN/data=!4m7!3m6!1s0x2dd7f98603c47597:0xfb082068043242ea!8m2!3d-7.260464!4d112.774738!16s%2Fg%2F11dzsxql3x!19sChIJl3XEA4b51y0R6kIyBGggCPs?authuser=0&hl=id&rclk=1","FOTOCOPY PANDAWA KALIJUDAN","4,6","(43)","Toko Fotokopi","·","·","Buka","Jl. Kalijudan No.36","0838-4952-8355","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""lengkap tempatnya, apa aja bisa fotocopy print, cetak foto dll""","· Tutup pukul 21.00","","·"
"https://www.google.com/maps/place/Konter+Dhifa/data=!4m7!3m6!1s0x2dd7fbd7c0450121:0x74b9e3584890d81f!8m2!3d-7.2670458!4d112.7551581!16s%2Fg%2F11cnpb03n6!19sChIJIQFFwNf71y0RH9iQSFjjuXQ?authuser=0&hl=id&rclk=1","Konter Dhifa","","","Toko Fotokopi","·","Gubeng Masjid I No.57-A","Tutup","·","(031) 99022239","","Rute","","","· Buka Sen pukul 09.00","",""
"https://www.google.com/maps/place/PD.+Erasindo+Inter+Nusa/data=!4m7!3m6!1s0x2dd7fa32e0fe2fe3:0xab1db7cee3afe3d9!8m2!3d-7.2780197!4d112.7645611!16s%2Fg%2F11f3ws61hz!19sChIJ4y_-4DL61y0R2eOv4863Has?authuser=0&hl=id&rclk=1","PD. Erasindo Inter Nusa","3,4","(5)","Toko Fotokopi","·","XIII Jl. Manyar Kertoarjo No.31","Tutup","·","(031) 5925427","","Rute","","Layanan di tempat","· Buka Sen pukul 07.30","",""
"https://www.google.com/maps/place/Istana+Fotocopy+%26+Alat+Tulis/data=!4m7!3m6!1s0x2dd7fb07dc9c6e21:0xf0601a26d7c632eb!8m2!3d-7.2831875!4d112.7440635!16s%2Fg%2F11ny4_kcl8!19sChIJIW6c3Af71y0R6zLG1yYaYPA?authuser=0&hl=id&rclk=1","Istana Fotocopy & Alat Tulis","5,0","(11)","Toko Fotokopi","·","Jl. Dinoyo Tangsi I No.28","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""hasil print nya baguss bgtt, sukakk 🥰""","","",""
"https://www.google.com/maps/place/Fotocopy+Sumber+Jaya/data=!4m7!3m6!1s0x2dd7f973a31ba269:0x3bc9729f520a87c8!8m2!3d-7.2491605!4d112.7551547!16s%2Fg%2F11cjk6njw9!19sChIJaaIbo3P51y0RyIcKUp9yyTs?authuser=0&hl=id&rclk=1","Fotocopy Sumber Jaya","4,3","(48)","Toko Fotokopi","·","·","Buka","Raya No Jl. Ngaglik No.85","(031) 3710440","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Jasa tukang servis pompa air""","· Tutup pukul 22.30","","·"
"https://www.google.com/maps/place/Beautify+E+Money+-+Jasa+Custom+E+Money/data=!4m7!3m6!1s0x2dd7fb3e51f935a3:0x8b1befc8a31b5d0!8m2!3d-7.2764618!4d112.7535276!16s%2Fg%2F11kq68r6g8!19sChIJozX5UT771y0R0LUxivy-sQg?authuser=0&hl=id&rclk=1","Beautify E Money - Jasa Custom E Money","","","Layanan cetak digital","·","Jl. Gubeng Kertajaya V B No.29","Tutup","·","0813-3008-9093","","Rute","","","· Buka Sen pukul 09.00","",""
"https://www.google.com/maps/place/Prima+Jasa+Copy+%26+Printing/data=!4m7!3m6!1s0x2dd7fa533287bc83:0xb9e7d1c91edaa1e!8m2!3d-7.2992317!4d112.763007!16s%2Fg%2F1hm2w86b_!19sChIJg7yHMlP61y0RHqrtkRx9ngs?authuser=0&hl=id&rclk=1","Prima Jasa Copy & Printing","4,2","(208)","Toko Fotokopi","·","·","Buka","No Jl. Pumpungan II No.21","0812-4949-7727","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Order yang diberikan dikerjakan dengan cepat dan tepat.""","· Tutup pukul 22.00","","·"
"https://www.google.com/maps/place/Alfa+Grafika,+CV/data=!4m7!3m6!1s0x2dd7f981f24dfacb:0x5256bc3ffbf24ebe!8m2!3d-7.2638697!4d112.7573007!16s%2Fg%2F1tfn50k7!19sChIJy_pN8oH51y0Rvk7y-z-8VlI?authuser=0&hl=id&rclk=1","Alfa Grafika, CV","5,0","(4)","Layanan cetak digital","·","Jl. Petojo No.2","Tutup","·","(031) 5036773","","Rute","","","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Digital+Fotocopy/data=!4m7!3m6!1s0x2dd7fb2c80518c6b:0xe534859badb70e51!8m2!3d-7.2835757!4d112.7617709!16s%2Fg%2F11h5vm76ps!19sChIJa4xRgCz71y0RUQ63rZuFNOU?authuser=0&hl=id&rclk=1","Digital Fotocopy","1,0","(1)","Layanan cetak digital","·","Jl. Pucang Jajar Tengah No.81, RT.003/RW.01","","","0813-3252-0345","","Rute","","","","",""
"https://www.google.com/maps/place/D%27queen+Fotocopy+Printing+Penjilidan+dan+Percetakan/data=!4m7!3m6!1s0x2dd7f98a19e3b651:0x6878241f8d43abdf!8m2!3d-7.2640614!4d112.7815074!16s%2Fg%2F11ggbrqfxn!19sChIJUbbjGYr51y0R36tDjR8keGg?authuser=0&hl=id&rclk=1","D'queen Fotocopy Printing Penjilidan dan Percetakan","4,7","(62)","Toko Fotokopi","·","·","Buka","Jl. Mulyorejo Utara No.121","0856-2268-010","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus banget hasilnya dan super cepat hardcovernya.""","· Tutup pukul 22.00","","·"
"https://www.google.com/maps/place/Foto+Copy+Rizky/data=!4m7!3m6!1s0x2dd7f970750b5c0b:0xe9462574d1465ff4!8m2!3d-7.256246!4d112.75262!16s%2Fg%2F11b6v5s8y9!19sChIJC1wLdXD51y0R9F9G0XQlRuk?authuser=0&hl=id&rclk=1","Foto Copy Rizky","4,1","(14)","Toko Fotokopi","·","·","Buka","Jl. Ambengan No.60 B","(031) 5483561","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan  satset""","· Tutup pukul 21.00","","·"
"https://www.google.com/maps/place/Fotokopi+Eka+Jaya/data=!4m7!3m6!1s0x2dd7f910db6c4747:0x1dbc3b3b29571df7!8m2!3d-7.2616189!4d112.7695891!16s%2Fg%2F11kb94j34q!19sChIJR0ds2xD51y0R9x1XKTs7vB0?authuser=0&hl=id&rclk=1","Fotokopi Eka Jaya","4,0","(1)","Toko Alat Tulis","·","Jl. Kalikepiting Jaya VI No.54","","","(031) 3812547","","Rute","","","","",""
"https://www.google.com/maps/place/Photocopy+Julia/data=!4m7!3m6!1s0x2dd7fb9e37bc3193:0x1d96517337edfec3!8m2!3d-7.28803!4d112.764414!16s%2Fg%2F1hm35stt6!19sChIJkzG8N5771y0Rw_7tN3NRlh0?authuser=0&hl=id&rclk=1","Photocopy Julia","4,0","(43)","Toko Fotokopi","·","·","Tutup","Jl. Menur Pumpungan No.2A","0851-5678-2321","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kak untuk open jam berapa""","· Buka Sen pukul 08.00","","·"
"https://www.google.com/maps/place/Galaxy+Fotocopy/data=!4m7!3m6!1s0x2dd7fbe6c16b8a87:0xaba8ca245ee89f6e!8m2!3d-7.2734142!4d112.7347994!16s%2Fg%2F11bxfrbl7w!19sChIJh4prweb71y0Rbp_oXiTKqKs?authuser=0&hl=id&rclk=1","Galaxy Fotocopy","4,2","(154)","Toko Fotokopi","·","·","Buka","Jl. Kp. Malang Tengah I No.56","0857-0494-9631","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fotocopy murah, print juga murah, makanya selalu rame n antri.""","· Tutup pukul 21.00","","·"
"https://www.google.com/maps/place/Makmur+Fotocopy/data=!4m7!3m6!1s0x2dd7fbe37ddb9b09:0xb09f67ceb25389f6!8m2!3d-7.2728148!4d112.7315204!16s%2Fg%2F11b6d4yqrf!19sChIJCZvbfeP71y0R9olTss5nn7A?authuser=0&hl=id&rclk=1","Makmur Fotocopy","4,6","(24)","Toko Fotokopi","·","Jl. Tempel Sukorejo I No.81, RT.005/RW.07","Buka","·","(031) 5354937","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Foto kopi murah sekali
Orangnya juga ramah""","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/BAROKAH+FOTOCOPY-PRINT-ATK/data=!4m7!3m6!1s0x2dd7f90660ed2df9:0x202fa8d245390297!8m2!3d-7.2335354!4d112.7583476!16s%2Fg%2F11dybbzvj8!19sChIJ-S3tYAb51y0RlwI5RdKoLyA?authuser=0&hl=id&rclk=1","BAROKAH FOTOCOPY-PRINT-ATK","4,6","(58)","Toko Swalayan","·","·","Buka","Sidotopo Wetan Gg. V No.12","0821-1172-5757","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat yg strategis dekat sd dan kelurahan.. Pelayanan ramah dan cekatan""","· Tutup pukul 21.00","","·"
"https://www.google.com/maps/place/Foto+Copy+HOKY/data=!4m7!3m6!1s0x2dd7fa2c4a890cd5:0x23e32b45817405e7!8m2!3d-7.2730653!4d112.7672628!16s%2Fg%2F11b6dfnjtl!19sChIJ1QyJSiz61y0R5wV0gUUr4yM?authuser=0&hl=id&rclk=1","Foto Copy HOKY","4,6","(47)","Toko Fotokopi","·","Jl. Jojoran I No.94","Tutup","·","0815-1573-7292","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya bagus, Cepat harga cocok untuk mahasiswa sprti sy""","· Buka Sen pukul 07.00","",""
"https://www.google.com/maps/place/Barokah+68/data=!4m7!3m6!1s0x2dd7f97934e5bc5b:0x3aecc7fbf931cd!8m2!3d-7.2609575!4d112.758705!16s%2Fg%2F11ckyc6_q9!19sChIJW7zlNHn51y0RzTH5-8fsOgA?authuser=0&hl=id&rclk=1","Barokah 68","4,8","(37)","Toko Fotokopi","·","No Jl. Tambang Boyo No.68","Tutup","·","0812-3177-9493","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Segala hal tentang pencetakan buku ada di sini.""","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Fotocopy+Karunia/data=!4m7!3m6!1s0x2dd7f976168a3761:0x6f189e65253a989c!8m2!3d-7.2519887!4d112.7617829!16s%2Fg%2F11gg65fwk6!19sChIJYTeKFnb51y0RnJg6JWWeGG8?authuser=0&hl=id&rclk=1","Fotocopy Karunia","4,6","(98)","Toko Fotokopi","·","·","Buka","Jl. Ploso Bogen No.39 A","0877-5071-0353","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayananya baik,,orangnya ramah
Harganya terjangkau""","· Tutup pukul 20.00","","·"
"https://www.google.com/maps/place/Fotokopi,Pengetikan,CetakFoto/data=!4m7!3m6!1s0x2dd7f90020a1e67d:0xfb0e13b9a3275c81!8m2!3d-7.249307!4d112.7538161!16s%2Fg%2F11xncdfy3y!19sChIJfeahIAD51y0RgVwno7kTDvs?authuser=0&hl=id&rclk=1","Fotokopi,Pengetikan,CetakFoto","1,0","(1)","Warnet","·","Jl. Ngaglik No.48c","Buka","·","0813-3330-1907","","Rute","","","· Tutup pukul 20.00","",""
"https://www.google.com/maps/place/Family+Fotocopy/data=!4m7!3m6!1s0x2dd7fbdd04e466e5:0xddfeb62a9275c4a9!8m2!3d-7.2747433!4d112.7415447!16s%2Fg%2F11bwpz5fys!19sChIJ5WbkBN371y0RqcR1kiq2_t0?authuser=0&hl=id&rclk=1","Family Fotocopy","4,4","(16)","Toko Fotokopi","·","·","Tutup","Jl. Urip Sumoharjo No.46-48, RT.001/RW.14","0817-0357-3488","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bapak fotocopynya baik, mau nolongin saya  sehat selalu pak""","· Buka Sen pukul 08.00","","·"
"https://www.google.com/maps/place/Fotocopy+Center/data=!4m7!3m6!1s0x2dd7fbb1d761eb33:0xb9ed626bd4955dba!8m2!3d-7.2962457!4d112.7546839!16s%2Fg%2F11b6nmtc4f!19sChIJM-th17H71y0Rul2V1Gti7bk?authuser=0&hl=id&rclk=1","Fotocopy Center","4,5","(4)","Toko Fotokopi","·","Bratang Wetan IV No.18","Buka","","","","Rute","","","· Tutup pukul 23.00","",""
"https://www.google.com/maps/place/Pink+Foto+Copy/data=!4m7!3m6!1s0x2dd7fbadccd86667:0x1867f1e9171457e1!8m2!3d-7.2988891!4d112.7578102!16s%2Fg%2F1hm4z2l2m!19sChIJZ2bYzK371y0R4VcUF-nxZxg?authuser=0&hl=id&rclk=1","Pink Foto Copy","4,4","(45)","Toko Fotokopi","·","·","Buka","Jl. Barata Jaya No.30 B","(031) 5011599","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat Fotocopy yang murah dengan hasil rapi,""","· Tutup pukul 20.00","","·"
"https://www.google.com/maps/place/Sentra+Fotokopi/data=!4m7!3m6!1s0x2dd7f961e0c5d06d:0x39c99651164e5333!8m2!3d-7.266598!4d112.743636!16s%2Fg%2F11gg72rl_5!19sChIJbdDF4GH51y0RM1NOFlGWyTk?authuser=0&hl=id&rclk=1","Sentra Fotokopi","4,0","(2)","Toko Fotokopi","·","Jl. Embong Wungu No.9","·","Tutup","(031) 5482000","","Situs Web","","","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Toko+Tasra/data=!4m7!3m6!1s0x2dd7fa53efa563cf:0x169b45729ee4cc8!8m2!3d-7.2999857!4d112.7679362!16s%2Fg%2F1hm5h5rtw!19sChIJz2Ol71P61y0RyEzuKVe0aQE?authuser=0&hl=id&rclk=1","Toko Tasra","3,7","(3)","Toko Fotokopi","·","Jl. Nginden Semolo No.60","Buka","·","0851-6186-6088","","Rute","","","· Tutup pukul 21.00","",""
"https://www.google.com/maps/place/Akar+Jaya+Fotokopi/data=!4m7!3m6!1s0x2dd7f98ae8a378e9:0xdb3a3b5cfb843d5c!8m2!3d-7.2630409!4d112.7846417!16s%2Fg%2F11clyc9_yt!19sChIJ6Xij6Ir51y0RXD2E-1w7Ots?authuser=0&hl=id&rclk=1","Akar Jaya Fotokopi","4,7","(11)","Toko Percetakan","·","Jl. Mulyorejo No.174","Buka","·","0857-0746-2866","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap, murah murah barangny""","· Tutup pukul 21.00","",""
"https://www.google.com/maps/place/Toko+Wijaya+Fotocopy/data=!4m7!3m6!1s0x2dd7fbc374888737:0x887f41b5f646e22!8m2!3d-7.2792325!4d112.743651!16s%2Fg%2F11b6b6_rrk!19sChIJN4eIdMP71y0RIm5kXxv0hwg?authuser=0&hl=id&rclk=1","Toko Wijaya Fotocopy","4,2","(20)","Toko Fotokopi","·","·","Tutup","PPCV+6GR, Jl. Dinoyo No.22/1","(031) 5632634","","Rute","","","· Buka Sen pukul 07.00","","·"
