"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","doJOZc","W4Efsd 6","A1zNzb href","J8zHNe","bbPy1","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Taichan+Nyot2/data=!4m7!3m6!1s0x2dd7fbcdffc52ecd:0x343a0798ffc06d34!8m2!3d-7.2792099!4d112.7560165!16s%2Fg%2F11fhr7nfjg!19sChIJzS7F_8371y0RNG3A_5gHOjQ?authuser=0&hl=id&rclk=1","Taichan Nyot2","4,4","(803)","·","Rp 25–50 rb","Sate","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0sEOw0ITWGuJqVHH6JIsU0lDvbrns88KF0VLw37To3CmIMj5z0Q7PQNNURs_OTphguR4RUHV-h89U3DU2NvtwSI7sdBMhtfOTwO18enHQzrznsd8rQjBAcT3EUEMMlcIIZLiQ=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Satenya enak gurih, sambelnya pedas banget 👍""","","Jl. Dharmawangsa No.109","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmaHI3bmZqZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NjD3aYahMoqr4-EPjMmK2Ao&ei=NjD3aYahMoqr4-EPjMmK2Ao&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/WARTEG+PRIMA+BAHARI/data=!4m7!3m6!1s0x2dd7fbd4ac5baec1:0x956559a535bff418!8m2!3d-7.2671529!4d112.7527593!16s%2Fg%2F11vly4mzvp!19sChIJwa5brNT71y0RGPS_NaVZZZU?authuser=0&hl=id&rclk=1","WARTEG PRIMA BAHARI","3,9","(8)","","","Brunch","·","No Jl. Gubeng Masjid No.49","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCQ7tcSkolrP5D777HSQ4_mFAJ9QPZWnlA3f13X30D9J2RU1P9mh67rf7GP6KSpD6_BVwfSyV--KI39eSuTveg4EAwO57Fp83sr9b9Y-JnstNN4jdztESrIiWWx-g_FwEItbJiq66wCHNe=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak, terjangkau harganya""","","","","","","",""
"https://www.google.com/maps/place/SEBLAK+%26+BASO+ACI+ASLI+GARUT+TEH+KINANTHI/data=!4m7!3m6!1s0x2dd7fbd01915c011:0xc8bd6f63812d516c!8m2!3d-7.2767789!4d112.7570613!16s%2Fg%2F11t7k2913l!19sChIJEcAVGdD71y0RbFEtgWNvvcg?authuser=0&hl=id&rclk=1","SEBLAK & BASO ACI ASLI GARUT TEH KINANTHI","4,9","(41)","·","Rp 1–25.000","Seblak","·","Jl. Gubeng Kertajaya IX Raya No.9a, RT.011/RW.05","Buka","· Tutup pukul 20.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzTa89w3cC105x3UOqo1EbuhmZ58Dvp9zeARBklhfAEAW2DVxTKuatNpmWaZhz_MBOsnLv4HRP6ArBJVzxNt-30ASI8_46lY3ILNvZpZPKAyOXwcZZT_31ZL2E1CR7qTfc2qnZFQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak banget, kuahnya asin asin gurih enak.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0N2syOTEzbBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NjD3aYahMoqr4-EPjMmK2Ao&ei=NjD3aYahMoqr4-EPjMmK2Ao&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Putu+Campur+Kertajaya+Cak+Nasir/data=!4m7!3m6!1s0x2dd7fb3a6b9c680f:0x829c40a3c21339c7!8m2!3d-7.2782423!4d112.756958!16s%2Fg%2F11j12h2s21!19sChIJD2icazr71y0RxzkTwqNAnII?authuser=0&hl=id&rclk=1","Putu Campur Kertajaya Cak Nasir","4,8","(10)","·","Rp 1–25.000","Jawa","·","Jl. Gubeng Kertajaya IX Raya No.4-2","Tutup","· Buka Sen pukul 17.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEG5gwD-Sin4PzVWBcTiH92W9-EGFhOAh14aYc2__65s0trq-bX8KDO8t4yj2T8bBGZVLwvEvEW6hNlYsah4Il2IAygIxAULRK_Y4iLRkDZLySDOJgyd32auU3EzEEwRIF1DiHN=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasanya enak, lembut dan lumayan bersih.""","","","","","","",""
"https://www.google.com/maps/place/Fruit+vitamin+%26+makanan+khas+surabaya/data=!4m7!3m6!1s0x2dd7fb5e0e0552a3:0x12b4c33b2d77c317!8m2!3d-7.2747442!4d112.7531378!16s%2Fg%2F11tdpq3h7b!19sChIJo1IFDl771y0RF8N3LTvDtBI?authuser=0&hl=id&rclk=1","Fruit vitamin & makanan khas surabaya","","","","","Makanan Sehat","·","Jl. Gubeng Kertajaya V. E No.5","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEggM2eJpxxtXXFwX9xjNgr3n6wQIc4R0G3tfOhxNNhnJdyyEsYc0Ya2kEcFMSCYSledvEcew7pBM9W6pIuSw6Vt6skel43rZJQMjFa6pG-Y8nXBBFTfUW_6lcyRLyHso-OsJzf=w196-h92-k-no","","Makan di tempat","","","","","","Ambil di tepi jalan","Antar tanpa bertemu"
"https://www.google.com/maps/place/Hungry+Master+Indonesia/data=!4m7!3m6!1s0x2dd7fb6aa3c34ed5:0xcc8ef9d4919d5ad1!8m2!3d-7.2721245!4d112.7559616!16s%2Fg%2F11fkn074tz!19sChIJ1U7Do2r71y0R0VqdkdT5jsw?authuser=0&hl=id&rclk=1","Hungry Master Indonesia","5,0","(2)","","","Pasta","·","Goes Food, Jl. Dharmawangsa No.214","Tutup","· Buka Sen pukul 11.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y0PPd6PmLqHxwmVMUuxTnw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=31.307112&pitch=0&thumbfov=100","","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Martabak+Terang+Bulan+Kuno+Kini/data=!4m7!3m6!1s0x2dd7fba7fe21a3dd:0x346ac57c318b1130!8m2!3d-7.2717773!4d112.7611292!16s%2Fg%2F11sbv9m1rc!19sChIJ3aMh_qf71y0RMBGLMXzFajQ?authuser=0&hl=id&rclk=1","Martabak Terang Bulan Kuno Kini","3,2","(55)","·","Rp 1–25.000","Restoran","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFw6jizWphEGUabOkhniOiO28_54yqyYoMFYr37ZHBe6oIbsfG4d3y4Z-fWKyVJay_OJoIOddBLtIG1HzFEZ-xaBeCkHgVS1lA4HFU6Jczv9IuV1cxd0z1c-7ed1v3CK7KOuTE=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enak, sesuai dg.harga lah, tersedia di shopee food juga 👍🏻""","","Jl. Karang Menjangan No.105","","","","",""
"https://www.google.com/maps/place/TECO+Specialty+Coffee+-+Dharmawangsa/data=!4m7!3m6!1s0x2dd7fbf81ca1ba3d:0x2f08f97fc9657491!8m2!3d-7.2725268!4d112.7562024!16s%2Fg%2F11pyyzm2bv!19sChIJPbqhHPj71y0RkXRlyX_5CC8?authuser=0&hl=id&rclk=1","TECO Specialty Coffee - Dharmawangsa","4,5","(105)","·","Rp 1–25.000","Kedai Kopi","·","Jl. Dharmawangsa No.78","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvOzsrdqkaQAivi_2JXx62KzDoo7810BkNg_FAh8Pf_VEZMbdZQXsa98AFHIBjkK1cdKtV9dnGijwnehav9-8POpF2kRkRaD_ZWz6JrUBvnWZGSPYGzqv3D2c5eJ0CbWHKSbM=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan baik dan ramah,","","","","","","makanan","sesuai harga pokoknya enak dan nyaman"""
"https://www.google.com/maps/place/Salad+Buah+SIHASZ/data=!4m7!3m6!1s0x2dd7fb1bc8d2cbbb:0xb1801465a822d9e7!8m2!3d-7.2679949!4d112.761079!16s%2Fg%2F11j0008cjt!19sChIJu8vSyBv71y0R59kiqGUUgLE?authuser=0&hl=id&rclk=1","Salad Buah SIHASZ","4,8","(22)","","","Salad","·","Jl. Karang Menjangan No.33","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEi5CD9k4tWBa65DZkeLsxYwybCO8LmOc3mWOmy1xz1h1EBWt7s3BxFVxpYSU0ibRkMeXV4tZwB0AGr5usaLfvDGFukv7BFxk_hG2xt-OxVTu3jQGQSSighZax0FbtJGs_GKygDdA=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Made by order, salad buah kita di kemas saat kita pesan.""","","","","","","",""
"https://www.google.com/maps/place/CAPTAIN+TAKO+-+Street+Food+Takoyaki/data=!4m7!3m6!1s0x2dd7fbd1443675c3:0x449c1c6aa1f54a21!8m2!3d-7.2720508!4d112.7559247!16s%2Fg%2F11f3xz4kjn!19sChIJw3U2RNH71y0RIUr1oWocnEQ?authuser=0&hl=id&rclk=1","CAPTAIN TAKO - Street Food Takoyaki","4,7","(3)","","","Taiwan","·","Jl. Gubeng Airlangga II No.12","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjsNqITzcKDGi-efq7tBNi4-cEkQpcUqfir8CCs3O81bJh-s-80xm4VYhgml-InMBMEcQnSGnN4SlDmGO5EJr7Z7nnnsC7_Tc9jFj2LfBlZEJz9c65FoCMneKXxiGXnq-ofyZ9=w163-h92-k-no","","Makan di tempat","","","","","","Bawa pulang",""
"https://www.google.com/maps/place/Warkop+Markeso/data=!4m7!3m6!1s0x2dd7fb0e96abdee1:0xb9be82a149ccd4da!8m2!3d-7.2715226!4d112.7549572!16s%2Fg%2F11fd3l5054!19sChIJ4d6rlg771y0R2tTMSaGCvrk?authuser=0&hl=id&rclk=1","Warkop Markeso","4,7","(54)","","","Kafe","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH6SgpS5_M91vcXM8VUN6fi1fVGvUkiJd1zmQt0T0ep7MoCadyAYDN1JvPLgMtXx4QXCeMNs05Joo-SS3_I_WAGR_4UZfjesK0BhVF_Q5fn0U-F_mtcnRMS9PK-a06BhdNHbvwdjQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ramah banget mbaknya👍🏻""","","Jl. Dharmawangsa Barat No.62-56","","","","",""
"https://www.google.com/maps/place/Depot+Ampel+-+Walikota+Mustajab/data=!4m7!3m6!1s0x2dd7f9669dd3c591:0x616bcf6a4c9ce9a6!8m2!3d-7.2600771!4d112.7449758!16s%2Fg%2F1hm5q15bm!19sChIJkcXTnWb51y0RpumcTGrPa2E?authuser=0&hl=id&rclk=1","Depot Ampel - Walikota Mustajab","4,5","(1.438)","·","$$","Timur Tengah","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSTk1thUTmitTcDcQRkVxksqDZinhLrMx2sZ1ck0Of0OoNGoxjnlqk0vEU07CO6QvP3kX_rbveSUIvcxPvO1iXpCAGmAa6_M2rRuwg9pdNXkTpSg9dHMxtPygNuib6nQ1E3c9NvA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sate kambing bumbu kecap, kecapnya bold dagingnya empuk.""","","Jl. Walikota Mustajab No.33B","","","","",""
"https://www.google.com/maps/place/OBA+Japanese+Express+Kertajaya/data=!4m7!3m6!1s0x2dd7fbcc53360d7f:0x4c134061f994e0c4!8m2!3d-7.278639!4d112.759433!16s%2Fg%2F11hcncq_2q!19sChIJfw02U8z71y0RxOCU-WFAE0w?authuser=0&hl=id&rclk=1","OBA Japanese Express Kertajaya","3,7","(23)","","","Jepang","·","Jl. Kertajaya No.149","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNW-o5ooPbcFBO1JJnXAU41BLdm4NsA36QX5u3J-Kt9AvnfVSy1BiI3WQteDyYRkTzB9coFnu5jyJzquH2OiMhUQg4EnQ0D0hU7bzTELiHQoV2Hctlvf3m_2bRC4cvt39I6iDw=w80-h119-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak dan murah.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoY25jcV8ycRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ODD3aZDVOMnD4-EPjri8-QI&ei=ODD3aZDVOMnD4-EPjri8-QI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Pukul+Satu+Kopi/data=!4m7!3m6!1s0x2dd7fbe0a7893f01:0x821f3404de8a92d5!8m2!3d-7.2767447!4d112.7557838!16s%2Fg%2F11h5p_l04j!19sChIJAT-Jp-D71y0R1ZKK3gQ0H4I?authuser=0&hl=id&rclk=1","Pukul Satu Kopi","4,7","(759)","·","Rp 1–25.000","Kedai Kopi","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEf0K9RadhpuzXlc12nethNnPxCuRiIJ5QbqtxFMCCz0Xn8poEq6aGfFETtIvFa3M78vygMduAmfuBFyJBPeXVFT-DY2C_IsRyIXcKVLOBn8VVaP9xr-I2W5r7oBneSahrlFwr7YA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Top markotop lah nongki dan jajan dimari, terbaek lah""","","Jl. Dharmawangsa No.142a","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoNXBfbDA0ahgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ODD3aZDVOMnD4-EPjri8-QI&ei=ODD3aZDVOMnD4-EPjri8-QI&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Balango+Group/data=!4m7!3m6!1s0x2dd7f977b4f8e13b:0xcc3a64d05298afbe!8m2!3d-7.2659638!4d112.7525561!16s%2Fg%2F11yfcjf147!19sChIJO-H4tHf51y0Rvq-YUtBkOsw?authuser=0&hl=id&rclk=1","Balango Group","5,0","(1)","","","Toko Makanan","·","Jl. Gubeng Masjid No.1/7","Tutup","· Buka Sen pukul 12.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHWdWfZfaE8cLWDgeRDha5o4S2rIkRm7x5cpFceDVskHLgZX7QdggxrHVENF1kPPzjZeQy12I8aEO2T4woTuIG92Pyi26zZw0EoPnDNLc_W-i9_WJgKUY0Rm6WaLjBwXB4WarigDQqk3564=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sudah repeat order beberapa kali, rendangnya enak.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5ZmNqZjE0NxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ODD3aZDVOMnD4-EPjri8-QI&ei=ODD3aZDVOMnD4-EPjri8-QI&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Eco+Surabaya/data=!4m7!3m6!1s0x2dd7fb6337d38a3b:0x4a9b68f510e78d5d!8m2!3d-7.275983!4d112.7566371!16s%2Fg%2F11fjmmgwmj!19sChIJO4rTN2P71y0RXY3nEPVom0o?authuser=0&hl=id&rclk=1","Eco Surabaya","4,7","(76)","","","Dapur komersial bersama","·","Jl. Gubeng Kertajaya VII D No.43, RT.005/RW.04","Tutup","· Buka Sen pukul 16.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGB-zIOFGR4S6eyRVsQvk4MaOO4cYxDxSQqtF2V06xGshdIGWGboQZDEc8WpWPtQc2T_eU5m_PPBC36o5SY1LxC_MVf6n4ICNW-FMQ2CZ5OSEp8FZpli92vErFEsTzbXX4Fpq6Q=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mampir gaes, lokasi mudah, harga murah meriah,","","","","","","makanan","enak"""
"https://www.google.com/maps/place/Warung+Sederhana/data=!4m7!3m6!1s0x2dd7fbd4e389a67f:0x2ad442cd9aa46ebf!8m2!3d-7.2689175!4d112.7609655!16s%2Fg%2F11clybkwtq!19sChIJf6aJ49T71y0Rv26kms1C1Co?authuser=0&hl=id&rclk=1","Warung Sederhana","3,7","(6)","","","Brunch","·","·","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBhn042IrbX9tn5qI9bc6w4qJQ46z5fAExhtBuquk4ZdgROaVjiUkNjwGmqXuZw4Fzmp1yWUhVkXS3Dk7-_qlxPHVsR-RT80s4pGkeETuYD7NDRcvsu4C2EMiX1_cxkKE1TLHw=w122-h92-k-no","","Makan di tempat","","Jl. Karang Menjangan No.61","","","","Bawa pulang",""
"https://www.google.com/maps/place/Angkringan+N%27deso/data=!4m7!3m6!1s0x2dd7fbc970e53555:0x381a41348a04ca23!8m2!3d-7.2716827!4d112.7611295!16s%2Fg%2F11r_fjkrz3!19sChIJVTXlcMn71y0RI8oEijRBGjg?authuser=0&hl=id&rclk=1","Angkringan N'deso","5,0","(10)","·","Rp 1–25.000","Kedai Kopi","·","PQH6+8FC, Jl. Karang Menjangan","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF3xFYqUkyDW_9s00KWievBoAMesKvoqIxT77j_D9PYtqtwHiq58gW96D9Kp4iBdlfkEp43057plTDdo-muMCUxrXSXnmk83wxisyiPagYma9emd_t-OuOxxsEc6gd47bBV6xHPcQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","","","Makanan","enak dan murah daripada angkringan lain."""
"https://www.google.com/maps/place/MURANIAN/data=!4m7!3m6!1s0x2dd7fbd6b32c7427:0x7a621ffe32ab85bc!8m2!3d-7.2711108!4d112.7559747!16s%2Fg%2F11cly50mlc!19sChIJJ3Qss9b71y0RvIWrMv4fYno?authuser=0&hl=id&rclk=1","MURANIAN","5,0","(6)","","","Pemasok makanan dan minuman katering","·","Jl. Dharmawangsa IX No.04","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVKMeACAFleXfgppwlGpVoH42p7raf4dVjOGZ9o1p5Y9bY1fphPao_86WxuuoVsOEAcQcivhhNUdv71wkx4b7pVhlnb-FZ6ARy_Q--dhroUgLIlpl1-b6wA4Qwgwr8ruTJ0LY=w163-h92-k-no","","Ambil di tepi jalan","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjbHk1MG1sYxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ODD3aZDVOMnD4-EPjri8-QI&ei=ODD3aZDVOMnD4-EPjri8-QI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Pesan antar","Tidak melayani makan di tempat"
"https://www.google.com/maps/place/angkringan+morokabeh/data=!4m7!3m6!1s0x2dd7fb2bce25d0d9:0xfe056c62cf8f9a0c!8m2!3d-7.2779416!4d112.7554579!16s%2Fg%2F11y48w_70d!19sChIJ2dAlziv71y0RDJqPz2JsBf4?authuser=0&hl=id&rclk=1","angkringan morokabeh","5,0","(1)","","","Makanan Kecil","·","Jl. Kertajaya No.83","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcIL96f9Xt7uLLtvgpdotNbqyOjUFq2S1vGYdVWy-fAXcbI1D1S8naZRBb0VETfRlshElWnvePJEV_J-UXDyz6oAifkJwnkgInayB-GdcWq1C6NwxsztEBsiMPSvBqHWRfppiF=w80-h106-k-no","","Makan di tempat","","","","","","Bawa pulang","Pesan antar"
"https://www.google.com/maps/place/Cafetaria+kksp+RSUD+dr.+Soetomo/data=!4m7!3m6!1s0x2dd7fb0e4bd79cd1:0xc3b6dd9c5e7d12d6!8m2!3d-7.270061!4d112.7576608!16s%2Fg%2F11pdf81lh7!19sChIJ0ZzXSw771y0R1hJ9XpzdtsM?authuser=0&hl=id&rclk=1","Cafetaria kksp RSUD dr. Soetomo","3,2","(11)","","","Toko bahan makanan","·","PQH5+X3F","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9MbuWyLqIBvcUKuEblrnHTPjiBbIXrm8U-slOO_HUgVpTUOD-u2bkYcqS2iMqabw3jaxaRCmODllw1sQ6h-7S9n9Nj9wpI_guhOcHd_RzWkua-iN45d_7gBozeEvJDxCynU1T=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak cuma pelayanan ga ramah mas mas tinggi marah marah malah…""","","","","","","",""
"https://www.google.com/maps/place/WARUNG+BU+PON/data=!4m7!3m6!1s0x2dd7fbf67abfb601:0xcddcf1742e84289e!8m2!3d-7.2783893!4d112.7433874!16s%2Fg%2F11f7sqtqft!19sChIJAba_evb71y0RniiELnTx3M0?authuser=0&hl=id&rclk=1","WARUNG BU PON","4,7","(19)","·","Rp 1–25.000","Indonesia","·","depan hotel istana permata, Jl. Dinoyo No.16","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHghujYwnb5fvxEg_w4cZnpVmMvSl1H-Xj6-5CoL92zuWYac4i7b7kzWFwx7heO46c9mcQyh4mQgKV6ZTWRcaxBw5oz2i1mOBsy7HiT765i0R_uaMOwgV6Ev2-OYA1mUPUjiF2ABA8_PDQ0=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","","","makanan","enak sesuai harga,
sayang tempatnya aja."""
"https://www.google.com/maps/place/Soto+Ayam+%22Legendaris%22+Surabaya/data=!4m7!3m6!1s0x2dd7fb4107645fe7:0x27677020591e4416!8m2!3d-7.2715639!4d112.752906!16s%2Fg%2F11jrsl6ttx!19sChIJ519kB0H71y0RFkQeWSBwZyc?authuser=0&hl=id&rclk=1","Soto Ayam ""Legendaris"" Surabaya","5,0","(1)","","","Soto Ayam","·","Jl. Gubeng Jaya II No.31, RT.009/RW.02","Tutup","· Buka Sen pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEEidZU_mgzgk6mv7Zl__1HgbaYh8hiUutOuYmKjsDyZX3wSES7DZga2HS9qp52mdOrt3S8B9t0_dROpwpy51WrjhbTmfZFabO_nILjSsWi-0WYYHZyJ8Gy3BPAXccPKfBjgf5LAQ=w163-h92-k-no","","Makan di tempat","","","","","","Bawa pulang",""
"https://www.google.com/maps/place/Warkop+Gondrong+Lawu/data=!4m7!3m6!1s0x2dd7fbd0ba11ab07:0xfa82ff0286dcfa31!8m2!3d-7.2724432!4d112.7531699!16s%2Fg%2F11gfk1cg48!19sChIJB6sRutD71y0RMfrchgL_gvo?authuser=0&hl=id&rclk=1","Warkop Gondrong Lawu","4,8","(37)","","","Kedai Kopi","·","Jl. Gubeng Jaya VI No.11 B","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGpMiiikl5Ad09ohlLirqvm5GhX9b0CxfxtdmJQZ2PGjk2qIjR-M-bUkShdWbmdOPZWkMHY8pvC6D-wIc0O_FDqy-NccYTeYgw5FENiR9nC-f7nhEyQPf3jvk9Ifl_vRwofWHDa=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suasana ramah penuh keakraban""","","","","","","",""
"https://www.google.com/maps/place/Fauzan+Frozen+Food/data=!4m7!3m6!1s0x2dd7fbb4e2436a6b:0x7eb1f619264f5c0f!8m2!3d-7.2775558!4d112.7602071!16s%2Fg%2F11hzy8tq8y!19sChIJa2pD4rT71y0RD1xPJhn2sX4?authuser=0&hl=id&rclk=1","Fauzan Frozen Food","5,0","(1)","","","Toko Makanan","·","Jl. Gubeng Kertajaya XIII No.19A","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFh4D49nbPgJndeYPKDaGHsCmK1N2Mq_1sy9Eee_941JaA_A-XmboYUDd_LP45_mhAF0AhWiADdyEn8EbV_tlkn57nAvUuS5QdccyOTDFRmGJaDJcAaxF53-EVgqgbueNarvSxnjMCkM3dz=w122-h92-k-no","","Bawa pulang","","","","","","",""
"https://www.google.com/maps/place/Cafe+ESCO/data=!4m7!3m6!1s0x2dd7fbce25c287b7:0xdd91c7a3f01bfed!8m2!3d-7.276797!4d112.75474!16s%2Fg%2F11f11pwv4q!19sChIJt4fCJc771y0R7b8BP3oc2Q0?authuser=0&hl=id&rclk=1","Cafe ESCO","4,5","(475)","·","Rp 1–25.000","Kafe","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH02E34QlmVgZQYZsAG7U1ehHBpverE3-MqkGEDsquDC_Pv-bXWLOLz46QvZqJcscAD02uCQTzdnx4CSyur5Vk7Jg3KhDyKjSnAQRws7P8WhlKOodsmWS3fKBWxHSUqWPbpqpm2=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus banget dan murah di kantong, ini foto menu nya""","","Jl. Gubeng Kertajaya V B No.58","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmMTFwd3Y0cRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ODD3aZDVOMnD4-EPjri8-QI&ei=ODD3aZDVOMnD4-EPjri8-QI&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
