"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","M4A5Cf"
"https://www.google.com/maps/place/Warung+Kopi+Stela/data=!4m7!3m6!1s0x2dd7fbcd996aaa39:0x323c3c10af2a0bce!8m2!3d-7.2714365!4d112.7624184!16s%2Fg%2F11tnglkjxc!19sChIJOapqmc371y0RzgsqrxA8PDI?authuser=0&hl=id&rclk=1","Warung Kopi Stela","4,8","(39)","·","Rp 1–25.000","Kedai Kopi","·","","Jl. Karang Menjangan II No.77","","Buka","· Tutup pukul 02.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBppzWRHDgfTFdZQm9wCCa8WD4BZ1qdL21RJt__Djcp60IRpkDPGA_aISW8u1AFjhS87K2y9yzzcGM5WTqD1z3Up6lzKtnypL6hBSnLna0P52gpOh7VQwHd7tuQRUDt9ltnYJ3=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Di jamin betaahh nongkrong di tempaat ini.""","",""
"https://www.google.com/maps/place/Keris+%2F+kedai+Legendaris/data=!4m7!3m6!1s0x2dd7fb004a9b2757:0xdf34966629fd91d8!8m2!3d-7.2739877!4d112.7625481!16s%2Fg%2F11xp9gjhbr!19sChIJVyebSgD71y0R2JH9KWaWNN8?authuser=0&hl=id&rclk=1","Keris / kedai Legendaris","4,9","(148)","·","Rp 25–50 rb","Kedai Kopi","·","","Jl. Jojoran III No.1","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGf7-Sew5EOv-GVt3T7s1Ji8u3sIPigZ-bD3WQNIz7owBuqMMMofQ63kiiErUpmtnvYwLaoKsqW2x0Erur3IugKayI8o0iESE4CEDXqQuKfWBp198DzKePM1YE2IaqeJILfe_WVujCSsJQV=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Caffenya hidden gem banget.""","",""
"https://www.google.com/maps/place/Rasya+Coffee/data=!4m7!3m6!1s0x2dd7fbce39745123:0x1eab6182e081fcfb!8m2!3d-7.2772987!4d112.754954!16s%2Fg%2F11ngt0hwdw!19sChIJI1F0Oc771y0R-_yB4IJhqx4?authuser=0&hl=id&rclk=1","Rasya Coffee","4,5","(15)","","","Kafe","·","","PQF3+3XP, Jl. Gubeng Kertajaya VIIA","","Buka","· Tutup pukul 22.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g2Nq0LOE26mvGrb-ZVuMHg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=70.34427&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menyenangkan untuk ngopi sambil ngobrol santai""","",""
"https://www.google.com/maps/place/Cafe+ESCO/data=!4m7!3m6!1s0x2dd7fbce25c287b7:0xdd91c7a3f01bfed!8m2!3d-7.276797!4d112.75474!16s%2Fg%2F11f11pwv4q!19sChIJt4fCJc771y0R7b8BP3oc2Q0?authuser=0&hl=id&rclk=1","Cafe ESCO","4,5","(475)","·","Rp 1–25.000","Kafe","·","","·","Jl. Gubeng Kertajaya V B No.58","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9-01EUrhSODBfWRL711eP1J3aAqSndq7zpzrMDkV77LwQjzXJoJEXTER-oVl-xAyJOAcH-6XsugBR5Ubt_CAlYnXH2qAhV8rcgpCbrhw_sbnpC_wpiju3NA_Yy_7q1eVo4OY=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pesen es latte 15k rasanya mantap sampai esnya mencair masih manis.""","",""
"https://www.google.com/maps/place/Point+Cafe+Dharmawangsa+41/data=!4m7!3m6!1s0x2dd7fbe6a14c9e89:0xe19ba3b59189d31c!8m2!3d-7.274703!4d112.7564588!16s%2Fg%2F11fj6w5yrm!19sChIJiZ5Moeb71y0RHNOJkbWjm-E?authuser=0&hl=id&rclk=1","Point Cafe Dharmawangsa 41","4,7","(200)","·","Rp 25–50 rb","Kedai Kopi","·","","·","Jl. Dharmawangsa No.41","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgBk8X9swFTmSOKGxO3gpfSw_oIOeRn3UfONA1o7JMNStQtT0DlzOV8LM_lNzQhBXHAmZOPmFv_rSQ70RctGVG5IeRrt4XdGmigiIFdt-0R-xFIWsQYU98_r_rJmFEmYtnSnP25w=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kafenta baru buka jam 6 pagi kalo terlalu awal terpaksa beli kopi instan.""","",""
"https://www.google.com/maps/place/Kedai+Loteng/data=!4m7!3m6!1s0x2dd7fbd1a1895e55:0xe8da710cc0d48e!8m2!3d-7.2741116!4d112.755352!16s%2Fg%2F11c20bbbyc!19sChIJVV6JodH71y0RjtTADHHa6AA?authuser=0&hl=id&rclk=1","Kedai Loteng","4,6","(319)","·","Rp 1–25.000","Kafe","·","","·","Jl. Gubeng Kertajaya VII H No.4","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGTG_IN7Nioete57Jgdkr0JGW4Taih8Qa_KzJzrp3D1LBWW43jYsDP2UgYrdu4nHla1nKkXAYgb-lJp-V57dLIJN5WmgVbAR0AWttvoXJVX0HJoCYJoA027aN2uUZq1pc4D1Cc9kg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Free wifi, playlist musik menenangkan.""","",""
"https://www.google.com/maps/place/Renjana+Coffee/data=!4m7!3m6!1s0x2dd7fb8e76a4574b:0x21f332d1b13227b1!8m2!3d-7.2758414!4d112.7532943!16s%2Fg%2F11gnsr3n9w!19sChIJS1ekdo771y0RsScysdEy8yE?authuser=0&hl=id&rclk=1","Renjana Coffee","4,7","(92)","","","Kedai Kopi","·","","Jl. Gubeng Kertajaya V C No.11, RT.004/RW.03","","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQHsZm_kgKHBFfdQ66FxDZmRbOSrVvGsAYq-Z0lSFjX6xxilskZsG0ees3oFRy113W9XNvffuKCmCpbqL6lwV8xnqh3yRpo8e03j8b0FFb1vK0ss0p45fV0013OjThyE2BN-17=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""SUDAH TUTUP SEJAK COVID YAA GAESS...""","",""
"https://www.google.com/maps/place/Cafe+d%27WarCofFE/data=!4m7!3m6!1s0x2dd7fb9ff0113d8d:0xca57d59d4e79440d!8m2!3d-7.2696832!4d112.7553574!16s%2Fg%2F11h6tkf92g!19sChIJjT0R8J_71y0RDUR5Tp3VV8o?authuser=0&hl=id&rclk=1","Cafe d'WarCofFE","4,2","(18)","","","Kafe","·","","Jl. Dharmawangsa IV No.18","","Buka","· Tutup pukul 03.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDa80QL8HK_LlWKsNL39vYvlRhS_TbFWxkFzqkbwbzy7Prqyci4H0_bsOByft9cQ7tEYFps06FQBHxhuPfne9d4scuoREjJLkRxqgX3uv4hLg-K5GU-HUF-rXbhJB_rErr4-MG=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/safehouse/data=!4m7!3m6!1s0x2dd7fb1f0ffc2d47:0xb38681e8a8139444!8m2!3d-7.2759969!4d112.7625079!16s%2Fg%2F11l6zjtbtf!19sChIJRy38Dx_71y0RRJQTqOiBhrM?authuser=0&hl=id&rclk=1","safehouse","4,9","(27)","·","Rp 1–25.000","Kafe","·","","Jl. Raya Menur No.23","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0NQx5sOrSSNcY-8br0GkhXE1y8nMCnVUAZ8o6fMZOltTvq2lZbLOSLWhDJtOCDfzUO3luIwa3J1a3gRDx-S7-GJ6Mf6CjhBRxR3i9VKdH9KFFAmFV86fj-6yO3FtjSENZcF62xZnZAkZn=w80-h141-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya enak, barista dan waiters nya ganteng juga""","",""
"https://www.google.com/maps/place/TONG%27S+CAFE/data=!4m7!3m6!1s0x2dd7fb19ca84bbef:0xe29efa8c1034781f!8m2!3d-7.278452!4d112.759321!16s%2Fg%2F11h4p_7sxs!19sChIJ77uEyhn71y0RH3g0EIz6nuI?authuser=0&hl=id&rclk=1","TONG'S CAFE","4,9","(32)","","","Kafe","·","","Gubeng Kertajaya XI No.6","","Tutup","· Buka Sen pukul 17.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGP_C7G1zjPDZurFzz3S2MtYSEqy2eciO5-NfX8GILpZSQpuf-l8DvrptoXDqaiWeBU5B5ujTRvBT2NGaNBPTLSejFRbtWqLbByvAgBdwPaLhAlV8nk3Pvdbv7msnTfhNIle40=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Waroenk+Ojol/data=!4m7!3m6!1s0x2dd7fbd519753d77:0xbbc3b02ddfa89e6!8m2!3d-7.2678919!4d112.7610059!16s%2Fg%2F11f15m9kpn!19sChIJdz11GdX71y0R5on63QI7vAs?authuser=0&hl=id&rclk=1","Waroenk Ojol","4,8","(45)","·","$","Kedai Kopi","·","","·","Jl. Karang Menjangan No.33","Tutup","· Buka Sen pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1lFHA6n1_ZnKswI-zjQBMvMRhWme2yky-yoW7-FEW5LPslQ4RVGdHZCQZH1ZZ56y9zZhoShliLYPlV5_mtsJCZQwnyOwvv9ZkqJp2fPAOjS2GYfwekKdQCSlIVCbjo2Qbrh4E=w80-h106-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Chronos+Kopi/data=!4m7!3m6!1s0x2dd7fbb4b2f6f295:0xf67739867fe93c6c!8m2!3d-7.2711343!4d112.7550872!16s%2Fg%2F11hzjgyn8z!19sChIJlfL2srT71y0RbDzpf4Y5d_Y?authuser=0&hl=id&rclk=1","Chronos Kopi","4,7","(35)","","","Kedai Kopi","·","","Jl. Dharmawangsa Barat No.41","","Tutup","· Buka Sen pukul 14.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFjNkoD_gIQ9bMVYsJBVZBVWuq3JwEJ5DKneI6ytXb8siGCZghXJ_ggzIeucmu2As5nkDHFaD8xhI_glReYH6k9HJ7BQLOtjNlo37oLXBdJYh-Q7SXI5RSSmJVAsRi8SJ34ZOA=w92-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Nuang+Kopi/data=!4m7!3m6!1s0x2dd7fb5a9bc1059d:0xb7384bb7d13f8811!8m2!3d-7.2786341!4d112.7497702!16s%2Fg%2F11hsvnct1x!19sChIJnQXBm1r71y0REYg_0bdLOLc?authuser=0&hl=id&rclk=1","Nuang Kopi","4,7","(43)","","","Kedai Kopi","·","","Jl. Nias No.138","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8otnklinfzO0uqa7ipc-fR3WRrCQUxwEivAcVT-a9cR5jAalaqSPypDRx8Xfuwz3AcLJz735VRPWzHpTyGtwZ9Oh5cmhR6sORDYg4AYubSRYnBV55PQKBTKt26As9xtSjUy5AkQ=w80-h155-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat Cozy, kopi sesuai kantong pelajar""","",""
"https://www.google.com/maps/place/Basecamp+Ngopi/data=!4m7!3m6!1s0x2dd7fbd223b3bdf5:0xc4a708004de3e19c!8m2!3d-7.2747309!4d112.7575179!16s%2Fg%2F11f3cc396m!19sChIJ9b2zI9L71y0RnOHjTQAIp8Q?authuser=0&hl=id&rclk=1","Basecamp Ngopi","4,7","(159)","·","Rp 1–25.000","Kafe","·","","·","Jl. Gubeng Kertajaya IX Raya No.68","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUZZ2mdHxQhRY5tH4rAUtZZNJyysZZt7Cmdn7fPbZo7C-xEg8FsJMWeLfsYb7jLSKElACVVLfdDcXKJDZSkPymq-cGWcx3THXA1gkQO4a4yyxChshQTAMASnk1MihErWqIYj6s=w148-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ada wifi dan tv.""","",""
"https://www.google.com/maps/place/Coffe123/data=!4m7!3m6!1s0x2dd7fb000f6e7e67:0xb5ec5c5286a9d841!8m2!3d-7.2699944!4d112.7623003!16s%2Fg%2F11wxhftbnf!19sChIJZ35uDwD71y0RQdiphlJc7LU?authuser=0&hl=id&rclk=1","Coffe123","5,0","(4)","","","Kedai Kopi","·","","Jl. Karang Menjangan Gg. 2 No.32","","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTXJgG1-pnRNQJBk_Qf4JZOzR0hbb4a2ZgQPBuDZvmu595h68gfXYoMETXzwd4vcO51fkWPnRUr6f9VlUpx9_fBoirRXwJ6OIoPCSptJbnnV1tYVR-9y4OcGRWkPUxi8yMrEDG5A=w80-h142-k-no","","Makan di tempat","",""
"https://www.google.com/maps/place/letsbrew+coffee/data=!4m7!3m6!1s0x2dd7fb64c6a18a19:0xb52f9bc4f778b985!8m2!3d-7.2771039!4d112.7559961!16s%2Fg%2F11kxs540b8!19sChIJGYqhxmT71y0Rhbl498SbL7U?authuser=0&hl=id&rclk=1","letsbrew coffee","4,9","(9)","","","Kedai Kopi","·","","Jl. Dharmawangsa No.77","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH6qTpWXv8hP9mC06BpY0bTq5oGJ3RmlDW7WzhaIbRBLYL_GzszmuktYT_g-skzTozJGazZJcPuH8mfERuFXzphIM7Kp1T5Z8SjcEDguryiJhmTCDIim2dUhgIvYv9FhTARY7Rb=w84-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Yanto%27s+Cafe/data=!4m7!3m6!1s0x2dd7fbd0d73ba1d3:0x961909d7be8c8c97!8m2!3d-7.2719094!4d112.7536354!16s%2Fg%2F11c3x7tz_9!19sChIJ06E719D71y0Rl4yMvtcJGZY?authuser=0&hl=id&rclk=1","Yanto's Cafe","4,7","(55)","·","Rp 1–25.000","Kafe","·","","·","PQH3+6FJ, Jl. Gubeng Jaya SR","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVLTDyp_3YAetVttrauzgfJLftLaV_i4qs9RkQmKzDr2wwg3FU_eZjCYG35h3DCfnh3zMRXPfdifCACoGLJT_wHNCInSLt6gQ09CfC-FJRUQmKccVMN-OTKMwqCoh_aT4zF0DvIQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lokasinya dipinggir jalan dalam gang jadi gak rame banget.""","",""
"https://www.google.com/maps/place/Warung+Makan+%26+Kedai+Kopi+Sekawan/data=!4m7!3m6!1s0x2dd7fb39357b6795:0x9afb61e0cf0cf836!8m2!3d-7.2741978!4d112.7597304!16s%2Fg%2F11fcvb5g5s!19sChIJlWd7NTn71y0RNvgMz-Bh-5o?authuser=0&hl=id&rclk=1","Warung Makan & Kedai Kopi Sekawan","4,7","(133)","·","Rp 1–25.000","Kafe","·","","·","Jl. Srikana Tim. No.44","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEu73IeefWhaKu_WvbDkiWOeOIWha4FwLcY5iZ6IbHuJjfNdNl_BX5JkYi_FTjM2FgsIjglN750UXgmBBrwe3y2peou2dt6gd-HtiMbWqoBnglpQvSEZpLyB7HWY5Bud_-Q0u0H=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya sederhana, namun terasa nyaman.""","",""
"https://www.google.com/maps/place/Giras+24+Jam/data=!4m7!3m6!1s0x2dd7fbd701b4de6f:0x496e5c26ac7ac6f1!8m2!3d-7.269007!4d112.753839!16s%2Fg%2F11b6gpgpxn!19sChIJb960Adf71y0R8cZ6rCZcbkk?authuser=0&hl=id&rclk=1","Giras 24 Jam","4,4","(16)","·","$","Kedai Kopi","·","","Jl. Gubeng Klingsingan","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAmKfMKxrQWNOmrm2FdCBETRgS4R5uwzKAkINw-xrmeMUD6cZDeQy9JELvFhrUitY7V1JRMcFtrs9V64LbbONTIpNmurxkmILBcjL5ZNfKo2GrZRQaA63u2O0OVvpsS0HuCkZl6A=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat cangkrukan asoy... indomie goreng varian lengkap mantap ...""","",""
"https://www.google.com/maps/place/De+Layana+eatery/data=!4m7!3m6!1s0x2dd7fb1aee803f75:0x942ef0caf9325336!8m2!3d-7.2778774!4d112.7594121!16s%2Fg%2F11n752dzm_!19sChIJdT-A7hr71y0RNlMy-crwLpQ?authuser=0&hl=id&rclk=1","De Layana eatery","4,9","(7)","","","Kafe","·","","Gubeng Kertajaya XI No.20","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-6Wf6bLiawF9i7T2gxOgOjavLq3O0uEoP1P9lYas6hpxm9aifiYqWaIJhU27QY0TyZj16NXhic51LOcDyj05ju9vcDzu5XpJywHckXmoXibAd1SP52DZRHL4WvyFL4BcsIGCy=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+POP+Cafe/data=!4m7!3m6!1s0x2dd7fbf933a9b343:0x52f97a3ef4d86694!8m2!3d-7.2780821!4d112.7593922!16s%2Fg%2F11h4kmnlys!19sChIJQ7OpM_n71y0RlGbY9D56-VI?authuser=0&hl=id&rclk=1","Kedai POP Cafe","4,6","(31)","","","Kafe","·","","Gubeng Kertajaya XI No.14","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGy0JNPgVVRQy2efLwAbFhCOMHHPuLe2owsm4KAWp1GVcOoPfK-_LMStuI3emNerAXWw3_10hB77z33APEDSDHWI0t_O25ja3fPkomn5BQ1Uv543dx3czpw186Fycfyzgonns8=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat enak buat ngrumpi dekat dengan jalan kertajaya (raya)""","",""
"https://www.google.com/maps/place/Kafe+Tengah+Kota/data=!4m7!3m6!1s0x2dd7fb2c79c6ad1b:0xedb822902c998c83!8m2!3d-7.2677091!4d112.7512059!16s%2Fg%2F11jw_wgwpt!19sChIJG63GeSz71y0Rg4yZLJAiuO0?authuser=0&hl=id&rclk=1","Kafe Tengah Kota","4,2","(13)","·","Rp 25–50 rb","Kafe","·","","PQJ2+WF8, Jl. Sumatera","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMxTGS6x4D778zBAHAV-g10ID4Qazb1HEHIBUNaC5OROcD8SRoM9PFc3H1CwJ-X8HYQxII1nNTdAZrSOFF0rp2frggrsfe4uNMfMe8sK6--oaCHJQ3UDM5hGPg5isfb8lgCXwcow=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suka banget lokasinya pas, looks cozy .""","",""
"https://www.google.com/maps/place/Vier+Cafe/data=!4m7!3m6!1s0x2dd7f9a79178e3e9:0x86e64a79634dbbe6!8m2!3d-7.2598152!4d112.7536852!16s%2Fg%2F11h55ysv1b!19sChIJ6eN4kaf51y0R5rtNY3lK5oY?authuser=0&hl=id&rclk=1","Vier Cafe","4,8","(56)","·","Rp 1–25.000","Kafe","·","","Jl. Residen Sudirman No.66","","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGRtzCr_xIhPuy8lnahndnydJKftRwFm-RL8pcbqGfa_FbUGRYm9ojk50VqxeOXOb8kaw6zKGWW0--7-4UCGWjDb_2ydbU5eVrS9C7G0YptMill_v8e0OOwIqSGHA7QqE4a8hi9-Q=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya nyaman banget, apalagi saya pas kesitu tadi sepi.""","",""
"https://www.google.com/maps/place/Fifteenth+Cafe+by+Mark+Design/data=!4m7!3m6!1s0x2dd7fb058f8b2b57:0xa650e8fa56becfa7!8m2!3d-7.2781271!4d112.7466016!16s%2Fg%2F11s5qvpzyp!19sChIJVyuLjwX71y0Rp8--VvroUKY?authuser=0&hl=id&rclk=1","Fifteenth Cafe by Mark Design","4,9","(1.387)","·","Rp 25–50 rb","Kafe","·","","Jl. Lombok No.15","","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVxDDwv0wrt_pvsQOIX7C7Oeork3W6iE5uq3JTPqDAv2ef_99Z92vPFMENTKRkiFF30yljVZcYnSR73qMCtUnSdsTuPJbur_UOI_-dWLRudP8aKxLJ9Lx9-XF1EoC49O7EwLxc5A=w83-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""kopi enak, tempat comfy, terjangkau, service juga oke.""","",""
"https://www.google.com/maps/place/Pesonacoffee+karmen/data=!4m7!3m6!1s0x2dd7fb0acfa1f88f:0xd80991975b1423ca!8m2!3d-7.2671949!4d112.7611024!16s%2Fg%2F11j0zr_2_0!19sChIJj_ihzwr71y0RyiMUW5eRCdg?authuser=0&hl=id&rclk=1","Pesonacoffee karmen","5,0","(7)","","","Kafe","·","","Dekat Indomaret - SUB, Jl. Karang Menjangan No.19","","Segera tutup","· 19.00 · Buka Sen pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGynRBMa6Hy7dYtxF3hmUnRNEvacqVoxlYOvsU6SrCFug00ZCvlWkEN9rdl_F5Cu97IDROl5rabylQ-EFvT4jTz53b59C9PtvrW6S1JuWsVoKFpzSJHIKfx1cU44wxJI7hpSW2g=w80-h106-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Warkop+78+%26+TOKO+IVA/data=!4m7!3m6!1s0x2dd7fb81db5ab733:0x1d72da34854e3819!8m2!3d-7.2739833!4d112.7576154!16s%2Fg%2F11t65cfwvx!19sChIJM7da24H71y0RGThOhTTach0?authuser=0&hl=id&rclk=1","Warkop 78 & TOKO IVA","5,0","(13)","","","Kedai Kopi","·","","Srikana Food Walk, Jl. Srikana","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFex_XG4rq2dy9VXxkcgwNwHd9H9txXlMonOXF2vnwM51d5ncb6Ma-_jTRh4Z9Nc9d9w6RZDQdZmMUPuqWCuhgDFYfRu5s6utpcFA1e3X-Iaeb3dHzbSkSTl0CF-b7ZolExkWl9fQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Warkopnya enak nyaman bisa request music asyik pokoknya buat nongkrong""","",""
"https://www.google.com/maps/place/Kedai+G+%28GARASI%29/data=!4m7!3m6!1s0x2dd7fbcda5375975:0x7691a9f00dcb7bc9!8m2!3d-7.2744991!4d112.7574039!16s%2Fg%2F11c606h9tm!19sChIJdVk3pc371y0RyXvLDfCpkXY?authuser=0&hl=id&rclk=1","Kedai G (GARASI)","4,9","(32)","","","Kafe","·","","·","Jl. Gubeng Kertajaya IX Raya No.55","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdGeeQ0UtcfpQ_wA57v42vTlVhs5GIgGpcseRLfFZQQXXIZGJb9MN0h5v3EWkXIgR3ulm6igTDhSQNaUzc3W26gKynR6tMZ7ZEuZa0PvSp2ZgBlhRAHuIhtVyGFEZ5Ki67GKzk=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Kopi+Pancing+Cak+Wid/data=!4m7!3m6!1s0x2dd7fbcc2665e165:0x3ea18ae5cddb89b1!8m2!3d-7.2794868!4d112.7571054!16s%2Fg%2F11clstq_7h!19sChIJZeFlJsz71y0RsYnbzeWKoT4?authuser=0&hl=id&rclk=1","Kedai Kopi Pancing Cak Wid","4,7","(70)","·","$","Kedai Kopi","·","","·","Gubeng B Dalam Jl. Kertajaya No.2","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFJriwO65PzTYkzesC-BckF5al2gWyCbegZS4Ve0eCv3MvL7b0AC1Eft9K_kYJ2Aaw9CNUmIJ6l8aLqEKt0VigwiPA4ZjvLjuZj10B0TP6JPSvQeIgL4Q9YAH7-V4Na3GcbZ_qIeQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bapak Penjualnya lucu dan imut.👍""","",""
"https://www.google.com/maps/place/Cafe+Mbah+Til/data=!4m7!3m6!1s0x2dd7fbd7a833aaff:0x46ac68bdc11e74aa!8m2!3d-7.2688887!4d112.7533285!16s%2Fg%2F11b6dp3m8y!19sChIJ_6ozqNf71y0RqnQewb1orEY?authuser=0&hl=id&rclk=1","Cafe Mbah Til","4,5","(6)","·","$","Kafe","·","","PQJ3+C8W, Jl. Gubeng Klingsingan","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-proxy/ALd4DhFC4CnIu5kriKs5YvtQFrlzBGHKRCgLXbEQDmKCq1NV4x3YB4u1_U7dlAjMTHi8ZnKf8lkQVfPYF3h-7hm2d2Dn02V3SwxvefTZRU7tSNbkg4pYuwEslNSNii9gkTIakKQ-m_1mm-b5wSFGKYfVgWqwrxGpZ5sYDOfsPB7QAZGQOwlpMiNKAeJdqcIAKFLpuMlHM5A=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Calibre+Coffee+Roasters/data=!4m7!3m6!1s0x2dd7f96484aa2e85:0x9a8add2fb2242a50!8m2!3d-7.2612075!4d112.7488144!16s%2Fg%2F11bvvzglbt!19sChIJhS6qhGT51y0RUCoksi_dipo?authuser=0&hl=id&rclk=1","Calibre Coffee Roasters","4,5","(2.147)","·","Rp 25–50 rb","Kedai Kopi","·","","·","Jl. Walikota Mustajab No.67 - 69","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEN5Ldkl25sfgcLkLCN13-y9NZKhP6Qaw3f9R3NdGMW2LHmHCA2I-m4PgAdiX-IZCm4yT4ff7VSpoVrCMu5xARR6wIZxDCm0ylvHuFNA9chhv5TfVoYdLY9CJVgG-t7fWppspcb=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ga sempat coba makanannya tapi Calibre signature lattenya enak pol!""","",""
"https://www.google.com/maps/place/Pesonacoffee+karmen/data=!4m7!3m6!1s0x2dd7fb0acfa1f88f:0xd80991975b1423ca!8m2!3d-7.2671949!4d112.7611024!16s%2Fg%2F11j0zr_2_0!19sChIJj_ihzwr71y0RyiMUW5eRCdg?authuser=0&hl=id&rclk=1","Pesonacoffee karmen","5,0","(7)","","","Kafe","·","","Dekat Indomaret - SUB, Jl. Karang Menjangan No.19","","Segera tutup","· 19.00 · Buka Sen pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGynRBMa6Hy7dYtxF3hmUnRNEvacqVoxlYOvsU6SrCFug00ZCvlWkEN9rdl_F5Cu97IDROl5rabylQ-EFvT4jTz53b59C9PtvrW6S1JuWsVoKFpzSJHIKfx1cU44wxJI7hpSW2g=w80-h106-k-no","","Makan di tempat","Bawa pulang","·"
