"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","M4A5Cf"
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/Toko+Kopi+Karmen/data=!4m7!3m6!1s0x2dd7fb07c8d2e6c9:0x715b6b00f512ba7c!8m2!3d-7.271078!4d112.7603459!16s%2Fg%2F11scjs432x!19sChIJyebSyAf71y0RfLoS9QBrW3E?authuser=0&hl=id&rclk=1","Toko Kopi Karmen","4,8","(225)","·","Rp 1–25.000","Kedai Kopi","·","Jl. Karang Menjangan No.52, RT.001/RW.08","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7lbIgU_Cr515L3eqGjFckWAQsKqQx8eGM0RG1LYs4jF_ynaVYrJs1YAu8puHzX5-TqdAkvpEn74cydFSK2On_FyWbsSVfPXh54_ZYhX1xzGUpdBXK39sBwLNHwCRbFUijfaHm=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""beveragenya enak, pelayanan ramah, harga terjangkau, ambiencenya top💯""","",""
"https://www.google.com/maps/place/Kedai+Samarata/data=!4m7!3m6!1s0x2dd7fb1687795065:0xf09e613ddb04edbd!8m2!3d-7.2757764!4d112.7530242!16s%2Fg%2F11xztfqdqb!19sChIJZVB5hxb71y0Rve0E2z1hnvA?authuser=0&hl=id&rclk=1","Kedai Samarata","4,8","(439)","·","Rp 1–25.000","Kedai Kopi","·","Jl. Gubeng Kertajaya V C No.7A","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFekviY2W_vz9xyay5SEVlzcCacwQZMMfgEKgDbxxbei_eJlIQ1i9F5QnC5CBZPo_-FmS1fv2PAQzfqzRLgzf4I0_Rc945Fzmm1uPSqLQjj88qdzLLJNhioo3dSTkKFgb5Hw-5iBo0yL93j=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","kedai",""
"https://www.google.com/maps/place/Kedai+Ambang/data=!4m7!3m6!1s0x2dd7fb00343003fd:0xc17eef4ac00915e0!8m2!3d-7.2783034!4d112.7614689!16s%2Fg%2F11yxwjl7qw!19sChIJ_QMwNAD71y0R4BUJwErvfsE?authuser=0&hl=id&rclk=1","Kedai Ambang","4,7","(13)","·","Rp 1–25.000","Kedai Kopi","·","Jl. Gubeng Kerta Jaya XIII B No.30 Blok B, RT.003/RW.06","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIm9cI3wEFsl26j_u3ng28o9_ZSKgRzk_jpPhtaV1lOnQlGcZij1-VkOQC6MqVT3BVNinXtxvjjCljMAx1p2-faEb0i3jFjvp2nnX6dpcz1ZhFpCXCtn6zMl9MmityMctSZNRAL_UjQRaZ=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Takoyaki enak, kopi susu ambang best...""","",""
"https://www.google.com/maps/place/Kedai+Sembari/data=!4m7!3m6!1s0x2dd7fb00017050bd:0xb780d10e9194aadc!8m2!3d-7.2744826!4d112.7587782!16s%2Fg%2F11ywrkkh1x!19sChIJvVBwAQD71y0R3KqUkQ7RgLc?authuser=0&hl=id&rclk=1","Kedai Sembari","5,0","(41)","","","Kedai Kopi","·","Jl. Srikana No.140","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFI4gdc7Ntzyu68McQtmp3LJKhCow-csj8bN3I35d6cuOdXEbZ8bpZmiQ7NzlviAQjKZcTnwUd1RTEuqOntQJf7aQsnf3X_hvMV2H3GCby0ulYHjgGH_ZXx7LsQJTcXLfIKNu41ekM1-no=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya enak nyaman, ada musholla dan toilet bersih juga.""","",""
"https://www.google.com/maps/place/Sun+Sun+Kedai+Makan+dan+Kopi/data=!4m7!3m6!1s0x2dd7fb92e51eef37:0x8aa4e41b40be7d7c!8m2!3d-7.2758818!4d112.7599079!16s%2Fg%2F11v5z1sm5b!19sChIJN-8e5ZL71y0RfH2-QBvkpIo?authuser=0&hl=id&rclk=1","Sun Sun Kedai Makan dan Kopi","4,7","(339)","·","Rp 1–25.000","Kedai Kopi","·","Jl. Karang Menur No.22","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMzSXcdJEJcefC0DmTF_sPFtwV9cOeseObDhwzWb-EeDtgU5Gm-HmP92Y51U6XGcsXjIZdDRpm3hKqjF1qN9wwYDjF1cpdNfyJvr9NVaDYR_G5QoRXXXEDCJaghK2ELHeX38Uvr7avK3X0=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""nasi ayam kungpao nya crunchy sekalii & teh tariknya enak bgt!""","",""
"https://www.google.com/maps/place/Keris+%2F+kedai+Legendaris/data=!4m7!3m6!1s0x2dd7fb004a9b2757:0xdf34966629fd91d8!8m2!3d-7.2739877!4d112.7625481!16s%2Fg%2F11xp9gjhbr!19sChIJVyebSgD71y0R2JH9KWaWNN8?authuser=0&hl=id&rclk=1","Keris / kedai Legendaris","4,9","(148)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Jojoran III No.1","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTKNY7DZfiAh-GZefr3tQYITCXjcAYOvPG6vds3birhpwKuywclbshxv4n4SbtIrOBs9F3PM1zVhna9nFUlELWR8sh_015ALejMy-w6SgZ8fRSG17J0giJYmcOwXU8Aj3MiGK8CODg5Hx7=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makananya enak enak, tempatnya luas dan view dari rooftop juara""","",""
"https://www.google.com/maps/place/Sixma+Coffee/data=!4m7!3m6!1s0x2dd7fb0053d49013:0xe46ad4ca31c4795d!8m2!3d-7.2714713!4d112.7550646!16s%2Fg%2F11ymhng18v!19sChIJE5DUUwD71y0RXXnEMcrUauQ?authuser=0&hl=id&rclk=1","Sixma Coffee","5,0","(24)","·","Rp 1–25.000","Kedai Kopi","·","Jl. Dharmawangsa Barat No.47a","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAhQS3VFH2vJ_brt0ju_jHdGfxBZEq-8rlF-0PXwnHDp0PU5-BcH3ll0jDvLMNHIvTiMzrop1L6jQOLNnq02Uld3bZqUBPtLq_YsIfGbS9Y_hB6gubxobph2TiLo8NYnfzkOF3JbzhY18C=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah, enak dan wajib coba all varian menunya""","",""
"https://www.google.com/maps/place/Kedai+Kopi+32/data=!4m7!3m6!1s0x2dd7fbd2481d157d:0x1ccd30a96aa39181!8m2!3d-7.2742503!4d112.7584447!16s%2Fg%2F11fz9x47ms!19sChIJfRUdSNL71y0RgZGjaqkwzRw?authuser=0&hl=id&rclk=1","Kedai Kopi 32","4,7","(361)","·","Rp 1–25.000","Kedai Kopi","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHqayUvcMDmTVXGmZUl6OTPf-JIE4hh3Li43x_NZlRhcMlnf8SEnjw5W1A99UtnvT-YPj_lBazUzbXqx8rq9kxYQbwFEDALliw4DMQw2wVrwaeYdrV97XIHBQclqKszB3-Nm9di=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kalau lapaaar, ada nasgor miegor, mie ayam, pecel, wah banyak pokonya.""","",""
"https://www.google.com/maps/place/Kedai+Kita/data=!4m7!3m6!1s0x2dd7fb1226f18c8f:0x9ab1eae95e554261!8m2!3d-7.2841898!4d112.7588602!16s%2Fg%2F11gj19r3pq!19sChIJj4zxJhL71y0RYUJVXunqsZo?authuser=0&hl=id&rclk=1","Kedai Kita","4,6","(168)","·","$","Kedai Kopi","·","Jl. Pucang Anom No.87","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0cFUgiqJneDqfv4sGWlQo-_GIxf6gHVCUBqNmp8oOAQv9CmPcW1ITbI6n0LIatAkR_VRd_FU9LQ84cCo_0Es-OrJ5o2-SnSudStKw8BKY8xvdYndLSCzyUf6YLyToVPqJdBo=w163-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Srikana/data=!4m7!3m6!1s0x2dd7fbd22927f29d:0x21f9151f9406596a!8m2!3d-7.274258!4d112.757379!16s%2Fg%2F11c3ts1_xz!19sChIJnfInKdL71y0RalkGlB8V-SE?authuser=0&hl=id&rclk=1","Kedai Srikana","4,6","(31)","·","Rp 1–25.000","Restoran","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFp2gmgtTkj7QkgBOhOfXejFFggkO7x7V_zCXcJSNUThXx_gPESr3WA1vatb-oIIFEDIZ1ehR6_xe4uRWyeWCv5ql6qhwRPHVw9WTNqh_zsEHwp9j9J1_R1rAbx1jN35lToGKNW=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Free air mineral dan harga makanan murah-murah.""","",""
"https://www.google.com/maps/place/Kedai+Loteng/data=!4m7!3m6!1s0x2dd7fbd1a1895e55:0xe8da710cc0d48e!8m2!3d-7.2741116!4d112.755352!16s%2Fg%2F11c20bbbyc!19sChIJVV6JodH71y0RjtTADHHa6AA?authuser=0&hl=id&rclk=1","Kedai Loteng","4,6","(319)","·","Rp 1–25.000","Kedai Kopi","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcFpojDIPcGcFR2tQ0iaHKyhsD3w4CmjJFgDRU0YwBM2L1gekHpIjY2fubZyRawCV3NojzevUgIVlYMZcmeG6_SwT7Cn6ykjgvB7tutpIbT2EbuJthzVOFeqVx1AwtVr3KZZeZ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan dan minumannya recommended, harganya affordable banget.""","",""
"https://www.google.com/maps/place/Kedai+Van+Djava/data=!4m7!3m6!1s0x2dd7fbdd6195d04d:0x5529e0295a65e088!8m2!3d-7.2692174!4d112.7617981!16s%2Fg%2F11vhbx8316!19sChIJTdCVYd371y0RiOBlWingKVU?authuser=0&hl=id&rclk=1","Kedai Van Djava","4,9","(24)","·","Rp 1–25.000","Kedai Kopi","·","Jl. Karang Menjangan Gg. 2 No.16","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0tn_lQO88p_F-P1z8UDRysYfIeAeU1-YjYCQ2kRoJWkUWoRsYWVcTmtxYz2PH8sEOjZqSRzi_9HzRxlis7voLcZUDvnA2DdUE0BbzPLKHdTAei2OGDZLcG1KVpCDVhVCHdItD=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu banyak dan enak serta harganya murah banget.""","",""
"https://www.google.com/maps/place/Kedai+Kecil+Hana/data=!4m7!3m6!1s0x2dd7fb542bbbf78b:0x2cc780fcc3386763!8m2!3d-7.27446!4d112.75495!16s%2Fg%2F11nhk35pk9!19sChIJi_e7K1T71y0RY2c4w_yAxyw?authuser=0&hl=id&rclk=1","Kedai Kecil Hana","5,0","(11)","","","Kedai Kopi","·","Jl. Gubeng Kertajaya VII Raya No.49B","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEjzJV4dprjx0wQq0M1zfJkjoGRQnZJK3H6f8hzraScPnoSvz6ZXlOJZCgq5My0S9M1LOVUSjpqXmXiH1ZijNUd-mErKSmtkwyw28oIwLB85hCa5TleWrhsC1rTEq124XPA3K_XJi4Zmm8=w163-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/KEDAI+RUMAH+NENEK/data=!4m7!3m6!1s0x2dd7fbbf562d01e5:0x7928127a3923a8cc!8m2!3d-7.2751164!4d112.7611135!16s%2Fg%2F11xn74myrq!19sChIJ5QEtVr_71y0RzKgjOXoSKHk?authuser=0&hl=id&rclk=1","KEDAI RUMAH NENEK","5,0","(23)","·","Rp 1–25.000","Kafetaria","·","Jl. Karang Menur II No.24","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEP-2XuZtEXOIlSKKATP6hsl43kcyvhpFTPO-WRixGazyZRi8nRgY45LuHmS_x-BqOA8X2rVTWpp6n06h3DyVeSRBtZjCdXIfxdkuiFf-vYen3ikyJcVA2zCTe43BkqERLWnEGesZeCsL8e=w121-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga worth it, makanan dan minuman enak.""","",""
"https://www.google.com/maps/place/Kedai+Kopi+SYANDANA/data=!4m7!3m6!1s0x2dd7fdaa4b7d5c55:0x3b218e7e5c538630!8m2!3d-7.2778338!4d112.7570321!16s%2Fg%2F11vf578kyg!19sChIJVVx9S6r91y0RMIZTXH6OITs?authuser=0&hl=id&rclk=1","Kedai Kopi SYANDANA","4,8","(53)","·","Rp 25–50 rb","Kedai Kopi","·","Depan toko gandung, Jl. Gubeng Kertajaya IX Raya No.12","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFdZ5oqkp5C8VYkrQ08sBNddP4NLey41zZbu_po0MEuk1o5COPOJ2GLKVvJkxUvLiOm93ckXg0ySFlf9-uA85fEMMMCNbpC_gZ0W6L9gyo7Vw4Agt4y5eNkXKTqsgyyx6ajtvTe=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cireng rujaknya enak khususnya sambelnya enak.""","",""
"https://www.google.com/maps/place/Pukul+Satu+Kopi/data=!4m7!3m6!1s0x2dd7fbe0a7893f01:0x821f3404de8a92d5!8m2!3d-7.2767447!4d112.7557838!16s%2Fg%2F11h5p_l04j!19sChIJAT-Jp-D71y0R1ZKK3gQ0H4I?authuser=0&hl=id&rclk=1","Pukul Satu Kopi","4,7","(759)","·","Rp 1–25.000","Kedai Kopi","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGzpCRl6Qalts9p4playal4BcCFlA4RckHwj_9p68gQvQl4dD9mci7Jrgwsqo9ppyz11UvkuV-INWbqG25G8Ta6Na_Ay_MJp53LfpVjPG_AfM84-V3M84m7fG0-o-7gAXD39ktFcw8J5ak=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak kopinya, harga hemat cocok buat anak kuliahan""","",""
"https://www.google.com/maps/place/Kedai+Kopi+Tugas+Negara+-+Dharmawangsa/data=!4m7!3m6!1s0x2dd7fb2d424abc9f:0x2126d4c367f55c98!8m2!3d-7.270223!4d112.756263!16s%2Fg%2F11ldm1mv6g!19sChIJn7xKQi371y0RmFz1Z8PUJiE?authuser=0&hl=id&rclk=1","Kedai Kopi Tugas Negara - Dharmawangsa","4,4","(75)","·","Rp 1–25.000","Kedai Kopi","·","Jl. Dharmawangsa No.36","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEhrinQs7IKJBWFZtnWSwWof7PN6DncFgiT9i4v2Vv4m7G_3rbTq6gW9gR-2cpwbvq1g6Pggxt38egr9m-53vxTTonujrwTpxGOXUCTbe4nYqdDjMioubO64wOMkPWxuobJdQKj=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""semua makanan dan minumannya enak serta affordable (under 20k)!""","",""
"https://www.google.com/maps/place/PAYs+Kedai+Surabaya/data=!4m7!3m6!1s0x2dd7fbea2c918acd:0x69c99666179545a!8m2!3d-7.267071!4d112.7621092!16s%2Fg%2F11fk1k08h_!19sChIJzYqRLOr71y0RWlR5YWaZnAY?authuser=0&hl=id&rclk=1","PAYs Kedai Surabaya","4,9","(17)","","","Toko Makanan","·","Jl. Kedung Tarukan Baru II C No.8, RT.004/RW.06","Tutup","· Buka Sen pukul 15.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEHHbHkEhld2HXTK09VfgT5XmFDxw7LPUWPP9SyMDzqMN7J8h6DOzRPEtxkWG9qF8epQOE3JUtqJiMKY7vnREbeKNSnOVmgzCHebTQU9Ja_seCEKChGcwWiuM4Eh3MV6k3n1f9KJw=w80-h142-k-no","","Pesan antar","",""
"https://www.google.com/maps/place/Kofie+Paste/data=!4m7!3m6!1s0x2dd7fbd0ab116013:0xcc6cd06a6df43df2!8m2!3d-7.2766931!4d112.7570949!16s%2Fg%2F11gj0t36yd!19sChIJE2ARq9D71y0R8j30bWrQbMw?authuser=0&hl=id&rclk=1","Kofie Paste","4,7","(112)","·","$","Kedai Kopi","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9xLhX2ncWOCKqBPlmmbs9xUfSXT9cstLv6AiPGV8oAz8MUSxz5yJhV2e_5z3djxSbZPw9TmepR3VpuS3LnujHgOQK1jyItqQhafDckHLoLAlk-2CQLhZMsT1QukwJQK2sthD-=w80-h106-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+21/data=!4m7!3m6!1s0x2dd7fb1e991b9da1:0xda7c11ac6cc50a8c!8m2!3d-7.2809022!4d112.7514179!16s%2Fg%2F11f9g0w76q!19sChIJoZ0bmR771y0RjArFbKwRfNo?authuser=0&hl=id&rclk=1","Kedai 21","4,5","(35)","","","Kafe","·","Jl. Juwingan No.21, RT.007/RW.11","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3-1fmarWkatXEL_4McwfyiklUb2WV1peyMy3jXQMB6CNKmv4wjNhh_qHCwpD5nqO9gEsek6FGhYje2Be5uYd8EiStvqNysbhm04tkGe3Wq2FmVwyj7Etwh2GSQoIED3zT6n2MpA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya enak buat nongkrong""","",""
"https://www.google.com/maps/place/Kedai+G+%28GARASI%29/data=!4m7!3m6!1s0x2dd7fbcda5375975:0x7691a9f00dcb7bc9!8m2!3d-7.2744991!4d112.7574039!16s%2Fg%2F11c606h9tm!19sChIJdVk3pc371y0RyXvLDfCpkXY?authuser=0&hl=id&rclk=1","Kedai G (GARASI)","4,9","(32)","","","Kafe","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdGeeQ0UtcfpQ_wA57v42vTlVhs5GIgGpcseRLfFZQQXXIZGJb9MN0h5v3EWkXIgR3ulm6igTDhSQNaUzc3W26gKynR6tMZ7ZEuZa0PvSp2ZgBlhRAHuIhtVyGFEZ5Ki67GKzk=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/KEDAI+BANG+DWI/data=!4m7!3m6!1s0x2dd7fb00614895c3:0xf0add552f57d20f3!8m2!3d-7.2761456!4d112.7550519!16s%2Fg%2F11vjrrp0yy!19sChIJw5VIYQD71y0R8yB99VLVrfA?authuser=0&hl=id&rclk=1","KEDAI BANG DWI","4,5","(83)","·","Rp 1–25.000","Nasi","·","Jl. Gubeng Kertajaya VII C No.1","Buka","· Tutup pukul 23.03","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEaf-EYKkF7-QuCWxMD-4Drw9xFbRADF_tprnB9R9aenvcPt9w_-aGgnAuMFdFVOePOYoaJbgr3_mgxKTZ527szTzrrzQhcHxOZU1YYd7Z_JvhrL3AHpiwRg4qzVDOA0_qA7luS=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tadi beli indomie bangladesh dan mie kuewtiau goreng, enak mantap banget.""","",""
"https://www.google.com/maps/place/Warkomindo+DapuRangga/data=!4m7!3m6!1s0x2dd7fb00143fce83:0x4cbd8aae8e0d2d9e!8m2!3d-7.2760589!4d112.7549933!16s%2Fg%2F11ww70393t!19sChIJg84_FAD71y0Rni0Njq6KvUw?authuser=0&hl=id&rclk=1","Warkomindo DapuRangga","5,0","(13)","","","Kedai Kopi","·","Jl. Gubeng Kertajaya VII Raya No.38","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPgYxODegBX4oKQ7MGkITqeOP0R-HTOhQdgW8Vep1fzLKbESx6UCWraFqdZKwT1FgfBxIO7s1ZJkMQLCxo-TKuLEeeigQwG3TTy2bJXLAa-DeUMJUAmhPF1CwjMFjMg1WkQCOma_0yxes=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan beraneka macam dengan harga hemat sesuai kantong anak kost 👍👍""","",""
"https://www.google.com/maps/place/Kedai+Kopi+Pancing+Cak+Wid/data=!4m7!3m6!1s0x2dd7fbcc2665e165:0x3ea18ae5cddb89b1!8m2!3d-7.2794868!4d112.7571054!16s%2Fg%2F11clstq_7h!19sChIJZeFlJsz71y0RsYnbzeWKoT4?authuser=0&hl=id&rclk=1","Kedai Kopi Pancing Cak Wid","4,7","(70)","·","$","Kedai Kopi","·","·","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGgDIPj0U8ci5cJyz-aCwdbG3qMF2t3njNi--pQKcBeVUlataQCxjFx2J-PdoDho5o3UvP4i0Mg8Ji63WjIMYmJj11GXBzZbljsICXgWGaJ1S_I2I2wz5rTfRYyePZ1AS1Xq37L=w80-h173-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bapak Penjualnya lucu dan imut.👍""","",""
"https://www.google.com/maps/place/KEDAI+TERAS+72/data=!4m7!3m6!1s0x2dd7fb2a166fa3d1:0xa3f708b235338921!8m2!3d-7.273986!4d112.7577298!16s%2Fg%2F11jb21g4d_!19sChIJ0aNvFir71y0RIYkzNbII96M?authuser=0&hl=id&rclk=1","KEDAI TERAS 72","5,0","(22)","","","Kedai Kopi","·","Jl. Srikana","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFhITzCW-4LmUlcwJD8hXcsjozGBhsKzFEs3CSZ44Hm8fonXlmrYCu752Y3zJUcxo6ShYzTQDU28carzzW5xfhKEtbgYUFQMA4R1phmPftexc83QZS0-RHHF1bNnb9DHpxx5znblw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Strategis buat warkop dekat kampus b unair""","",""
"https://www.google.com/maps/place/Kedai+Alang/data=!4m7!3m6!1s0x2dd7fbcd38924c0f:0x52565c2dd5a685ab!8m2!3d-7.277294!4d112.761895!16s%2Fg%2F11cjp5yyfw!19sChIJD0ySOM371y0Rq4Wm1S1cVlI?authuser=0&hl=id&rclk=1","Kedai Alang","5,0","(2)","","","Brunch","·","Jl. Raya Menur No.24","Buka","· Tutup pukul 22.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aM34XUJT8RaXRpTtgUqsaA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=253.53123&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kafe+Kerjakan+Tugas/data=!4m7!3m6!1s0x2dd7fbcc2c33da6d:0xfe0e4fcafa1e7feb!8m2!3d-7.2715858!4d112.7616912!16s%2Fg%2F11tnfnht2k!19sChIJbdozLMz71y0R638e-spPDv4?authuser=0&hl=id&rclk=1","Kafe Kerjakan Tugas","5,0","(3)","","","Kedai Kopi","·","No.47MojoKec, Jl. Karang Menjangan VI","Buka 24 jam","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=25-oCUtDwdgsuo5MBsVIbg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=78.34849&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""bagus banget tempatnya nyamn""","",""
"https://www.google.com/maps/place/Kedai+Mie+Laksa+K-Tong/data=!4m7!3m6!1s0x2dd7fbb72302a6d5:0x5b5824185a941af6!8m2!3d-7.2781269!4d112.756676!16s%2Fg%2F11yv9jn5rg!19sChIJ1aYCI7f71y0R9hqUWhgkWFs?authuser=0&hl=id&rclk=1","Kedai Mie Laksa K-Tong","4,9","(107)","·","Rp 50–75 rb","Restoran","·","Jl. Kertajaya No.97A","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYdId_MN1zAb71nyODFIFwExiH9-HfnSJMXNPz0w5uwxFHwX-NCqZU42ejThLdOiDFCMhyyxfxVe3--yWYw2y-xH9bEpsMeb0N88FuegYdqF8DP7bu8qda8m_KuVFeYT0aFe0gJtqoZZ4m=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""laksa cukup enak, kuah creamy, kental, udangnya fresh.""","",""
"https://www.google.com/maps/place/Kedai+Kangen+Ortu/data=!4m7!3m6!1s0x2dd7fb007e875e4d:0x37b48ed27b8d3d4b!8m2!3d-7.2699944!4d112.7623003!16s%2Fg%2F11vpcgdqby!19sChIJTV6HfgD71y0RSz2Ne9KOtDc?authuser=0&hl=id&rclk=1","Kedai Kangen Ortu","4,4","(7)","·","Rp 1–25.000","Kedai Kopi","·","Jl. Karang Menjangan Gg. 2 No.32","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEr4YL4ltBKNJMYsPk66Jifbaqrf9ldU6Zs98WMf2T4JErkCo4v3J7vI3w-DNPw6cuewIG0jQ4wNQOpsrRkPPv1wE5sI5kTnhSqwi9Z1A2acr-jtQXmeARSnPNb05IUDiGtbE93Sw=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Keren banget hidden gem""","",""
"https://www.google.com/maps/place/Kedai+Budget/data=!4m7!3m6!1s0x2dd7fb5fbab49203:0xde9a15fa3908175d!8m2!3d-7.27167!4d112.755111!16s%2Fg%2F11hz6tlg70!19sChIJA5K0ul_71y0RXRcIOfoVmt4?authuser=0&hl=id&rclk=1","Kedai Budget","4,9","(34)","·","Rp 1–25.000","Kafe","·","Jl. Dharmawangsa Barat No.55, RT.014/RW.01","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHn2z-cQbKxqgIPh48xPK6o-Zk0avyMyu_V2bnWsTu94YfkNvyON9bphRo8L4MZ60JnqJ_27zoYTDVIIikl0W0f5gsXNJ35jpPj16zLNnmshHa18z34WnJOujqB2YXWDXcBtWU=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kue nya enak enak,pelayanan ramah,tempat bersih,selalu jadi langgangan""","",""
"https://www.google.com/maps/place/Kedai+9/data=!4m7!3m6!1s0x2dd7fba4587b9111:0x134ad2d01031fed0!8m2!3d-7.2769186!4d112.7688214!16s%2Fg%2F11hdb1r6gg!19sChIJEZF7WKT71y0R0P4xENDSShM?authuser=0&hl=id&rclk=1","Kedai 9","4,8","(5)","","","Restoran","·","Jl. Jojoran IIIC No.59","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAESG-9vCjbtlh2xB9sBs7jp-jF21MlpAFvC6snnkk4PTQ7pxyKHelC6ywEn_ApB931UoeCHy3GXnV9oIcJPdcLqWU0SJoZaCoFxwieKO2nAMpiCxgNQnQMlvArp0SwOYowKG9wf=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
