"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","ah5Ghc 2","W4Efsd 7"
"https://www.google.com/maps/place/Aksen+Digital+Print+Shop/data=!4m7!3m6!1s0x2e68e66a9ca0af77:0x9d77000903a55304!8m2!3d-6.8863991!4d107.5815372!16s%2Fg%2F1pzts4_cb!19sChIJd6-gnGrmaC4RBFOlAwkAd50?authuser=0&hl=id&rclk=1","Aksen Digital Print Shop","4,3","(10)","Toko Percetakan","·","depan kampus Univ. Maranatha, Jl. Prof. drg. Soeria Soemantri No.72 c","·","Buka","","0896-6349-1226","","","Rute","","","","Pesan antar","","· Tutup pukul 22.00"
"https://www.google.com/maps/place/Jaya+Putra+Digital+Copy+Print/data=!4m7!3m6!1s0x2e68e7af564e26b5:0x513444e57c892b59!8m2!3d-6.8917182!4d107.6333519!16s%2Fg%2F11c0xrtf2y!19sChIJtSZOVq_naC4RWSuJfOVENFE?authuser=0&hl=id&rclk=1","Jaya Putra Digital Copy Print","4,3","(6)","Toko Fotokopi","·","·","Jl. Cukang Kawung No.4","Segera tutup","·","0813-2369-9044","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""yang layanin cowok baik, bisa jelasin keunggulan masing² produknya""","","· 21.00 · Buka Sen pukul 07.00"
"https://www.google.com/maps/place/Galeri+Soemardja/data=!4m7!3m6!1s0x2e68e650aab3b18f:0x1cf2d58c2fb67cce!8m2!3d-6.8923539!4d107.6117485!16s%2Fg%2F11h3bgqbfz!19sChIJj7GzqlDmaC4Rzny2L4zV8hw?authuser=0&hl=id&rclk=1","Galeri Soemardja","4,7","(481)","Galeri Seni","·","Institut Teknologi Bandung, Jalan Ganesha No. 10","·","Tutup","","(022) 22534242","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Gallery utk fakultas seni rupa ITB""","","· Buka Sen pukul 09.00"
"https://www.google.com/maps/place/Mas+Print+Digital/data=!4m7!3m6!1s0x2e68e7003ffb5019:0x98324cf5a23fbdea!8m2!3d-6.8916901!4d107.6175241!16s%2Fg%2F11lzw_20t2!19sChIJGVD7PwDnaC4R6r0_ovVMMpg?authuser=0&hl=id&rclk=1","Mas Print Digital","4,6","(10)","Printer Digital","·","no Jl. Dipati Ukur","·","Tutup","","0811-2125-553","","","Rute","","","","","","· Buka Sen pukul 08.30"
"https://www.google.com/maps/place/CERIA+PRINT+%26+FOTOCOPY/data=!4m7!3m6!1s0x2e68e7b89d7e6a4b:0x16d452b81a24f216!8m2!3d-6.8889622!4d107.5942342!16s%2Fg%2F11sgc6mrry!19sChIJS2p-nbjnaC4RFvIkGrhS1BY?authuser=0&hl=id&rclk=1","CERIA PRINT & FOTOCOPY","5,0","(4)","Toko Fotokopi","·","Jl. Sukagalih Gg. Pak Elas IX No.304","·","Buka","","0821-2704-2355","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""mantap... pelayanan nya ramah 🙏🙏🙏""","","· Tutup pukul 22.00"
"https://www.google.com/maps/place/tempat+print/data=!4m7!3m6!1s0x2e68e734ee143beb:0x4e7ab78fea778160!8m2!3d-6.9065506!4d107.5904545!16s%2Fg%2F11rxtd325p!19sChIJ6zsU7jTnaC4RYIF36o-3ek4?authuser=0&hl=id&rclk=1","tempat print","","","Toko Percetakan","·","jl.pajajaran blk 102B no 69, RT.01/RW.07","·","Buka","","0899-9958-888","","","Rute","","","","Pesan antar","","· Tutup Sen pukul 05.00"
"https://www.google.com/maps/place/Fotocopy+dan+Print+Online+24+Jam/data=!4m7!3m6!1s0x2e68e7be93368b69:0x98247533747dec53!8m2!3d-6.888566!4d107.594216!16s%2Fg%2F11jnc_89yb!19sChIJaYs2k77naC4RU-x9dDN1JJg?authuser=0&hl=id&rclk=1","Fotocopy dan Print Online 24 Jam","4,9","(28)","Toko Fotokopi","·","Gg. Pak Elas No.11","·","Buka 24 jam","","0812-9685-3619","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hasil cetak fotonya bagus banget.""","",""
"https://www.google.com/maps/place/Print+51/data=!4m7!3m6!1s0x2e68e7bb0e3a0f0f:0x49805e451ec4f4f9!8m2!3d-6.8815309!4d107.6126317!16s%2Fg%2F11xdsdnyvm!19sChIJDw86DrvnaC4R-fTEHkVegEk?authuser=0&hl=id&rclk=1","Print 51","","","Toko Percetakan","·","Jl. Cisitu Lama Gang II, RT03 RW10 No.51 154 C","·","Tutup","","0853-2001-9633","","","Rute","","","","","","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Lucky+Print+%28cup+gelas+plastik,+paper+cup+sablon%2Fprint+%26+kantong+plastik+Bandung%29/data=!4m7!3m6!1s0x2e68e74e6c6bec89:0x4613c8bf524215aa!8m2!3d-6.8969259!4d107.6174999!16s%2Fg%2F11h2q1t_v8!19sChIJiexrbE7naC4RqhVCUr_IE0Y?authuser=0&hl=id&rclk=1","Lucky Print (cup gelas plastik, paper cup sablon/print & kantong plastik Bandung)","5,0","(1)","Percetakan Komersial","·","Jl. Bagusrangin No.8","","","","0859-6677-00016","","","Rute","","","","","",""
"https://www.google.com/maps/place/Rindu+Digital+Copy%2BPrint+Katamso/data=!4m7!3m6!1s0x2e68e7b75e005089:0x76e77df6c3d24f22!8m2!3d-6.9028796!4d107.6329319!16s%2Fg%2F11c0qgrfnx!19sChIJiVAAXrfnaC4RIk_Sw_Z953Y?authuser=0&hl=id&rclk=1","Rindu Digital Copy+Print Katamso","4,3","(299)","Layanan cetak digital","·","·","Jl. Brigadir Jend. Katamso No.67","Segera tutup","·","0822-4688-0733","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ok rekomended""","","· 21.00 · Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Gapura+Copy+Print/data=!4m7!3m6!1s0x2e68e71e20f2cf6b:0xf5ee85a8f5792a4f!8m2!3d-6.8938813!4d107.5836748!16s%2Fg%2F11ysqp6gb9!19sChIJa8_yIB7naC4RTyp59aiF7vU?authuser=0&hl=id&rclk=1","Gapura Copy Print","5,0","(5)","Toko Percetakan","·","Gg. Sukawarna III No.1, RT.01/RW.01","Buka","· Tutup pukul 22.00","·","0857-9746-3771","http://gapuramanagement10.blogspot.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sudah sering cetak disini hasilnya memuaskan harga bersahabat.""","",""
"https://www.google.com/maps/place/FOTO+COPY_Talang+Indah/data=!4m7!3m6!1s0x2e68e686e107fc73:0xcb6f9890a6794c4a!8m2!3d-6.8853612!4d107.5818325!16s%2Fg%2F11b60jf9_b!19sChIJc_wH4YbmaC4RSkx5ppCYb8s?authuser=0&hl=id&rclk=1","FOTO COPY_Talang Indah","3,8","(4)","Printer Digital","·","Jl. Terusan Babakan Jeruk 1","Segera tutup","· 21.00 · Buka Sen pukul 06.30","·","0812-8455-5855","https://business.google.com/b/105831689812711047285/edit/l/12960055953980133198","","Situs Web","","Rute","","Layanan di tempat","Janji temu online",""
"https://www.google.com/maps/place/Titip+Print+-+Print+Online+Bandung/data=!4m7!3m6!1s0x2e68e7c4c4605563:0x121edbb8c2c04c67!8m2!3d-6.9063766!4d107.6059149!16s%2Fg%2F11fp1sjngt!19sChIJY1VgxMTnaC4RZ0zAwrjbHhI?authuser=0&hl=id&rclk=1","Titip Print - Print Online Bandung","5,0","(44)","Toko Percetakan","·","Gg. Nangkasuni","Tutup","· Buka Sen pukul 09.00","·","0857-2006-9478","https://sites.google.com/view/titipprint","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempat","print",""
"https://www.google.com/maps/place/Asn+Print/data=!4m7!3m6!1s0x2e68e7354105d0d7:0x40910e85b833bbba!8m2!3d-6.8684268!4d107.6310473!16s%2Fg%2F11v9ymk8hp!19sChIJ19AFQTXnaC4RurszuIUOkUA?authuser=0&hl=id&rclk=1","Asn Print","5,0","(7)","Toko Percetakan","·","Jl. Kp. Cirahayu","Segera tutup","· 21.00 · Buka Sen pukul 06.30","·","0896-4971-1171","http://www.adamsifanugraha.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ngeprint di sini pertama kali bagus dan sesuai""","",""
"https://www.google.com/maps/place/Kamicetakin+dtf+%26+sublime+specialist+by+JB+digital+print/data=!4m7!3m6!1s0x2e68e700362b9063:0x86031b59afa20ba6!8m2!3d-6.891873!4d107.597134!16s%2Fg%2F11mct_4tjw!19sChIJY5ArNgDnaC4Rpguir1kbA4Y?authuser=0&hl=id&rclk=1","Kamicetakin dtf & sublime specialist by JB digital print","5,0","(4)","Kantor Perusahaan","·","Jl. Sukajadi No.94","·","Buka 24 jam","","0877-8899-1668","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hasil oke, on time
sudah menjadi langganan, keep the good work guys""","",""
"https://www.google.com/maps/place/Erlinda+Go+Print/data=!4m7!3m6!1s0x2e68e661c8a84709:0x37d7367d29f58269!8m2!3d-6.8886229!4d107.5941651!16s%2Fg%2F11z595b2gc!19sChIJCUeoyGHmaC4RaYL1KX021zc?authuser=0&hl=id&rclk=1","Erlinda Go Print","","","4H6V+HM3, Jl. Sukagalih II","","","","","","","","","Rute","","","","","",""
"https://www.google.com/maps/place/Almadyan+print/data=!4m7!3m6!1s0x2e68e7004b957591:0xb4db0b3aa95be781!8m2!3d-6.8952515!4d107.5973946!16s%2Fg%2F11y066f77g!19sChIJkXWVSwDnaC4RgedbqToL27Q?authuser=0&hl=id&rclk=1","Almadyan print","","","Industri Percetakan","·","Jl. Sukajadi Gg. Marjaban No.04, RT.06","","","","","","","Rute","","","","","",""
"https://www.google.com/maps/place/printing,+penjilidan+dll/data=!4m7!3m6!1s0x2e68e73b32085951:0xcf114c18b184e299!8m2!3d-6.8635113!4d107.5896684!16s%2Fg%2F11tk2yt551!19sChIJUVkIMjvnaC4RmeKEsRhMEc8?authuser=0&hl=id&rclk=1","printing, penjilidan dll","5,0","(1)","Printer Digital","·","Jl. Gegerkalong Girang No.39","·","Segera tutup","","0812-2374-7264","","","Rute","","","","","","· 21.00 · Buka Sen pukul 06.00"
"https://www.google.com/maps/place/Dawg+print/data=!4m7!3m6!1s0x8ff77e46e699f0f5:0x10640956f7b259aa!8m2!3d-6.8817664!4d107.615902!16s%2Fg%2F11lnjmwv1x!19sChIJ9fCZ5kZ-948Rqlmy91YJZBA?authuser=0&hl=id&rclk=1","Dawg print","","","Toko Percetakan","","·","","Tutup","","0821-4349-6015","","","Rute","","","","","","· Buka Sen pukul 07.00"
"https://www.google.com/maps/place/Bandung+Ngeprint+%7C+Print+Online/data=!4m7!3m6!1s0x2e68e7c26051de71:0xde1e97aa2b579d2a!8m2!3d-6.8750351!4d107.6128988!16s%2Fg%2F11xcshk0t6!19sChIJcd5RYMLnaC4RKp1XK6qXHt4?authuser=0&hl=id&rclk=1","Bandung Ngeprint | Print Online","","","Percetakan Komersial","·","Jl. Cisitu Indah Dalam No.5 No.74","Buka 24 jam","","·","0851-5623-0203","https://www.instagram.com/bandung.ngeprint","","Situs Web","","Rute","","Janji temu online","Tidak tersedia layanan di tempat",""
"https://www.google.com/maps/place/MAB+copy+digital+%26+print/data=!4m7!3m6!1s0x2e68e73f67ddf3e1:0xd7e95d6272eb7939!8m2!3d-6.8672293!4d107.5921882!16s%2Fg%2F11vb384csg!19sChIJ4fPdZz_naC4ROXnrcmJd6dc?authuser=0&hl=id&rclk=1","MAB copy digital & print","5,0","(2)","Toko Alat Tulis Kantor","·","Gg. H. Ridho No.56","","Buka","","","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat strategis, harga murah, pegawai ramah, recommended banget deh""","","· Tutup pukul 22.00"
"https://www.google.com/maps/place/Uhew+Setting+%28+Print+kalkir+%26+setting+gambar+%29/data=!4m7!3m6!1s0x2e68e7ddd3363d23:0x4a22d4ec7eac23b0!8m2!3d-6.899534!4d107.6237283!16s%2Fg%2F11j3sq1k32!19sChIJIz02093naC4RsCOsfuzUIko?authuser=0&hl=id&rclk=1","Uhew Setting ( Print kalkir & setting gambar )","5,0","(13)","Perancang Grafis","·","1, Jl. Melania No.1","·","Tutup","","0878-3992-5580","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus..respon cepat...gak nyesel setting disini...terimakasih""","","· Buka Sen pukul 10.00"
"https://www.google.com/maps/place/Print+Nusantara/data=!4m7!3m6!1s0x2e68e7900b416e37:0x22644db009da2aac!8m2!3d-6.896964!4d107.6332601!16s%2Fg%2F11td28n7ql!19sChIJN25BC5DnaC4RrCraCbBNZCI?authuser=0&hl=id&rclk=1","Print Nusantara","","","Layanan cetak digital","·","Jl. Batik Kumeli No.32","·","Buka 24 jam","","0812-2153-3927","","","Rute","","","","","",""
"https://www.google.com/maps/place/bandung+digital+print+online/data=!4m7!3m6!1s0x2e68e7ea06eba5f9:0x49a02fb78c199c27!8m2!3d-6.8870852!4d107.6185496!16s%2Fg%2F11t7485zsj!19sChIJ-aXrBurnaC4RJ5wZjLcvoEk?authuser=0&hl=id&rclk=1","bandung digital print online","","","Layanan cetak digital","·","Jl. Sekeloa Utara No.76","·","Tutup","","0811-2487-878","","","Rute","","","","","","· Buka Sen pukul 09.00"
"https://www.google.com/maps/place/NUANSA+PRINT+LABEL/data=!4m7!3m6!1s0x2e68e7cd328a6d8f:0xcc4b22e95653b588!8m2!3d-6.9231776!4d107.5955991!16s%2Fg%2F11c76t1_nc!19sChIJj22KMs3naC4RiLVTVukiS8w?authuser=0&hl=id&rclk=1","NUANSA PRINT LABEL","","","Kantor Perusahaan","·","Jalan Pagarsih, Jl. K. Natawijaya Blok k1 No.34 lt dasar","Buka 24 jam","","·","0898-9218-064","https://linktr.ee/nuansagroup","","Situs Web","","Rute","","","",""
"https://www.google.com/maps/place/RH+Print/data=!4m7!3m6!1s0x2e68e7184a9e2ceb:0xec77d10038a55738!8m2!3d-6.9197526!4d107.628854!16s%2Fg%2F11gkr_nhwv!19sChIJ6yyeShjnaC4ROFelOADRd-w?authuser=0&hl=id&rclk=1","RH Print","5,0","(6)","Kantor Perusahaan","·","Gg. Cinta Asih Selatan No.11/122","","Segera tutup","","","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pokona Juara
Mantap""","","· 21.00 · Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Alifia+Photo+Copy+%26+Print/data=!4m7!3m6!1s0x2e68e7a30c52f23d:0xc8788a78d2f8951c!8m2!3d-6.8940341!4d107.6409252!16s%2Fg%2F11b637mbjm!19sChIJPfJSDKPnaC4RHJX40niKeMg?authuser=0&hl=id&rclk=1","Alifia Photo Copy & Print","3,1","(15)","Toko Fotokopi","·","4J4R+99M, Jl. Cikutra","·","Buka","","0813-2037-7478","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus,","print","· Tutup pukul 22.00"
"https://www.google.com/maps/place/Print+Sublim+Digital/data=!4m7!3m6!1s0x2e68e72d5c0cce67:0x695157619485d81e!8m2!3d-6.559271!4d107.2081226!16s%2Fg%2F11r91k5p9y!19sChIJZ84MXC3naC4RHtiFlGFXUWk?authuser=0&hl=id&rclk=1","Print Sublim Digital","5,0","(84)","Layanan cetak digital","","·","","Tutup","","0811-210-179","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hasil memuaskan, warna sesuai yg di inginkan""","","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Percetakan+Yasin+1+hari+Beres/data=!4m7!3m6!1s0x2e68e6f4b59d9821:0x4068589b53cdf048!8m2!3d-6.8893676!4d107.5929913!16s%2Fg%2F11bwzy_ysk!19sChIJIZidtfTmaC4RSPDNU5tYaEA?authuser=0&hl=id&rclk=1","Percetakan Yasin 1 hari Beres","5,0","(4)","Percetakan Komersial","·","Jalan Sukagalih Gg. Gojali 10 RT 04 RW 05 No 19","Buka 24 jam","","·","0821-1798-2424","https://www.kimcipedes.com/2024/04/yasin-murah-dan-pekerjaan-cepat-di-azqa-printing.html","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""rekom cetak buku yasin, hasil bagus, pengerjaan cepat, 1 hari beres""","",""
"https://www.google.com/maps/place/rizqy+photocopy.terima+semua+macam+jilid.bisa+antar+jemput/data=!4m7!3m6!1s0x2e68e70f71d265ef:0x85ce05aeac097620!8m2!3d-6.8869174!4d107.5837047!16s%2Fg%2F11v07cb1cv!19sChIJ72XScQ_naC4RIHYJrK4FzoU?authuser=0&hl=id&rclk=1","rizqy photocopy.terima semua macam jilid.bisa antar jemput","4,3","(6)","Pemasok peralatan percetakan","·","Jl. Babakan Jeruk 1 No.77-162","·","Tutup","","0818-0207-1414","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap ka pelayanannya""","","· Buka Sen pukul 07.00"
"https://www.google.com/maps/place/Sinergy+print+service/data=!4m7!3m6!1s0x2e68e7883873b5bb:0x9a77a75cf81c0efb!8m2!3d-6.8780748!4d107.5905652!16s%2Fg%2F11vkhl77b9!19sChIJu7VzOIjnaC4R-w4c-Fynd5o?authuser=0&hl=id&rclk=1","Sinergy print service","5,0","(8)","Jasa Reparasi Printer","·","Jl. Cipedes Tengah","·","Tutup","","0858-8464-7858","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pengerjaan cepat, pelayanan ramah""","","· Buka Sen pukul 09.00"
"https://www.google.com/maps/place/Gapura+Sadaya+Print/data=!4m7!3m6!1s0x2e68e67b6c614a31:0xd4ab997cc94f39c2!8m2!3d-6.893801!4d107.5839367!16s%2Fg%2F11c1s1ptm8!19sChIJMUphbHvmaC4RwjlPyXyZq9Q?authuser=0&hl=id&rclk=1","Gapura Sadaya Print","5,0","(3)","Toko Percetakan","·","Pujasera Belakang, BTC Fashion Mall, Jl. Sukawarna No.10","Buka","· Tutup pukul 22.00","·","0857-9746-3771","http://gapuramanagement10.blogspot.co.id/","","Situs Web","","Rute","","Pesan antar","",""
"https://www.google.com/maps/place/Cadas+Print/data=!4m7!3m6!1s0x2e68e592f2b3ab3f:0xfb93e74ed9dd10d2!8m2!3d-6.9138204!4d107.5623231!16s%2Fg%2F11j9brwy8z!19sChIJP6uz8pLlaC4R0hDd2U7nk_s?authuser=0&hl=id&rclk=1","Cadas Print","4,8","(29)","Layanan cetak digital","·","Jl. Kebon Kopi","·","Buka 24 jam","","0813-2133-9100","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Jasa","print",""
"https://www.google.com/maps/place/Print+DTF+Tiluwarna/data=!4m7!3m6!1s0x2e68e7003c76618d:0x2c7bfcc0646d0654!8m2!3d-6.8989789!4d107.6332493!16s%2Fg%2F11w3vq5k7x!19sChIJjWF2PADnaC4RVAZtZMD8eyw?authuser=0&hl=id&rclk=1","Print DTF Tiluwarna","5,0","(2)","Pemasok peralatan percetakan","·","Jl. Surapati No.86","","","","","","","Rute","","","","","",""
"https://www.google.com/maps/place/Kios+padaloma+print+dan+fotocopy/data=!4m7!3m6!1s0x2e68e70053bcb6a1:0x7b6478359500b7b4!8m2!3d-6.9172976!4d107.6074224!16s%2Fg%2F11xg9v1777!19sChIJoba8UwDnaC4RtLcAlTV4ZHs?authuser=0&hl=id&rclk=1","Kios padaloma print dan fotocopy","5,0","(3)","Toko Percetakan","·","Jl. Banceuy No.45","","Segera tutup","","","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Buka nya setiap pelayanan ramah dan cepet""","","· 21.00 · Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Print+Sublim+Digital/data=!4m7!3m6!1s0x2e68e70040548197:0x143e1e2dd584d5b0!8m2!3d-6.8850644!4d107.6296264!16s%2Fg%2F11vqj6h0mt!19sChIJl4FUQADnaC4RsNWE1S0ePhQ?authuser=0&hl=id&rclk=1","Print Sublim Digital","5,0","(1)","Printer Digital","·","Jl. Cigadung Greenland No.53-50","·","Tutup","","0821-2955-2906","","","Rute","","","","","","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Print+%26+Warnet+Three+R/data=!4m7!3m6!1s0x2e68e7bd701323f3:0xa2fcf7df85698e89!8m2!3d-6.8977719!4d107.6441173!16s%2Fg%2F11b6hxzc0p!19sChIJ8yMTcL3naC4RiY5phd_3_KI?authuser=0&hl=id&rclk=1","Print & Warnet Three R","4,0","(1)","Warnet","·","Jl. Cikutra Jl. Sekejati V No.19","","Buka","","","","","Rute","","","","","","· Tutup pukul 22.00"
"https://www.google.com/maps/place/Print+Tera/data=!4m7!3m6!1s0x2e68e7ff9c242025:0x2d202c9664a11364!8m2!3d-6.9225532!4d107.6201926!16s%2Fg%2F11yczkdcgx!19sChIJJSAknP_naC4RZBOhZJYsIC0?authuser=0&hl=id&rclk=1","Print Tera","5,0","(5)","Percetakan Komersial","·","Jl. Katapang Kaler No.1 Kios 1","·","Tutup","","0821-1734-5002","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat","print","· Buka Sen pukul 08.30"
"https://www.google.com/maps/place/Kurniawan+Print.%28Percetakan+dan+perdagangan+Umum%29/data=!4m7!3m6!1s0x4406cf9e43d0efff:0x86312676feb0995d!8m2!3d-6.8942145!4d107.6283912!16s%2Fg%2F11xl6n7c75!19sChIJ_-_QQ57PBkQRXZmw_nYmMYY?authuser=0&hl=id&rclk=1","Kurniawan Print.(Percetakan dan perdagangan Umum)","5,0","(1)","Industri Percetakan","·","Jl. Gagak Gg. Pasir Huni 1 No.143","·","Tutup","","0857-7898-9207","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomendasi cetak plakat disini, pekerjaan cepat, rapih, owner ramah lagi""","","· Buka Sen pukul 09.00"
"https://www.google.com/maps/place/Warung+Copy+Photo+%26+Print/data=!4m7!3m6!1s0x2e68e69658017311:0x6e5cc2e5e99f7276!8m2!3d-6.8697658!4d107.5897337!16s%2Fg%2F11w1hjmsz0!19sChIJEXMBWJbmaC4RdnKf6eXCXG4?authuser=0&hl=id&rclk=1","Warung Copy Photo & Print","4,0","(4)","Jl. Gegerkalong Hilir No.66","","","","","","","","","Rute","","","","","",""
"https://www.google.com/maps/place/Banteng+Print/data=!4m7!3m6!1s0x2e68e9a3ef88dd45:0xbe282579da5d2832!8m2!3d-6.93151!4d107.618045!16s%2Fg%2F11hdq8mqxm!19sChIJRd2I76PpaC4RMihd2nklKL4?authuser=0&hl=id&rclk=1","Banteng Print","4,6","(1.754)","Percetakan Komersial","·","Jl. Buah Batu No.31","Tutup","· Buka Sen pukul 08.00","·","(022) 87327606","http://www.bantengprint.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sering nge","print",""
"https://www.google.com/maps/place/Dunia+Print/data=!4m7!3m6!1s0x2e68e6279b7551ef:0xb55cded4dba2662e!8m2!3d-6.9276225!4d107.6071505!16s%2Fg%2F11bbw_67q_!19sChIJ71F1myfmaC4RLmai29TeXLU?authuser=0&hl=id&rclk=1","Dunia Print","4,4","(156)","Percetakan Komersial","·","Jl. Pungkur No.44-46","Tutup","· Buka Sen pukul 08.00","·","0896-6803-1038","http://www.dunia-print.com/","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ngeprint n design di sini bagus lho...""","",""
"https://www.google.com/maps/place/Print+Sublim+Bandung/data=!4m7!3m6!1s0x2e68e7ae35efc155:0x89903777d1c32b66!8m2!3d-6.8949827!4d107.6299455!16s%2Fg%2F1pzyj2ls3!19sChIJVcHvNa7naC4RZivD0Xc3kIk?authuser=0&hl=id&rclk=1","Print Sublim Bandung","4,3","(47)","Layanan cetak digital","·","·","Jl. Manteron No.41","Tutup","·","0821-1522-2755","","","Rute","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cetak dtf yang bagus dan rapi, kualitas premium.""","","· Buka Sen pukul 09.00"
"https://www.google.com/maps/place/Print+nida/data=!4m7!3m6!1s0x2e68e70054499af9:0x511afeeb9279b5!8m2!3d-6.8716794!4d107.6136378!16s%2Fg%2F11x7spf82t!19sChIJ-ZpJVADnaC4RtXmS6_4aUQA?authuser=0&hl=id&rclk=1","Print nida","5,0","(1)","Printer Digital","·","4JH7+8FC, Jl. Cisitu Indah VI Jl. Kp. Padi","·","Tutup","","0851-8278-8789","","","Rute","","","","","","· Buka Sen pukul 08.00"
"https://www.google.com/maps/place/Stiker+print+n+cut/data=!4m7!3m6!1s0x2e68e7ba6cd68425:0x5d4b6864cca601ea!8m2!3d-6.9262212!4d107.6104594!16s%2Fg%2F11w96x684p!19sChIJJYTWbLrnaC4R6gGmzGRoS10?authuser=0&hl=id&rclk=1","Stiker print n cut","5,0","(2)","Pabrik stiker","·","Jl. Sasak Gantung No.50","·","Buka","","0896-4631-1037","","","Rute","","","","","","· Tutup pukul 22.30"
"https://www.google.com/maps/place/Vector+Print+On+Demand/data=!4m7!3m6!1s0x2e68e8827c627d45:0xeb73159ef48e4a14!8m2!3d-6.9286085!4d107.6129437!16s%2Fg%2F11cn93kvqs!19sChIJRX1ifILoaC4RFEqO9J4Vc-s?authuser=0&hl=id&rclk=1","Vector Print On Demand","4,8","(942)","Percetakan Komersial","·","Jl. Lengkong Besar No.64H","Tutup","· Buka Sen pukul 08.00","·","0811-2342-051","https://taplink.cc/vectorprint","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cepat respon, kualitas","print",""
"https://www.google.com/maps/place/Fast+Print+Bandung+-+Ruko+Segitiga+Mas+Blok+B15/data=!4m7!3m6!1s0x2e68e7c7c9e0ff17:0xa86350c33b7f8ec!8m2!3d-6.917267!4d107.6267174!16s%2Fg%2F11h4ldjk58!19sChIJF__gycfnaC4R7Pi3Mww1hgo?authuser=0&hl=id&rclk=1","Fast Print Bandung - Ruko Segitiga Mas Blok B15","4,9","(634)","Pemasok peralatan percetakan","·","Ruko Segitiga Emas, Jl. A. Yani No.221-223 Blok B15","Tutup","· Buka Sen pukul 09.00","·","0813-5856-8586","http://fastprint.id/TanyaFastPrint","","Situs Web","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""".... Htrnhn Fast","Print",""
"https://www.google.com/maps/place/Fotokopi+Print+ATK+Taruna+Bakti/data=!4m7!3m6!1s0x2e68e7533ca637b9:0x8121f6f262b85233!8m2!3d-6.906298!4d107.6182148!16s%2Fg%2F11j4gytzjw!19sChIJuTemPFPnaC4RM1K4YvL2IYE?authuser=0&hl=id&rclk=1","Fotokopi Print ATK Taruna Bakti","","","Layanan cetak digital","·","Jl. L. L. R.E. Martadinata No.52","·","Tutup","","0821-2128-0721","","","Rute","","","","","","· Buka Sen pukul 06.30"
"https://www.google.com/maps/place/3EXTREME+PRINT+DTF/data=!4m7!3m6!1s0x2e68e70004857e19:0x218a9d8e0dfc6512!8m2!3d-6.8853413!4d107.5964729!16s%2Fg%2F11y339q4zr!19sChIJGX6FBADnaC4REmX8DY6diiE?authuser=0&hl=id&rclk=1","3EXTREME PRINT DTF","","","Toko Pakaian","·","a rt07/rw12, Jl. Sukajadi No.mor 559/182","","","","","","","Rute","","","","","",""
