"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","lcr4fd href","Cw1rxd 2","R8c4Qb 2","doJOZc","W4Efsd 7"
"https://www.google.com/maps/place/JPKM+Surya+Sumirat+-+Borromeus+Healthcare/data=!4m7!3m6!1s0x2e68e65140fb32ff:0x30bd9e1cd04ebce4!8m2!3d-6.894053!4d107.6127542!16s%2Fg%2F11dybb28c2!19sChIJ_zL7QFHmaC4R5LxO0ByevTA?authuser=0&hl=id&rclk=1","JPKM Surya Sumirat - Borromeus Healthcare","4,9","(65)","Dinas Kesehatan","·","·","Tutup","·","· Buka Sen pukul 07.00","0851-0156-5111","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Stafnya komunikatif dan sigap membantu dari awal hingga akhir proses.""","http://jpkmsuryasumirat.com/","","Rute","","Jl. Ir. H. Juanda No.101, RW.02"
"https://www.google.com/maps/place/APOTEK+URWAH+AL+BARIQI/data=!4m7!3m6!1s0x2e68e6ffc6ad6a0b:0x5f88667ea578550c!8m2!3d-6.8849349!4d107.6203833!16s%2Fg%2F11y436b3lr!19sChIJC2qtxv_maC4RDFV4pX5miF8?authuser=0&hl=id&rclk=1","APOTEK URWAH AL BARIQI","3,7","(3)","Apotek","·","Jl. Tubagus Ismail No.47B","","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanan baik dan ketersediaan obatnya mantap""","","","","",""
"https://www.google.com/maps/place/Apotek+Mitra+Jaya/data=!4m7!3m6!1s0x2e68e76d8ec12313:0xd933d48d5e64268a!8m2!3d-6.8962472!4d107.6311878!16s%2Fg%2F11vkcnd52j!19sChIJEyPBjm3naC4RiiZkXo3UM9k?authuser=0&hl=id&rclk=1","Apotek Mitra Jaya","4,8","(66)","Apotek","·","Jl. Rereng Wulung No.25","Buka","· Tutup pukul 21.00","·","0878-4000-4344","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap obatnya recommended banget nih yang mau cari obat daerah bandung""","","","","",""
"https://www.google.com/maps/place/APOTEK+ANUGRAH+SEHAT/data=!4m7!3m6!1s0x2e68e7aa9a213335:0x6c778908ff2cd35a!8m2!3d-6.8870628!4d107.6233972!16s%2Fg%2F11t9p9y025!19sChIJNTMhmqrnaC4RWtMs_wiJd2w?authuser=0&hl=id&rclk=1","APOTEK ANUGRAH SEHAT","3,6","(16)","Apotek","","·","Buka sekarang","","","0895-3002-8357","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tolong Cantumkan No WhatsApp","","","","",""
"https://www.google.com/maps/place/Rumah+Sakit+Santo+Borromeus/data=!4m7!3m6!1s0x2e68e6510e3bc953:0x599b1151a3946943!8m2!3d-6.8939955!4d107.6136797!16s%2Fg%2F1hc0gvg9d!19sChIJU8k7DlHmaC4RQ2mUo1ERm1k?authuser=0&hl=id&rclk=1","Rumah Sakit Santo Borromeus","4,5","(4.812)","Rumah Sakit Swasta","·","·","Buka 24 jam","·","","(022) 2552000","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Meskipun pakai layanan BPJS, pelayanan di sini tetap OKE dan the best.""","http://www.rsborromeus.com/","","Rute","","Jl. Ir. H. Juanda No.100"
"https://www.google.com/maps/place/Apotek+Cigadung/data=!4m7!3m6!1s0x2e68e7bd259a91c3:0x5031593c4cafe555!8m2!3d-6.88916!4d107.630192!16s%2Fg%2F11tshhjvc4!19sChIJw5GaJb3naC4RVeWvTDxZMVA?authuser=0&hl=id&rclk=1","Apotek Cigadung","4,7","(85)","Apotek","·","Jl. Cigadung Raya Timur No.24","Buka","·","· Tutup pukul 22.00","0851-7329-4232","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""lengkap, fast response, ada layanan delivery juga jadi sangat membantu""","https://wa.me/6285173294232","","Rute","",""
"https://www.google.com/maps/place/Apotek+Bhakti+Farma/data=!4m7!3m6!1s0x2e68e6674c427ed3:0x332df46f348d3e41!8m2!3d-6.8928807!4d107.5967402!16s%2Fg%2F11b60fs1sx!19sChIJ035CTGfmaC4RQT6NNG_0LTM?authuser=0&hl=id&rclk=1","Apotek Bhakti Farma","3,9","(12)","Apotek","·","Jl. Sukagalih No.4","Segera tutup","· 19.30 · Buka Sen pukul 08.00","·","(022) 2035975","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pegawai nya salah harga atau emng mahal ya?""","","","","",""
"https://www.google.com/maps/place/Apotek+Arsaya/data=!4m7!3m6!1s0x2e68e7b8bf0cfb33:0x8d0b16de0f74ccc3!8m2!3d-6.878456!4d107.6035674!16s%2Fg%2F11t46gmcxz!19sChIJM_sMv7jnaC4Rw8x0D94WC40?authuser=0&hl=id&rclk=1","Apotek Arsaya","","","Apotek","·","·","Segera tutup","·","· 19.00 · Buka Sen pukul 09.00","0813-3885-4439","","Situs Web","","Belanja di toko","https://klinikarsaya.com/apotek","","Rute","","Jl. Ciumbuleuit No.109"
"https://www.google.com/maps/place/ADC+Aesthetic+Derma+Centre+-+Klinik+Kecantikan,+Gizi+%26+Intima+Bandung/data=!4m7!3m6!1s0x2e68e7db837c9a05:0x9e215b8e8141e56d!8m2!3d-6.8964077!4d107.6129985!16s%2Fg%2F11tfyq9vl3!19sChIJBZp8g9vnaC4RbeVBgY5bIZ4?authuser=0&hl=id&rclk=1","ADC Aesthetic Derma Centre - Klinik Kecantikan, Gizi & Intima Bandung","4,9","(360)","Klinik Perawatan Kulit","·","Jl. Ir. H. Juanda No.88","Tutup","·","· Buka Sen pukul 09.00","0811-2237-288","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very comfortable place for treatment dengan dokter yang berpengalaman.""","http://www.aestheticdermacentre.com/","","Rute","",""
"https://www.google.com/maps/place/Apotek+Nura+MlPROS+Bandung/data=!4m7!3m6!1s0x2e68e75c6a70d56f:0xbd95904324cb5f63!8m2!3d-6.9073377!4d107.5964249!16s%2Fg%2F11z1lkhg44!19sChIJb9VwalznaC4RY1_LJEOQlb0?authuser=0&hl=id&rclk=1","Apotek Nura MlPROS Bandung","","","Apotek","·","Jl. Tj. Anom No.3","Buka 24 jam","","·","0853-8192-5120","","Rute","","","","","","",""
"https://www.google.com/maps/place/Klinik+dan+Apotek+TelkoMedika+Sentot+Bandung/data=!4m7!3m6!1s0x2e68e7d1c15ec231:0x766cbad312fd1ff0!8m2!3d-6.8998979!4d107.6197908!16s%2Fg%2F11h3n57gg0!19sChIJMcJewdHnaC4R8B_9EtO6bHY?authuser=0&hl=id&rclk=1","Klinik dan Apotek TelkoMedika Sentot Bandung","4,5","(104)","Klinik Medis","·","·","Tutup","·","· Buka Sen pukul 07.00","0811-1150-0115","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan nya ramah, bisa menerima asuransi lain dan umum juga""","https://www.telkomedika.co.id/","","Rute","","Jl. Sentot Alibasyah No.2"
"https://www.google.com/maps/place/Apotek+Bunda+Bidara/data=!4m7!3m6!1s0x2e68e748ac64f6bf:0x5ff79e5eb81ba554!8m2!3d-6.8954482!4d107.6199472!16s%2Fg%2F11s5ysfy53!19sChIJv_ZkrEjnaC4RVKUbuF6e918?authuser=0&hl=id&rclk=1","Apotek Bunda Bidara","3,8","(23)","Apotek","·","Jl. Titiran No.24","Tutup","· Buka Sen pukul 09.00","·","0812-2203-6032","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan Dokternya OK banget.,
Pelayanan Prima Apotekernya OK banget 🖐🏻⭐""","","","","",""
"https://www.google.com/maps/place/Apotek+Abdi+Farma/data=!4m7!3m6!1s0x2e68e6406d1a498d:0x786ef2fed1847617!8m2!3d-6.9076992!4d107.5998433!16s%2Fg%2F11b69vd79k!19sChIJjUkabUDmaC4RF3aE0f7ybng?authuser=0&hl=id&rclk=1","Apotek Abdi Farma","","","Apotek","·","3HRX+WWG, Jl. Pajajaran","Buka","· Tutup pukul 20.00","","","","Rute","","","","","","",""
"https://www.google.com/maps/place/Apotek+Mara+Farma/data=!4m7!3m6!1s0x2e68e70fbff4d785:0xc15acb2ea18979f5!8m2!3d-6.8841112!4d107.5984892!16s%2Fg%2F11v3mh4jsf!19sChIJhdf0vw_naC4R9XmJoS7LWsE?authuser=0&hl=id&rclk=1","Apotek Mara Farma","5,0","(26)","Apotek","·","Jl. Cemara No.57","Tutup","· Buka Sen pukul 08.00","·","0822-1892-9157","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanannya bagus, komplit juga, harga nya juga terjangkau""","","","","",""
"https://www.google.com/maps/place/Apotek+Sahaja/data=!4m7!3m6!1s0x2e68e75ead81b329:0xd1be064b4ad9a9b7!8m2!3d-6.8924296!4d107.5933612!16s%2Fg%2F11tt9b73t2!19sChIJKbOBrV7naC4Rt6nZSksGvtE?authuser=0&hl=id&rclk=1","Apotek Sahaja","5,0","(3)","Apotek","·","Jl. Sukagalih No.48","Buka","· Tutup pukul 21.00","·","0821-2714-9848","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Koleksi obatnya lengkap harga nya murah pelayanan nya cepat Hebat""","","","","",""
"https://www.google.com/maps/place/Apotek+Trunojoyo/data=!4m7!3m6!1s0x2e68e74b701279c3:0xd80bdb459d4639f8!8m2!3d-6.9031896!4d107.6132787!16s%2Fg%2F11vz921dlg!19sChIJw3kScEvnaC4R-DlGnUXbC9g?authuser=0&hl=id&rclk=1","Apotek Trunojoyo","5,0","(24)","Apotek","·","Jl. Trunojoyo No.21","Tutup","· Buka Sen pukul 09.00","·","0896-7973-2121","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanannya baik, harga terjangkau, semoga sukses bisnisnya 👍🏻""","","","","",""
"https://www.google.com/maps/place/Apotek+Adora/data=!4m7!3m6!1s0x2e68e7aa0fe12ecd:0x14a240d2a5b6542f!8m2!3d-6.8869859!4d107.6265563!16s%2Fg%2F11bbw_kvg4!19sChIJzS7hD6rnaC4RL1S2pdJAohQ?authuser=0&hl=id&rclk=1","Apotek Adora","4,7","(71)","Apotek","·","Jl. Cigadung Selatan No.1A","Buka","·","· Tutup pukul 20.00","0813-9459-7073","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""obat terhitung lengkap, pelayanan satset, dan whatsapp-nya responsif 👍🏼""","https://adoraeducare.my.canva.site/","","Rute","",""
"https://www.google.com/maps/place/Klinik+Kecantikan+Bandung+Skin+Centre/data=!4m7!3m6!1s0x2e68e6512ff89c45:0x5902ed38a1e074cd!8m2!3d-6.8892593!4d107.6132596!16s%2Fg%2F11g68yxj6w!19sChIJRZz4L1HmaC4RzXTgoTjtAlk?authuser=0&hl=id&rclk=1","Klinik Kecantikan Bandung Skin Centre","4,9","(502)","Klinik Perawatan Kulit","·","Jl. Ir. H. Juanda No.147","Tutup","·","· Buka Sen pukul 09.00","0811-2252-288","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great ambience, nice place, dokter dan staff nya ramah dan informatif.""","https://www.bandungskincentre.com/","","Rute","",""
"https://www.google.com/maps/place/Apotik+Gampil/data=!4m7!3m6!1s0x2e68e727570bc5cb:0x39f3fbfc9b6edec5!8m2!3d-6.889027!4d107.6256707!16s%2Fg%2F11l2wzx57w!19sChIJy8ULVyfnaC4Rxd5um_z78zk?authuser=0&hl=id&rclk=1","Apotik Gampil","5,0","(2)","Apotek","·","Jl. Sadang Tengah IV No.3","Segera tutup","· 19.00 · Buka Sen pukul 14.00","·","0822-6138-5228","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terima kasih""","","","","",""
"https://www.google.com/maps/place/Apotek+Heka+Bandung/data=!4m7!3m6!1s0x2e68e7ec2fe4b4b1:0x17ce839a9bd07f20!8m2!3d-6.8981064!4d107.636967!16s%2Fg%2F11kbwf_57t!19sChIJsbTkL-znaC4RIH_Qm5qDzhc?authuser=0&hl=id&rclk=1","Apotek Heka Bandung","4,8","(116)","Apotek","·","·","Buka","·","· Tutup pukul 20.00","0877-8418-3134","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah,bisa bersaing lah dengan","https://shopee.co.id/apotekheka.bandung","","Rute","","Jl. Khp Hasan Mustopa No.27"
"https://www.google.com/maps/place/Apotek+Hey+Farma/data=!4m7!3m6!1s0x2e68e76aabf1d881:0x2286625ec4881de5!8m2!3d-6.8916736!4d107.6304847!16s%2Fg%2F11tmwyjkl0!19sChIJgdjxq2rnaC4R5R2IxF5ihiI?authuser=0&hl=id&rclk=1","Apotek Hey Farma","4,0","(74)","Apotek","·","Jl. Cikondang No.5, RT.03/RW.20","Buka","·","· Tutup pukul 21.00","0821-2034-3537","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apoteknya bersih, rapi, harga terjangkau dan srategis 👍""","http://www.hey-farma.com/","","Rute","",""
"https://www.google.com/maps/place/Apotek+Cihampelas/data=!4m7!3m6!1s0x2e68e646adf03fe1:0x8f342e3e94d39de1!8m2!3d-6.903323!4d107.6040334!16s%2Fg%2F1hm36_x37!19sChIJ4T_wrUbmaC4R4Z3TlD4uNI8?authuser=0&hl=id&rclk=1","Apotek Cihampelas","4,3","(122)","Apotek","·","·","Tutup","· Buka Sen pukul 08.30","Jl. Cihampelas No.41 A","(022) 4239976","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tolong diperbaiki lagi ya pelayanan nya, dan kalau bisa siapin kembalian.""","","","","","·"
"https://www.google.com/maps/place/Ganda+Mekar+Apotek/data=!4m7!3m6!1s0x2e68e660401ae661:0xfa8921b6d632f82f!8m2!3d-6.8929311!4d107.5962417!16s%2Fg%2F1v40289r!19sChIJYeYaQGDmaC4RL_gy1rYhifo?authuser=0&hl=id&rclk=1","Ganda Mekar Apotek","3,5","(2)","Apotek","·","Jl. Pasir Kaliki No.223","","","","(022) 2031736","","Rute","","Pesan antar","","","","",""
"https://www.google.com/maps/place/Apotek+K24+Gegerkalong/data=!4m7!3m6!1s0x2e68e696f57f7261:0xed7b2187de05aee6!8m2!3d-6.8697988!4d107.5900681!16s%2Fg%2F1ptxlm_z4!19sChIJYXJ_9ZbmaC4R5q4F3oche-0?authuser=0&hl=id&rclk=1","Apotek K24 Gegerkalong","4,4","(292)","Apotek","·","·","Buka 24 jam","·","","0811-2472-424","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya oke, stafnya membantu saya memilih obat sesuai resep.""","https://www.apotek-k24.com/location/detail/222/K-24-GEGERKALONG-","","Rute","","Jl. Gegerkalong Hilir No.58, RT.5/RW.04"
"https://www.google.com/maps/place/Apotek+Kimia+Farma+10+Braga/data=!4m7!3m6!1s0x2e68e63aab322609:0x7919e447f94b4a52!8m2!3d-6.9210806!4d107.6099971!16s%2Fg%2F1vhjwd_h!19sChIJCSYyqzrmaC4RUkpL-UfkGXk?authuser=0&hl=id&rclk=1","Apotek Kimia Farma 10 Braga","4,4","(260)","Apotek","·","Jl. Braga No.6","Buka","·","· Tutup pukul 22.00","0811-2157-639","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Staff ramah, tempat bersih, stock obat lengkap, percaya beli disini""","http://kimiafarmaapotek.co.id/","","Rute","",""
"https://www.google.com/maps/place/APOTEK+ANANDA/data=!4m7!3m6!1s0x2e68e7b255afb785:0x6edbf716ddb5db64!8m2!3d-6.8991109!4d107.6246479!16s%2Fg%2F11sc25k09t!19sChIJhbevVbLnaC4RZNu13Rb3224?authuser=0&hl=id&rclk=1","APOTEK ANANDA","3,0","(4)","Apotek","·","Jl. Surapati No.99","","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""obat ny lengkap dan murah..""","","","","",""
"https://www.google.com/maps/place/Apotek+Asri/data=!4m7!3m6!1s0x2e68e65299c7d6a7:0x59542f0fd04940ca!8m2!3d-6.8955402!4d107.6230118!16s%2Fg%2F1hc3bqgb1!19sChIJp9bHmVLmaC4RykBJ0A8vVFk?authuser=0&hl=id&rclk=1","Apotek Asri","4,0","(1)","Apotek","·","Jl. Titiran No.16","","","","(022) 2507293","","Rute","","","","","","",""
"https://www.google.com/maps/place/Apotek+Cilaki/data=!4m7!3m6!1s0x2e68e7b623d8edcf:0xef3c7b4e74add554!8m2!3d-6.9066967!4d107.6291392!16s%2Fg%2F1hc61vk23!19sChIJz-3YI7bnaC4RVNWtdE57PO8?authuser=0&hl=id&rclk=1","Apotek Cilaki","4,3","(6)","Apotek","·","Jl. Cilaki No.6, RW.12","Buka","· Tutup pukul 20.00","·","(022) 7208260","","Rute","","","","","","",""
"https://www.google.com/maps/place/Kiwi+Apotek/data=!4m7!3m6!1s0x2e68e66a9e40f8cd:0x9e3fb57311671d97!8m2!3d-6.8929311!4d107.5962417!16s%2Fg%2F1hc3qb4w5!19sChIJzfhAnmrmaC4Rlx1nEXO1P54?authuser=0&hl=id&rclk=1","Kiwi Apotek","","","Apotek","·","Jl. Pasir Kaliki No.227","","","","(022) 2032729","","Rute","","","","","","",""
"https://www.google.com/maps/place/Apotek+Bio+Farma/data=!4m7!3m6!1s0x2e68e7003fdfaf27:0xc2700c96a4d58477!8m2!3d-6.8998048!4d107.5995076!16s%2Fg%2F11y49xgm76!19sChIJJ6_fPwDnaC4Rd4TVpJYMcMI?authuser=0&hl=id&rclk=1","Apotek Bio Farma","5,0","(4)","Apotek","·","Jl. Pasteur No.RT. 09/08","Tutup","· Buka Sen pukul 07.00","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","",""
"https://www.google.com/maps/place/Apotek+Sinar+Farma/data=!4m7!3m6!1s0x2e68e6253fb30a67:0xbaeecc326096d6a!8m2!3d-6.9192422!4d107.6082467!16s%2Fg%2F11b5ylz68x!19sChIJZwqzPyXmaC4Ram0JJsPsrgs?authuser=0&hl=id&rclk=1","Apotek Sinar Farma","","","Apotek","·","Jl. ABC No.117","","","","","","Rute","","","","","","",""
"https://www.google.com/maps/place/Apotek+Baladewa+Farma+3/data=!4m7!3m6!1s0x2e68e7200b41fabd:0x815991b945e625cd!8m2!3d-6.8696035!4d107.5896508!16s%2Fg%2F11tgf6hg87!19sChIJvfpBCyDnaC4RzSXmRbmRWYE?authuser=0&hl=id&rclk=1","Apotek Baladewa Farma 3","4,4","(97)","Apotek","·","Jl. Gegerkalong Hilir No.66","Buka 24 jam","·","","0822-5751-1683","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nunggu dokter kandungan janji jam 4 dateng jam 5, kaga ada maaf maafnya.""","https://linktr.ee/baladewafarma3","","Rute","",""
"https://www.google.com/maps/place/Eyckman+Apotek/data=!4m7!3m6!1s0x2e68e68aa2c9ce77:0x235426f0fac7b40e!8m2!3d-6.890604!4d107.599435!16s%2Fg%2F1tcwz08p!19sChIJd87JoormaC4RDrTH-vAmVCM?authuser=0&hl=id&rclk=1","Eyckman Apotek","4,8","(4)","Apotek","·","Jl. Sampurna No.26 A","Tutup","· Buka Sen pukul 08.00","·","(022) 2037471","","Rute","","","","","","",""
"https://www.google.com/maps/place/Gale+Apotek/data=!4m7!3m6!1s0x2e68e6f2b85cb443:0xd3f1b63ab57aca8c!8m2!3d-6.8783624!4d107.5986726!16s%2Fg%2F11h0bct4l!19sChIJQ7RcuPLmaC4RjMp6tTq28dM?authuser=0&hl=id&rclk=1","Gale Apotek","5,0","(2)","Apotek","·","Jl. Ciumbuleuit No.42A","","","","(022) 82062153","","Rute","","","","","","",""
"https://www.google.com/maps/place/Apotek+Gandapura/data=!4m7!3m6!1s0x2e68e7c95675efcb:0x9af6072d239714b2!8m2!3d-6.9107793!4d107.6263239!16s%2Fg%2F1tlv49hm!19sChIJy-91VsnnaC4RshSXIy0H9po?authuser=0&hl=id&rclk=1","Apotek Gandapura","4,4","(71)","Apotek","·","·","Segera tutup","· 19.00 · Buka Sen pukul 07.00","Jl. L. L. R.E. Martadinata No.120","(022) 4208014","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr sp kulitnya sangat bagus, cerdas, sangat rekomendasi.""","","","","","·"
"https://www.google.com/maps/place/GUARDIAN+-+Ruko+Setrasari+Bandung/data=!4m7!3m6!1s0x2e68e7253f6bd601:0x3b54698ade59ddb6!8m2!3d-6.8812398!4d107.5834371!16s%2Fg%2F11sx53cdc7!19sChIJAdZrPyXnaC4Rtt1Z3oppVDs?authuser=0&hl=id&rclk=1","GUARDIAN - Ruko Setrasari Bandung","4,0","(23)","Toko Kesehatan dan Kecantikan","·","Jl. Terusan Prof. Dr. Ir Sutami No.35","Buka","·","· Tutup pukul 21.00","0851-1773-6739","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tanpa pembeli bisa running store kalian""","https://guardianindonesia.co.id/","","Rute","",""
"https://www.google.com/maps/place/Klinik+Asri+Husada+II/data=!4m7!3m6!1s0x2e68e65299c7d6a7:0x16effdedb9d6ebbe!8m2!3d-6.8959666!4d107.6199753!16s%2Fg%2F1hc11xrlt!19sChIJp9bHmVLmaC4RvuvWue397xY?authuser=0&hl=id&rclk=1","Klinik Asri Husada II","3,5","(97)","Dokter Umum","·","·","Tutup","·","· Buka Sen pukul 08.00","(022) 20451344","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apoteknya cukup lengkap dan harganya gak neko neko.""","https://asrihusada2.id/","","Rute","","Jl. Titiran No.16"
"https://www.google.com/maps/place/Apotek+Yabes/data=!4m7!3m6!1s0x2e68e664e5e50405:0x21c31181c7f70f6!8m2!3d-6.8950632!4d107.5879861!16s%2Fg%2F11b60h48__!19sChIJBQTl5WTmaC4R9nB_HBgxHAI?authuser=0&hl=id&rclk=1","Apotek Yabes","3,2","(32)","Apotek","·","Jl. Dr. Djunjunan No.119","Buka","·","· Tutup pukul 21.00","0851-0049-3131","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat strategis tempatnya
Pelayannya ramah²""","https://www.tokopedia.com/apotekoptikyabes","","Rute","",""
"https://www.google.com/maps/place/Apotek+Sadang+Serang/data=!4m7!3m6!1s0x2e68e7aa5f615645:0x830a0494a437403a!8m2!3d-6.887945!4d107.6244057!16s%2Fg%2F11bbw__wwd!19sChIJRVZhX6rnaC4ROkA3pJQECoM?authuser=0&hl=id&rclk=1","Apotek Sadang Serang","4,1","(75)","Apotek","·","·","Tutup","· Buka Sen pukul 07.30","Jl. Sadang Serang No.51","(022) 2503324","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Obat-obatan cukup lengkap dan harga relatif murah""","","","","","·"
"https://www.google.com/maps/place/Asih+Apotek/data=!4m7!3m6!1s0x2e68e68aa2c9ce77:0xb5a60b36364c609f!8m2!3d-6.8869229!4d107.596474!16s%2Fg%2F1tfdvnm9!19sChIJd87JoormaC4Rn2BMNjYLprU?authuser=0&hl=id&rclk=1","Asih Apotek","","","Apotek","·","Jl. Cipaganti No. 79 Pasteur Sukajadi Bandung Jawa Barat","","","","(022) 2032405","","Rute","","","","","","",""
"https://www.google.com/maps/place/apotek+kahfi+farma/data=!4m7!3m6!1s0x2e68e7a456637c9b:0xfeac62a9313763d1!8m2!3d-6.8653188!4d107.6056501!16s%2Fg%2F11h9n86ld3!19sChIJm3xjVqTnaC4R0WM3MalirP4?authuser=0&hl=id&rclk=1","apotek kahfi farma","4,0","(37)","Apotek","·","Jl. Ciumbuleuit No.176","Buka","·","· Tutup pukul 21.00","(022) 64403199","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Obatnya lengkap,harga nya murah2 pelayanan nya baik""","http://www.wangunsari.com/","","Rute","",""
"https://www.google.com/maps/place/Apotek+Adora+Cikutra/data=!4m7!3m6!1s0x2e68e7d94161ecbd:0xc922a93aa700754f!8m2!3d-6.8924415!4d107.6342315!16s%2Fg%2F11tfy6hw_l!19sChIJvexhQdnnaC4RT3UApzqpIsk?authuser=0&hl=id&rclk=1","Apotek Adora Cikutra","4,8","(85)","Apotek","·","Jl. Cikutra Barat No.7","Buka","·","· Tutup pukul 21.00","0812-3548-3418","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya bagus, lokasi apoteknya strategis dan dekat dari rumah saya""","https://adoraeducare.my.canva.site/","","Rute","",""
"https://www.google.com/maps/place/Apotek+Pakar+Farma/data=!4m7!3m6!1s0x2e68e721912c8781:0xea038a9377949b27!8m2!3d-6.8640172!4d107.6263459!16s%2Fg%2F11bbw_7c6h!19sChIJgYcskSHnaC4RJ5uUd5OKA-o?authuser=0&hl=id&rclk=1","Apotek Pakar Farma","3,8","(58)","Apotek","·","Jl. Raya Golf Dago No.1","Buka","· Tutup pukul 21.00","·","(022) 82523187","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""semoga bisa kasih obat yg tepat sesuai penyakit yg pasien keluhkan""","","","","",""
"https://www.google.com/maps/place/Apotek+Asri/data=!4m7!3m6!1s0x2e68e71d219a42e1:0x72adf914aa4560d1!8m2!3d-6.8633764!4d107.6049503!16s%2Fg%2F11qmqv30jz!19sChIJ4UKaIR3naC4R0WBFqhT5rXI?authuser=0&hl=id&rclk=1","Apotek Asri","5,0","(49)","Apotek","·","Jl. Rereongan Sarupi No.25","Buka","·","· Tutup pukul 21.00","0813-8002-4858","","Situs Web","","Belanja di toko","https://www.apotek-k24.com/","","Rute","",""
"https://www.google.com/maps/place/Apotek+Vita+Farma/data=!4m7!3m6!1s0x2e68e669fa5d2547:0xdedcee2a07449801!8m2!3d-6.9025053!4d107.5972017!16s%2Fg%2F1hdzcp3tr!19sChIJRyVd-mnmaC4RAZhEByru3N4?authuser=0&hl=id&rclk=1","Apotek Vita Farma","3,8","(112)","Apotek","·","·","Tutup","· Buka Sen pukul 08.00","Jl. Pasir Kaliki No.171","0811-2348-482","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah, pelayanan cepat""","","","","","·"
"https://www.google.com/maps/place/Apotek+Kimia+Farma,+Gegerkalong/data=!4m7!3m6!1s0x2e68e69685b3332f:0xb638b2ab27b1f940!8m2!3d-6.870137!4d107.591391!16s%2Fg%2F11f53fvl32!19sChIJLzOzhZbmaC4RQPmxJ6uyOLY?authuser=0&hl=id&rclk=1","Apotek Kimia Farma, Gegerkalong","4,1","(123)","Apotek","·","Jl. Gegerkalong Hilir No.33","Buka","·","· Tutup pukul 22.00","0811-2157-684","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fasilitas kesehatan yang nyaman, bersih, dan pelayanan nya sangat baik""","http://kimiafarmaapotek.co.id/","","Rute","",""
"https://www.google.com/maps/place/APOTEK+ANDALAN+I/data=!4m7!3m6!1s0x2e68e70029fcb005:0x7c7474f1dad3a66c!8m2!3d-6.9190626!4d107.5862816!16s%2Fg%2F11w3st3j1x!19sChIJBbD8KQDnaC4RbKbT2vF0dHw?authuser=0&hl=id&rclk=1","APOTEK ANDALAN I","5,0","(53)","Apotek","·","Jl. Jamika No.4","Buka","· Tutup pukul 21.00","·","0821-1698-2131","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya baik, mba² nya ramah banget, tempatnya juga enak bersih.""","","","","",""
