"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","doJOZc","W4Efsd 7","lcr4fd href","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Depul+Jogja+Print+DTF+MURAH,+KAOS/data=!4m7!3m6!1s0x2e7a5900181f5b47:0xc32fb334d0923cc1!8m2!3d-7.7685956!4d110.3894076!16s%2Fg%2F11x11m56_j!19sChIJR1sfGABZei4RwTyS0DSzL8M?authuser=0&hl=id&rclk=1","Depul Jogja Print DTF MURAH, KAOS","5,0","(1)","Printer Digital","·","69JQ+HQ7, Gg. Hortensia","","","","0851-8336-3695","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cetak murah dan tebel.""","",""
"https://www.google.com/maps/place/Nk+Dan+Print/data=!4m7!3m6!1s0x2e7a59c1fdeca19f:0x3741a921513aab85!8m2!3d-7.7784008!4d110.4023073!16s%2Fg%2F11wh5ll5lg!19sChIJn6Hs_cFZei4Rhas6USGpQTc?authuser=0&hl=id&rclk=1","Nk Dan Print","","","Jl. Melon Mundusaren No.236A","","","","","","","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Fast+Print/data=!4m7!3m6!1s0x2e7a58562c4cb67b:0x9903e6dfa10a1c3a!8m2!3d-7.7548817!4d110.3698693!16s%2Fg%2F11c594wyzw!19sChIJe7ZMLFZYei4ROhwKod_mA5k?authuser=0&hl=id&rclk=1","Fast Print","5,0","(28)","Jasa Reparasi Printer","·","·","Jl. Monjali No.40","Tutup","· Buka Sen pukul 08.00","0878-3891-1122","","Situs Web","","·","http://fastprint.co.id/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kalau hanya ngecek keadaan  printer disini GRATIS.""","",""
"https://www.google.com/maps/place/Print+Inspire+%28Cetak+Online%29/data=!4m7!3m6!1s0x2e7a599effbf6f85:0x5bc674212abaebb9!8m2!3d-7.7656368!4d110.3918795!16s%2Fg%2F11k9k8m1q7!19sChIJhW-__55Zei4Rueu6KiF0xls?authuser=0&hl=id&rclk=1","Print Inspire (Cetak Online)","4,7","(37)","Layanan cetak digital","·","·","Jl. Gejayan CT X Jl. Affandi No.13, Jl. Gejayan CT X No.59","Tutup","· Buka Sen pukul 08.00","0811-2652-165","","Situs Web","","·","https://printinspire.com/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan fast respon dan waktu pengerjaan cukup cepat""","",""
"https://www.google.com/maps/place/Suka+Print+Timoho+%5BToko+Printer%5D+Service+Printer/data=!4m7!3m6!1s0x2e7a59d97a3e7759:0xa482015790a108e!8m2!3d-7.7907163!4d110.393244!16s%2Fg%2F11f3nltz5v!19sChIJWXc-etlZei4RjhAKeRUgSAo?authuser=0&hl=id&rclk=1","Suka Print Timoho [Toko Printer] Service Printer","4,4","(75)","Toko Elektronik","·","·","Tutup","· Buka Sen pukul 09.00","Jl. Timoho No.29","0823-2507-0990","","Rute","","·","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""banyak printer bekas seperti Canon dan Epson yang dipasarkan.""","",""
"https://www.google.com/maps/place/SALSABILA+FOTOCOPY/data=!4m7!3m6!1s0x2e7a5761ed96a093:0x51653fcf43391a05!8m2!3d-7.7955486!4d110.3972373!16s%2Fg%2F11c5_8vqhc!19sChIJk6CW7WFXei4RBRo5Q88_ZVE?authuser=0&hl=id&rclk=1","SALSABILA FOTOCOPY","4,2","(111)","Toko Fotokopi","·","·","Buka","· Tutup pukul 22.00","Jalan Bima No.129 Sokowaten Pedukuhan","","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","print","self service, tapi ownernya galak pisan."""
"https://www.google.com/maps/place/Dian+Fotocopy/data=!4m7!3m6!1s0x2e7a59069ab311b7:0x496852e96206375!8m2!3d-7.74925!4d110.3867611!16s%2Fg%2F11b620z1g5!19sChIJtxGzmgZZei4RdWMgli6FlgQ?authuser=0&hl=id&rclk=1","Dian Fotocopy","4,2","(157)","Toko Fotokopi","·","·","Buka","· Tutup pukul 22.00","Jl. Kaliurang No.km 6,5","0823-2203-0201","","Rute","","·","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bisa ngeprint via bluetooth atau kabel data.""","",""
"https://www.google.com/maps/place/Izal+print/data=!4m7!3m6!1s0x2e7a593a1786cb55:0x774698837b33a73c!8m2!3d-7.7742904!4d110.3703918!16s%2Fg%2F11h4cyr_r2!19sChIJVcuGFzpZei4RPKcze4OYRnc?authuser=0&hl=id&rclk=1","Izal print","","","Toko Percetakan","·","69GC+75J","","","","","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Epson+Service+Center+Dot+Print/data=!4m7!3m6!1s0x2e7a59c4942079cd:0x519b4d6633192e8a!8m2!3d-7.7826893!4d110.3954279!16s%2Fg%2F1pzth2gbv!19sChIJzXkglMRZei4Rii4ZM2ZNm1E?authuser=0&hl=id&rclk=1","Epson Service Center Dot Print","4,8","(174)","Printer Digital","·","·","Tutup","· Buka Sen pukul 09.00","Jl. Petung No.1","0818-598-818","","Rute","","·","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomendasi service","print","cepat plus pegawainya ramah-ramah.. mantap👍"""
"https://www.google.com/maps/place/ONICHAN+PRINT/data=!4m7!3m6!1s0x2e7a5900186d0f8d:0xb988409b54fd3b1d!8m2!3d-7.7647763!4d110.4126091!16s%2Fg%2F11yd26k788!19sChIJjQ9tGABZei4RHTv9VJtAiLk?authuser=0&hl=id&rclk=1","ONICHAN PRINT","","","Toko Percetakan","·","Puluhdadi No.409-413","","","","","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/CNC+%26+3D+PRINT/data=!4m7!3m6!1s0x2e7a590005365961:0xa71b4ffae9155a10!8m2!3d-7.77083!4d110.386845!16s%2Fg%2F11z1psfkyv!19sChIJYVk2BQBZei4REFoV6fpPG6c?authuser=0&hl=id&rclk=1","CNC & 3D PRINT","","","Jasa Bordir","·","Universitas Negeri Yogyakarta, Jl. Karangmalang","","","","","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Dipimedia+%28+Sablon+Kaos+dan+Totebag+Satuan+DTG+DTF+Jogja+%29/data=!4m7!3m6!1s0x2e7a59e7efe307cb:0xc9c0fc9ea1c86774!8m2!3d-7.7846206!4d110.403111!16s%2Fg%2F11byt8hwnb!19sChIJywfj7-dZei4RdGfIoZ78wMk?authuser=0&hl=id&rclk=1","Dipimedia ( Sablon Kaos dan Totebag Satuan DTG DTF Jogja )","4,6","(59)","Layanan cetak digital","·","Jl. Nogopuro No.20","·","Tutup","· Buka Sen pukul 12.00","0812-2651-1390","","Situs Web","","","http://dipi.media/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hasil sablon juga cukup bagus.""","",""
"https://www.google.com/maps/place/Bandicota+Fotocopy/data=!4m7!3m6!1s0x2e7a5987d95b7b2d:0x914bc665625bc90a!8m2!3d-7.7619905!4d110.4242034!16s%2Fg%2F11b75htzd6!19sChIJLXtb2YdZei4RCslbYmXGS5E?authuser=0&hl=id&rclk=1","Bandicota Fotocopy","4,6","(29)","Toko Fotokopi","·","Jalan Nangka 2 No.223, Karangnongko","·","Buka","· Tutup pukul 23.00","0838-9927-0056","","Situs Web","","","https://wa.me/6283899270056","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempat","print","+ fotocopy yang murah dan cepat."""
"https://www.google.com/maps/place/Jogja+3D+Print+Express/data=!4m7!3m6!1s0x2e7a5911e7e5d74f:0x16444710ba50c9ab!8m2!3d-7.7701992!4d110.3652084!16s%2Fg%2F11y10x_73n!19sChIJT9fl5xFZei4Rq8lQuhBHRBY?authuser=0&hl=id&rclk=1","Jogja 3D Print Express","5,0","(3)","Jasa percetakan 3D","·","Komples STIAAN No.4","Buka","· Tutup pukul 22.00","·","0811-2645-440","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""hasil cepat dan rapi""","",""
"https://www.google.com/maps/place/INDO+KAIN+JOGJA+%28kain+jersey+dan+print+jersey%29/data=!4m7!3m6!1s0x2e7a59bcab091baf:0xb23f09ce46899081!8m2!3d-7.7893028!4d110.3983662!16s%2Fg%2F11q_7sptnb!19sChIJrxsJq7xZei4RgZCJRs4JP7I?authuser=0&hl=id&rclk=1","INDO KAIN JOGJA (kain jersey dan print jersey)","4,4","(12)","Toko","·","Ruko Jogja Town House, Jl. Sorowajan Baru 3 No.A6","Tutup","· Buka Sen pukul 08.30","·","0895-3240-72705","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ramah, gercep!""","",""
"https://www.google.com/maps/place/Family+Photo+Copy/data=!4m7!3m6!1s0x2e7a576238922c33:0x381c55064f8729fc!8m2!3d-7.7963266!4d110.3950135!16s%2Fg%2F11b66hy5_q!19sChIJMyySOGJXei4R_CmHTwZVHDg?authuser=0&hl=id&rclk=1","Family Photo Copy","3,6","(68)","Toko Fotokopi","·","693W+F26, Jl. Balirejo","Buka sekarang","","·","0877-8751-1511","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomen buat yg hari minggu bingung cari tempat","print","/rental xomputer"""
"https://www.google.com/maps/place/manaada+print/data=!4m7!3m6!1s0x2e7a59b625c149e3:0x58962feb7759b8b0!8m2!3d-7.7748696!4d110.3658471!16s%2Fg%2F11ssz78s73!19sChIJ40nBJbZZei4RsLhZd-svllg?authuser=0&hl=id&rclk=1","manaada print","5,0","(3)","Toko Kertas","·","Jl. Blunyah Rejo","","","","0838-4753-0881","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Citra+Digital+Copier+%26+Copy+Print/data=!4m7!3m6!1s0x2e7a5981ab16eb33:0xd6425384cf2aa157!8m2!3d-7.7544341!4d110.423053!16s%2Fg%2F1pzpq3x4p!19sChIJM-sWq4FZei4RV6Eqz4RTQtY?authuser=0&hl=id&rclk=1","Citra Digital Copier & Copy Print","4,3","(3)","Toko Fotokopi","·","6CWF+66F, Jl. Paingan","Tutup","· Buka Sen pukul 06.30","·","0858-6806-4004","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apakah sudah tutup ya tokonya atau pindah lokasi?""","",""
"https://www.google.com/maps/place/PISTA+PRINT/data=!4m7!3m6!1s0x2e7a5949f8f41719:0x4f33b5982aa81cfd!8m2!3d-7.7731528!4d110.3682465!16s%2Fg%2F11fslj31wb!19sChIJGRf0-ElZei4R_RyoKpi1M08?authuser=0&hl=id&rclk=1","PISTA PRINT","4,4","(7)","Toko Elektronik","·","Jl. A.M. Sangaji No.74","Tutup","· Buka Sen pukul 09.00","","","","Rute","","","","","","","Pesan antar","",""
"https://www.google.com/maps/place/Print+Inspire+%28Cetak+Online%29/data=!4m7!3m6!1s0x2e7a595c3f93fbd7:0xc1e725ea87d4b061!8m2!3d-7.7718012!4d110.3894631!16s%2Fg%2F11sjjqk2n2!19sChIJ1_uTP1xZei4RYbDUh-ol58E?authuser=0&hl=id&rclk=1","Print Inspire (Cetak Online)","","","Toko Percetakan","·","Gg. Bayu Jl. Affandi No.1","·","Tutup","· Buka Sen pukul 08.00","0821-3489-4376","","Situs Web","","","https://printinspire.com/","","Rute","","Layanan di tempat","Janji temu online",""
"https://www.google.com/maps/place/Central+Print/data=!4m7!3m6!1s0x2e7a5798b432e993:0xc75894bea7c6e916!8m2!3d-7.8152745!4d110.3722523!16s%2Fg%2F11gdkplzsl!19sChIJk-kytJhXei4RFunGp76UWMc?authuser=0&hl=id&rclk=1","Central Print","4,3","(1.386)","Toko Percetakan","·","·","Jl. Kolonel Sugiyono No.68","Buka","· Tutup pukul 20.00","(0274) 4284907","","Situs Web","","·","http://www.centralprint.co.id/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Baguus, admin fast respon, jasa","print","terlengkap, highly recommended!!!"""
"https://www.google.com/maps/place/Centra+Print/data=!4m7!3m6!1s0x2e7a578204f32927:0x2c26837a2fb1fc1!8m2!3d-7.8009957!4d110.3779516!16s%2Fg%2F11dz0xy4sk!19sChIJJynzBIJXei4RwR_7ojdowgI?authuser=0&hl=id&rclk=1","Centra Print","4,6","(15)","Layanan cetak digital","·","Jl. Suryopranoto No.5","Buka","· Tutup pukul 20.30","·","(0274) 565016","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ternyata ada alternatif tempat","print","banner

Sehari jadi"""
"https://www.google.com/maps/place/Barokah+print+%28tempat+servis+printer,isi+ulang+dan+jual+beli%29/data=!4m7!3m6!1s0x2e7a591012164275:0x7727c41773fd4bcf!8m2!3d-7.7571598!4d110.3954101!16s%2Fg%2F11s7htzjkg!19sChIJdUIWEhBZei4Rz0v9cxfEJ3c?authuser=0&hl=id&rclk=1","Barokah print (tempat servis printer,isi ulang dan jual beli)","5,0","(20)","Toko Isi Ulang Tinta Printer","·","69VW+45F, Jl. Anggajaya III","Tutup","· Buka Sen pukul 08.00","·","0857-2691-3013","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cepat, murah, kualitas, informatif, ramah, bergaransi.""","",""
"https://www.google.com/maps/place/CRAV+PRINT/data=!4m7!3m6!1s0x2e7a59e17d62c3df:0x55fccf75960a7bfa!8m2!3d-7.7487183!4d110.3776706!16s%2Fg%2F11plfcq4lj!19sChIJ38NifeFZei4R-nsKlnXP_FU?authuser=0&hl=id&rclk=1","CRAV PRINT","4,1","(9)","Percetakan Komersial","·","792H+G37, Gg. Poksai Jl. Plemburan, RT.01/RW.24","Tutup","· Buka Sen pukul 09.00","·","0898-8347-695","","Rute","","","","","","","Layanan di tempat","Janji temu online",""
"https://www.google.com/maps/place/Maklon+sablon+DTF%28Jogja+print+apparel%29/data=!4m7!3m6!1s0x2e7a59dab373e347:0xf7bdc870ea7f836f!8m2!3d-7.7779375!4d110.4004885!16s%2Fg%2F11vtbmrfz7!19sChIJR-Nzs9pZei4Rb4N_6nDIvfc?authuser=0&hl=id&rclk=1","Maklon sablon DTF(Jogja print apparel)","4,8","(25)","Toko Kaos Custom","·","Jl. Nologaten No.132","Tutup","· Buka Sen pukul 09.00","·","0822-2381-6820","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pekerjaan rapi dan murah sesuai harpan""","",""
"https://www.google.com/maps/place/Fotocopy+dan+Print/data=!4m7!3m6!1s0x2e7a594f831c2ca5:0xad9621ce8b9d4cb0!8m2!3d-7.7551447!4d110.362004!16s%2Fg%2F11f6cskyzh!19sChIJpSwcg09Zei4RsEydi84hlq0?authuser=0&hl=id&rclk=1","Fotocopy dan Print","4,8","(10)","Toko Elektronik","·","69V6+WRR, Jalan","Buka","· Tutup pukul 21.00","","","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Google+print/data=!4m7!3m6!1s0x2e7a59f613357503:0xf255a70bd285e7f5!8m2!3d-7.7494321!4d110.353356!16s%2Fg%2F11thbyks3f!19sChIJA3U1E_ZZei4R9eeF0gunVfI?authuser=0&hl=id&rclk=1","Google print","4,6","(5)","Toko Fotokopi","·","Trini, RT.008/RW.018","Buka","· Tutup pukul 21.00","","","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Halo kak, saya mau tanya bisa cetak DTF tidak ya?""","",""
"https://www.google.com/maps/place/Gorilla+Service+Jogja/data=!4m7!3m6!1s0x2e7a59e8f5407c51:0x37d2f9d90f024797!8m2!3d-7.7681587!4d110.3703505!16s%2Fg%2F11t02j4n0p!19sChIJUXxA9ehZei4Rl0cCD9n50jc?authuser=0&hl=id&rclk=1","Gorilla Service Jogja","4,2","(199)","Toko Reparasi Elektronik","·","·","Tutup","· Buka Sen pukul 10.00","Jl. Ledok Blunyah Gede No.96","0899-5046-437","","Rute","","·","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pengerjaan bisa di tunggu, bisa rebox juga, ada 3d","print","nya."""
"https://www.google.com/maps/place/Jasa+Laser+dan+Print+UV+Jogja/data=!4m7!3m6!1s0x2e7a59f201fdda21:0x722d6dfddabcb07d!8m2!3d-7.7678488!4d110.3915638!16s%2Fg%2F11pkllstm5!19sChIJIdr9AfJZei4RfbC82v1tLXI?authuser=0&hl=id&rclk=1","Jasa Laser dan Print UV Jogja","4,8","(5)","Produsen suvenir","·","ct x no, Jl. Affandi No.22b","Tutup","· Buka Sen pukul 09.00","·","0852-8097-5758","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nomor wa yang aktif berapa ya?""","",""
"https://www.google.com/maps/place/Ratu+Print/data=!4m7!3m6!1s0x2e7a5922a88e011d:0xf4fd31e62fee49e9!8m2!3d-7.7429044!4d110.374244!16s%2Fg%2F11x2jyfn69!19sChIJHQGOqCJZei4R6UnuL-Yx_fQ?authuser=0&hl=id&rclk=1","Ratu Print","4,6","(251)","Toko Percetakan","·","Jl. Palagan Tentara Pelajar No.56","·","Tutup","· Buka Sen pukul 08.00","0877-5665-1901","","Situs Web","","","https://campsite.bio/ratuprintjogja","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah, hasil","print","juga bagus."""
"https://www.google.com/maps/place/Artsandi+Print/data=!4m7!3m6!1s0x2e7a5787647c8473:0xe2cbedd58c8a8f34!8m2!3d-7.796205!4d110.3706!16s%2Fg%2F11bzsf7hcd!19sChIJc4R8ZIdXei4RNI-KjNXty-I?authuser=0&hl=id&rclk=1","Artsandi Print","4,4","(44)","Jasa Reparasi Printer","·","·","Tutup","· Buka Sen pukul 09.00","Mentok Masuk Masjid AL MUJAHIDIN, Jl. Tegal Panggung Samping kiri Masjid","0896-7980-0455","","Rute","","·","","","","","","",""
"https://www.google.com/maps/place/Central+Photo/data=!4m7!3m6!1s0x2e7a59cd1d3b7125:0xe423161a12e70876!8m2!3d-7.7832029!4d110.3816773!16s%2Fg%2F1hc31ps3p!19sChIJJXE7Hc1Zei4RdgjnEhoWI-Q?authuser=0&hl=id&rclk=1","Central Photo","4,5","(259)","Toko Kamera","·","·","Tutup","· Buka Sen pukul 10.00","Jl. Urip Sumoharjo No.50","0858-2112-5298","","Rute","","·","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Toko camera, perlengkapannya dan cetak foto""","",""
"","","","","","","","","","","","","","","","","","","","","",""
