"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","ah5Ghc 2","doJOZc","W4Efsd 6"
"https://www.google.com/maps/place/LAWSON+KALIURANG/data=!4m7!3m6!1s0x2e7a5959778c4f1f:0xb5459f69e9c9841f!8m2!3d-7.7585896!4d110.3814702!16s%2Fg%2F11ty13vwkw!19sChIJH0-Md1lZei4RH4TJ6WmfRbU?authuser=0&hl=id&rclk=1","LAWSON KALIURANG","4,0","(220)","·","Rp 25–50 rb","Restoran","·","Jl. KALIURANG KM 5,5 NO.071, RT.001/RW.001","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAErfvKjg1q2Ym30YFru5gstwis75rZ-d_iRLdjURCJfugR4EgCX-GbSde_ad696o4MXqJIh6NJV-JBnpKHn-gmHMaIgw1KpcZ043YVuBPJw4OojvXXor4TS2gqhQSzvYtKuG9Sw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tteokbokki, rabokki, enak banget lembut, kuahnya kental sedap.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0eTEzdndrdxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vCn3afqJK8OMqfkPqKePoAE&ei=vCn3afqJK8OMqfkPqKePoAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Food+Court+GOR+Klebengan/data=!4m7!3m6!1s0x2e7a592bad3c9d63:0xc3a034bf33d6506!8m2!3d-7.7673452!4d110.3862262!16s%2Fg%2F11j0qfhrjy!19sChIJY508rStZei4RBmU980sDOgw?authuser=0&hl=id&rclk=1","Food Court GOR Klebengan","4,6","(1.341)","·","Rp 1–25.000","Pujasera","·","Tempat Parkir, Jl. Agro","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8dgJ2EjMygWd1hoqGobPepYUnfyUClvmUSc0fFABP8XjkdZDkdalGRvntMrmayk2JLs0VIFLgAS8Q7RiEPc8pLSDJZOjQEZTVaN9qvXEXTJrL29O1oHI6Y1WAdj791octm2EUWg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada seblak, soto, sop, nasi goreng, ayam penyetan, bakaran, dll.""","","","","","",""
"https://www.google.com/maps/place/Rocket+Chicken+Anggajaya/data=!4m7!3m6!1s0x2e7a59a07f393215:0xf6d6205cc43e3e73!8m2!3d-7.7532945!4d110.3996719!16s%2Fg%2F11cs05lyk4!19sChIJFTI5f6BZei4Rcz4-xFwg1vY?authuser=0&hl=id&rclk=1","Rocket Chicken Anggajaya","4,2","(1.490)","·","Rp 1–25.000","Makanan Siap Saji","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkPj_FBI5xOF3--w8INe33FMGqtUuya95jnkYRkgiRZF3IeY_G3qwXauvJjpMDy-2EGkaTh5FYNhTLVmMCwiFmcwV-xkN1OuUXtRdjhznYyMIo16M2q-Z3h9FQzV93bZL_Uxo=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayamnya enak,tempat luas,harga terjangkau👍👍""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjczA1bHlrNBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vCn3afqJK8OMqfkPqKePoAE&ei=vCn3afqJK8OMqfkPqKePoAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","Jl. Anggajaya 2 No.104A"
"https://www.google.com/maps/place/Nasi+Ayam+dan+Beef+Slice+%E2%80%9CLEAF+EATERS%E2%80%9D/data=!4m7!3m6!1s0x2e7a59003e422a0d:0xbb13559c164103ab!8m2!3d-7.7582329!4d110.3911027!16s%2Fg%2F11y64419bw!19sChIJDSpCPgBZei4RqwNBFpxVE7s?authuser=0&hl=id&rclk=1","Nasi Ayam dan Beef Slice “LEAF EATERS”","","","","","Ayam","·","Jl. Kemuning No.13","Buka","· Tutup pukul 21.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lo6Qpqg9BBpXIsnx0-uoIw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=107.48968&pitch=0&thumbfov=100","","Makan di tempat","","","","Bawa pulang","",""
"https://www.google.com/maps/place/Yamie+Panda+Chapter+Monjali/data=!4m7!3m6!1s0x2e7a59303a090023:0xda378022851b02c8!8m2!3d-7.7673779!4d110.3689262!16s%2Fg%2F11h6r_c2_1!19sChIJIwAJOjBZei4RyAIbhSKAN9o?authuser=0&hl=id&rclk=1","Yamie Panda Chapter Monjali","4,5","(2.147)","·","Rp 25–50 rb","Makanan Siap Saji","·","Jl. Monjali No.92","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcKi0PQ074_EDGbwwHifDEIFbn1x2QBj9Mkh29k2Nh73-FXXdR8B5fPiYebRdijMMNvLfTxr4bWK9kWY2ydE6Ba87VLZ4AowIpm7rjkrHvhowzC20RR2Uoel4n60XJ86vsj1BP=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoNnJfYzJfMRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vCn3afqJK8OMqfkPqKePoAE&ei=vCn3afqJK8OMqfkPqKePoAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Makanan","",""
"https://www.google.com/maps/place/Keray+Indah+Chinese+Food/data=!4m7!3m6!1s0x2e7a59c7c4613d6d:0x912d8070ef1a4b04!8m2!3d-7.7758627!4d110.3914169!16s%2Fg%2F11b63rn30t!19sChIJbT1hxMdZei4RBEsa73CALZE?authuser=0&hl=id&rclk=1","Keray Indah Chinese Food","4,6","(1.215)","·","Rp 25–50 rb","China","·","·","Buka","· Tutup pukul 22.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOeRc-y2mZUxNixFtVslIydRRm6pbGudLjibv0wT_Aj-Ybj2UavZ4utxK0-xJBWFPXgUIUS83jA9xcEKP-fxhfC5ReVCYd4AWIgxO-ufifca776cmYqRukEAMATPEkQecrRq6I=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Affordable, sayurnya fresh, seasoning nya juga pas.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNjNybjMwdBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vin3afnfL5au4-EP2oPI4Aw&ei=vin3afnfL5au4-EP2oPI4Aw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","Jl. Moses Gatotkaca No.8"
"https://www.google.com/maps/place/Kakkoii+All+You+Can+Eat+Japanese+BBQ+%26+Shabu+-+Shabu,+Yogyakarta+Seturan/data=!4m7!3m6!1s0x2e7a59e361833f91:0xa43b0c15196b8948!8m2!3d-7.7723266!4d110.4104395!16s%2Fg%2F11sc_gylz0!19sChIJkT-DYeNZei4RSIlrGRUMO6Q?authuser=0&hl=id&rclk=1","Kakkoii All You Can Eat Japanese BBQ & Shabu - Shabu, Yogyakarta Seturan","4,8","(2.126)","·","Rp 150–175 rb","Jepang","·","Jl. Seturan","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMdcfcibzRSqo3ZY597uF1mEyb9oiuVpHFBV_V-MBRtr_CwU1emltt3kHOaqbweu7bKFfArKwZKOI2xry28nAUE0TubfuYrWAvUCU5N2llKQsl_PmQ5hJmkXGqmL7sTJ0dmAuiPfgMcAyB=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu terlengkap ayce dengan harga terjangkau bisa bikin perut puas 👍""","","","","","",""
"https://www.google.com/maps/place/Rumah+Makan+Lestari+Yogyakarta/data=!4m7!3m6!1s0x2e7a59e83ff20e07:0xbca8b6ba6a6f3919!8m2!3d-7.7818493!4d110.4046824!16s%2Fg%2F1pzrvj77q!19sChIJBw7yP-hZei4RGTlvarq2qLw?authuser=0&hl=id&rclk=1","Rumah Makan Lestari Yogyakarta","4,2","(1.464)","·","Rp 1–25.000","Jawa","·","Jl. Ampta No.88","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWQ4hg5e98ttncCKR6m_VItvINUeFIp0cHPN-UlcuCUnqI_0bRepAxLF-f35ZrOGYl090hp4HP3tLbm3gY4RLCxyeFyrf_mINhcvvjUWOZ6XveQC7joDdcnHOrLSdFpzGAsuk=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga menu makanannya murah & variatif""","","","","","","Prasmanan rumahan Jawa plus area parkir"
"https://www.google.com/maps/place/Mie+Suket/data=!4m7!3m6!1s0x2e7a59c8a08baca5:0xac400ead3950dd1c!8m2!3d-7.7782936!4d110.3903766!16s%2Fg%2F11bzrj9k94!19sChIJpayLoMhZei4RHN1QOa0OQKw?authuser=0&hl=id&rclk=1","Mie Suket","4,6","(29)","","","Mi","·","·","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDBNnpCCMHRAwq5oX6BgLslH4n_Hb_0YCd5PNm0WiOp5u216NGTNMcc_r2qTIp4LLC5SqWGiR0FygGH40ric6pacbd9EHDinV5wTsOg3M46iPUfivuM4rz1sv1mLCrv9xF41lk=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""karena ada acar mentimun yang disertakan menjadi topping.""","","","","","","Jl. Komp. Colombo Jl. Rajawali No.47"
"https://www.google.com/maps/place/Warung+Makan+Indomie+%28Warmindo%29+Rizqi+Ilahi/data=!4m7!3m6!1s0x2e7a59aaf101ba4b:0xeca1b6800234ee6d!8m2!3d-7.7559075!4d110.3809794!16s%2Fg%2F11f1mwd2fk!19sChIJS7oB8apZei4Rbe40AoC2oew?authuser=0&hl=id&rclk=1","Warung Makan Indomie (Warmindo) Rizqi Ilahi","4,8","(9)","","","Mi","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2mMppWXfdVJW_7b6WlnkhZywYmZzwbY-xyF-zCUsbgmmxGzGCMUSCJJ8MPkQVwgNWqmfZN7h5kw85WNXNvvxD1ewQIAZIiN1cto_BgaAJKud8b5Jj0wW1eT18NNNUj30Rm-I=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Suasana sejuk banyak pohon di belakang""","","","","","","69VJ+J9Q, Jl. Pandega Siwi"
"https://www.google.com/maps/place/Faasos/data=!4m7!3m6!1s0x2e7a5925172e719d:0x5f27efcb69ab3eb5!8m2!3d-7.7775077!4d110.4084295!16s%2Fg%2F11rk9j7b7b!19sChIJnXEuFyVZei4RtT6racvvJ18?authuser=0&hl=id&rclk=1","Faasos","1,0","(1)","","","Restoran","·","JL. Kapas, Jl. Raya Kledokan Jl. Tempel No.16","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2BT3HgckhVI9Qp9rhyEi8Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=86.58506&pitch=0&thumbfov=100","","Makan di tempat","","","","Bawa pulang","",""
"https://www.google.com/maps/place/The+Rock+Burger+Timoho/data=!4m7!3m6!1s0x2e7a59c7858dec53:0xb5114389d665c1b3!8m2!3d-7.7918202!4d110.3931302!16s%2Fg%2F11tmzgnr83!19sChIJU-yNhcdZei4Rs8Fl1olDEbU?authuser=0&hl=id&rclk=1","The Rock Burger Timoho","4,2","(2.165)","·","Rp 25–50 rb","Hamburger","·","Jl. Melati Wetan IV","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0J_rI-RT9-PpuMa5I4VmSGXwpt5y3Lf4xhMci8P4bJCBrS8Sf9KcUauBrzLnDsg3AtM1fPg5VuKtIgoY8SYHuPCT65K3bZEf78ijEuqLOhX9A8KvWC_iun8cmfJ7hKtqudABw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Worth it banget untuk harga 25rb, pelayanan nya baik dan makanannya enak""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0bXpnbnI4MxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vin3afnfL5au4-EP2oPI4Aw&ei=vin3afnfL5au4-EP2oPI4Aw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/BEBEK+BAGIR+SETURAN/data=!4m7!3m6!1s0x2e7a59742366ac95:0x25b65fde339de02d!8m2!3d-7.7697978!4d110.4077616!16s%2Fg%2F11l61xn74j!19sChIJlaxmI3RZei4RLeCdM95ftiU?authuser=0&hl=id&rclk=1","BEBEK BAGIR SETURAN","5,0","(7)","","","Makanan Siap Saji","·","Jl. Pemancar Utara No.4 & 5","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEn8L2Yfxmgm76E7WSgwjKj1fys50-_hqZ_hC8DfZJnXcy0ilYTj2a0FaJw63V3kONRDeg9Vh64jU6-LcYv8ELBvmj4bn3f8Sr1QDaX6xWEDjHUn9msOYeDirSBcYCTq7sqLKmqvQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""bebeknya enak bangettt, sambelnya gacor😍""","","","","","",""
"https://www.google.com/maps/place/Gardoe+Express+-+Galeria+Mall+Yogyakarta/data=!4m7!3m6!1s0x2e7a5978afaae38f:0x12f3bd10476df4c7!8m2!3d-7.7824513!4d110.3790093!16s%2Fg%2F11yr8b3cl4!19sChIJj-Oqr3hZei4Rx_RtRxC98xI?authuser=0&hl=id&rclk=1","Gardoe Express - Galeria Mall Yogyakarta","3,3","(7)","","","Kedai Teh","·","Jl. Jend. Sudirman.99-101, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyfgeSurktWJgaAYs3v9yzQKG9RY2xWp7sojBkRG6u7WKAHHHLw6dt_kG6khxlGHHh3NwnjH_M-s75KwX7Ik76xF0uTmw2uigPNPg645m-gdpiY77mrikha09uYAuVTOhQv6uGa3fkCoZm=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Akhirnya ada tempat jajan yg sdh punya sertifikat halal.""","","","","","",""
"https://www.google.com/maps/place/HokBen+Kaliurang/data=!4m7!3m6!1s0x2e7a59ace5068005:0x689a18460083861c!8m2!3d-7.7577264!4d110.3818242!16s%2Fg%2F11cfdrdnr!19sChIJBYAG5axZei4RHIaDAEYYmmg?authuser=0&hl=id&rclk=1","HokBen Kaliurang","4,5","(7.801)","·","Rp 25–50 rb","Jepang","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7BmkRxxQ5B190x5rf_cLJbHyzxFbZkdoSpjyCkok_DTwd699OobC5ikc3p6lQGPWgicJiZ0PvHRJJjYcckKLcrl7GVLEybclUSCC3MlYB4E1k5OaEvvUbGfhO_gY1mk-9WrqKRA=w184-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, hospitalitynya juga oke, dan tempatnya bersih.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMTFjZmRyZG5yGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vin3afnfL5au4-EP2oPI4Aw&ei=vin3afnfL5au4-EP2oPI4Aw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","Kaliurang St No.5 Km 5"
"https://www.google.com/maps/place/Sugoi+Ramen+Express/data=!4m7!3m6!1s0x2e7a59d6d8c10edd:0xc669694a54b27799!8m2!3d-7.7556502!4d110.3964082!16s%2Fg%2F11jfc83z4n!19sChIJ3Q7B2NZZei4RmXeyVEppacY?authuser=0&hl=id&rclk=1","Sugoi Ramen Express","4,5","(4.986)","·","Rp 25–50 rb","Ramen","·","·","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSy8qQyKcHlEw-SNb9Hc8ozUfq4ysxJt18imGIBeXhyjzfHFRk6soxsYy3rrZOL9M7c5XPAMzS7WTX8wQozKxfqGnhBR-LTK_ydh-z5IE0uclKOH4KpT_u_avpKomSNnTKRJzY=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak & tergolong murah jd tempatnya ramai banget.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqZmM4M3o0bhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vin3afnfL5au4-EP2oPI4Aw&ei=vin3afnfL5au4-EP2oPI4Aw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","Ruko Kelapa Hijau No. 18"
"https://www.google.com/maps/place/Seafood+%26+chinesefood+97+%28EX+Annisa+seafood%29/data=!4m7!3m6!1s0x2e7a59d7dde52429:0xa4a933812a461e55!8m2!3d-7.7765817!4d110.3917489!16s%2Fg%2F11v3tmzchm!19sChIJKSTl3ddZei4RVR5GKoEzqaQ?authuser=0&hl=id&rclk=1","Seafood & chinesefood 97 (EX Annisa seafood)","4,4","(623)","·","Rp 1–25.000","Restoran","·","69FR+CM8, Jl. Mrican Baru","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYfqZyCU4x1RqQ4J9ZzkbNnT0rRQ0B-Pzk5PJUa7twCNAZj3CHdwHiEw4OtAkmtB8-idCNPZQfbnCCAu2Hi-RKadjWnazJrOHFzDu3fuIkkgAzQNywFRDuVwIOMrZ1x0zMeSua=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, menunya variatif
Favoritku hotplate ayam dan sapo tahu""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2M3RtemNobRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vin3afnfL5au4-EP2oPI4Aw&ei=vin3afnfL5au4-EP2oPI4Aw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Warmindo+Gejoss+99%28%EA%A6%AE%EA%A6%82%EA%A6%A9%EA%A6%B6%EA%A6%A4%EA%A7%80%EA%A6%9D%EA%A6%BA%EA%A6%B4%EA%A6%92%EA%A6%BC%EA%A6%97%EA%A6%BA%EA%A6%B4%EA%A6%B1%EA%A7%80%EA%A6%B1%EA%A7%80%EA%A7%87%EA%A7%99%EA%A7%99%EA%A7%87%29/data=!4m7!3m6!1s0x2e7a59840aab860b:0xbc8f72ddc739ddde!8m2!3d-7.7924233!4d110.3982182!16s%2Fg%2F11g__58r2m!19sChIJC4arCoRZei4R3t05x91yj7w?authuser=0&hl=id&rclk=1","Warmindo Gejoss 99(ꦮꦂꦩꦶꦤ꧀ꦝꦺꦴꦒꦼꦗꦺꦴꦱ꧀ꦱ꧀꧇꧙꧙꧇)","4,6","(222)","·","Rp 1–25.000","Toko Roti","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4c32V6aDnB6uQ3yKVDt_5pfNwMkYD2YqpsLGjKDpeIwgFPRvYLJrdP0iFg7SfabuSFvWdBm9OaP10crT4FOYYohvPm2PTW9RJsJ7xMTLX0t-Nvf7SMwPK7ZZfSuGEwPs0ZywG8A=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Gorengan sama mie dokdoknya enak, yg jualan ramah2.""","","","","","","05, Jl. Sorowajan Baru No.1"
"https://www.google.com/maps/place/Warmindo+Sumber+Vitamin/data=!4m7!3m6!1s0x2e7a584f3d5a8135:0x28d6bb0d78887a55!8m2!3d-7.7689544!4d110.3688752!16s%2Fg%2F11bbyn50z_!19sChIJNYFaPU9Yei4RVXqIeA271ig?authuser=0&hl=id&rclk=1","Warmindo Sumber Vitamin","4,5","(171)","·","Rp 1–25.000","Makanan Siap Saji","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGrHetf9YCKElNJBwz1j0Kb2JS_LxbsGt1iuOwqzETEGanZyLlxAkuYaugL8CADHMix3eHbAD6a3DEoxJqkuQsb8r6p0WEdd9bWyvqxHwJsxNEYRiOi1DifAP12NZLqj-c_Z241=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sambalnya jg enak kerasa pedasnya""","","","","","","Jl. Monjali No.185"
"https://www.google.com/maps/place/McDonald%27s+Kaliurang,+Yogyakarta/data=!4m7!3m6!1s0x2e7a59ac8fb5fe51:0xa3bb46f544ae1af0!8m2!3d-7.7625093!4d110.3796601!16s%2Fg%2F11c2r682lx!19sChIJUf61j6xZei4R8BquRPVGu6M?authuser=0&hl=id&rclk=1","McDonald's Kaliurang, Yogyakarta","4,4","(9.716)","·","Rp 25–50 rb","Makanan Siap Saji","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQpv1DYowjpk94N4KoNmPtz5HfVVjlBLc9ewMAWpFaFqANu7SqGW2FtsM_ZN9TXIxDLpDHxomVZA3EsD45_7ggEI0H9WDiw32WFzZmPBWRLcQZUEMSLyJIVqpDXiW8OisNeMN9=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya bersih, menu nya enak, karyawan nya ramah pokok nya okelah.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMnI2ODJseBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vin3afnfL5au4-EP2oPI4Aw&ei=vin3afnfL5au4-EP2oPI4Aw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","Jl. Kaliurang No.KM. 5"
"https://www.google.com/maps/place/Warmindo+Pak+Ndut/data=!4m7!3m6!1s0x2e7a59ad43ff8e01:0x676fe1b0e664f171!8m2!3d-7.7635681!4d110.3796469!16s%2Fg%2F11bby4_c6q!19sChIJAY7_Q61Zei4RcfFk5rDhb2c?authuser=0&hl=id&rclk=1","Warmindo Pak Ndut","5,0","(1)","","","Mi","·","69PH+HVC, Jl. Kaliurang","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEX4qBoXVLKjNM7CkmrbQCsn5e_m1SpLLPstEQmb0oNkfWk_iEJkOznQjzQxl7KSpzUepQht7_nuO5DDILs6ajiWPH_Pea-QDZvEW5jtyFijGtxegzI3CxRCF85PoXeZ-0U30YoBiDZi-dtgGTnYlzeDFa3y7Mpanf4KvTpMKsw_vR0UMTEZ8teL-3rtK3pLPOREg=w122-h92-k-no","","Makan di tempat","","","","Bawa pulang","",""
"https://www.google.com/maps/place/McDonald%27s+Sudirman+Yogyakarta/data=!4m7!3m6!1s0x2e7a58318198e939:0x899442a19f437e71!8m2!3d-7.7831144!4d110.3719296!16s%2Fg%2F1hdznjnnp!19sChIJOemYgTFYei4RcX5Dn6FClIk?authuser=0&hl=id&rclk=1","McDonald's Sudirman Yogyakarta","4,5","(16.382)","·","Rp 25–50 rb","Makanan Siap Saji","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJ8NSzwSin1Hv2UALJq9Uje0gpbmbRpylX7H2B4aUeWKPJLa5ZLjgog9_PFKD10gwnLqiGxCnsn_sM8BFn9_dpIdBh1WP9aBNQGzJCKqN2NVMwtj7L0UFGxKj94_rAb2ZKzwE6=w80-h100-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sausage wrap nya recommended karena gendut dan enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhkem5qbm5wGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vin3afnfL5au4-EP2oPI4Aw&ei=vin3afnfL5au4-EP2oPI4Aw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","Jl. Jend. Sudirman No.38"
"https://www.google.com/maps/place/Richeese+Factory/data=!4m7!3m6!1s0x2e7a58248c9ad9bf:0x867d0c47e89624e8!8m2!3d-7.7833046!4d110.3731153!16s%2Fg%2F11f24wzxfw!19sChIJv9majCRYei4R6CSW6EcMfYY?authuser=0&hl=id&rclk=1","Richeese Factory","4,4","(8.306)","·","Rp 25–50 rb","Makanan Siap Saji","·","Jl. Jend. Sudirman No.46","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEHOnfatXbByq4ru4UutZ5Gpba5qqkuHM2Iur5ydKhBCGkXF6zL7TMPMwUXzNf0GkKwsFeUfr052DNDizvtUtY22zye1Pslr-pg1AsupRbxrOYLhXiwVKy1TaOnMbkXfZzUH94F=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, saus kejunya enak, ayamnya juga mantap 👍🏻""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmMjR3enhmdxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vin3afnfL5au4-EP2oPI4Aw&ei=vin3afnfL5au4-EP2oPI4Aw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
