"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","W4Efsd 7","lcr4fd href","Cw1rxd 2","R8c4Qb 2"
"https://www.google.com/maps/place/Ucumart+Nonstop/data=!4m7!3m6!1s0x2e69f421ca4d1387:0xce9db92f3a507305!8m2!3d-6.1961123!4d106.8210633!16s%2Fg%2F11g8h1l74x!19sChIJhxNNyiH0aS4RBXNQOi-5nc4?authuser=0&hl=id&rclk=1","Ucumart Nonstop","","","Toko bahan makanan","·","","Tebing Tinggi No.49 4, RT.4/RW.1","·","Buka 24 jam","0821-2983-4833","","Rute","","Pesan antar","","","",""
"https://www.google.com/maps/place/Kazimura+mart/data=!4m7!3m6!1s0x2e69f730f617b497:0x76ba0a89b83b25a!8m2!3d-6.165034!4d106.789492!16s%2Fg%2F11pw3w6l5q!19sChIJl7QX9jD3aS4RWrKDm6igawc?authuser=0&hl=id&rclk=1","Kazimura mart","2,3","(3)","Minimarket","·","","Jl. Makaliwe Raya No.42, RT.2/RW.5","·","Tutup","0818-0404-4030","","Rute","","","· Buka Min pukul 08.00","","",""
"https://www.google.com/maps/place/Indomaret+Puri+Kembangan+T771/data=!4m7!3m6!1s0x2e69f7a0335e7ddb:0x46ccdcb739e55672!8m2!3d-6.176496!4d106.7481057!16s%2Fg%2F11dyzcs63d!19sChIJ231eM6D3aS4RclblObfczEY?authuser=0&hl=id&rclk=1","Indomaret Puri Kembangan T771","4,3","(39)","Minimarket","·","","Jl. Puri Kembangan No.63G 7, RT.7/RW.3","Tutup","","","","Situs Web","","Pesan antar","· Buka Min pukul 07.00","https://indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Alfamart/data=!4m7!3m6!1s0x2e69f6be946ac471:0x49585040b48d0fde!8m2!3d-6.2019288!4d106.7982273!16s%2Fg%2F11bw3d4y5w!19sChIJccRqlL72aS4R3g-NtEBQWEk?authuser=0&hl=id&rclk=1","Alfamart","4,2","(56)","Minimarket","·","","·","Jl. Palmerah Utara I No.1 1, RT.1/RW.16","Tutup","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","· Buka Min pukul 07.00","","",""
"https://www.google.com/maps/place/Bugis+Mart/data=!4m7!3m6!1s0x2e69f1bb5e3390e1:0xab6a3550c31e05b5!8m2!3d-6.2264357!4d106.7757047!16s%2Fg%2F11kk62x4dj!19sChIJ4ZAzXrvxaS4RtQUew1A1aqs?authuser=0&hl=id&rclk=1","Bugis Mart","","","Minimarket","·","","Jalan Assrirod 3 No.10, RT.11/RW.1","·","Buka 24 jam","0859-2109-5219","","Rute","","","","","",""
"https://www.google.com/maps/place/Han+Mini+Market/data=!4m7!3m6!1s0x2e69f669fbff55cd:0xdefcbca35e01ef6d!8m2!3d-6.162411!4d106.7946099!16s%2Fg%2F1tdjm0xb!19sChIJzVX_-2n2aS4Rbe8BXqO8_N4?authuser=0&hl=id&rclk=1","Han Mini Market","5,0","(1)","Minimarket","·","","Jl. Tanjung Gedong 99-A Grogol Grogol Petamburan Jakarta Barat DKI Jakarta, RT.11/RW.3","·","Tutup","(021) 5637152","","Rute","","","· Buka Min pukul 06.00","","",""
"https://www.google.com/maps/place/Alfamart+panjang+green+garden/data=!4m7!3m6!1s0x2e69f7b1a20aa611:0x9c4bcf196c347be!8m2!3d-6.1666348!4d106.7628612!16s%2Fg%2F11g6nz991y!19sChIJEaYKorH3aS4RvkfDlvG8xAk?authuser=0&hl=id&rclk=1","Alfamart panjang green garden","3,0","(51)","Minimarket","·","","Jl. Panjang Green Garden, Blok. Gg E7, No. 8-9 Kel, Jl. Panjang Arteri Klp. Dua Raya Blok I9 No.11, RT.1/RW.4","·","Tutup","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good pelayanannya""","· Buka Min pukul 07.00","","",""
"https://www.google.com/maps/place/OMI+P+LIMA+MART/data=!4m7!3m6!1s0x2e69f7fd4ec779b7:0x497d7d3232d7a4a1!8m2!3d-6.198475!4d106.805719!16s%2Fg%2F11j6mtwwtn!19sChIJt3nHTv33aS4RoaTXMjJ9fUk?authuser=0&hl=id&rclk=1","OMI P LIMA MART","5,0","(1)","Minimarket","·","","Jl. Petamburan 5 No.13 3, RT.4/RW.5","·","Tutup","0878-7914-1555","","Rute","","Ambil di toko","· Buka Min pukul 07.00","","",""
"https://www.google.com/maps/place/Indomaret+Kemandoran+8/data=!4m7!3m6!1s0x2e69f6ce9ea7c94f:0xab1f2e56d29f53d!8m2!3d-6.2131108!4d106.7866018!16s%2Fg%2F11d_dx5nhk!19sChIJT8mnns72aS4RPfUpbeXysQo?authuser=0&hl=id&rclk=1","Indomaret Kemandoran 8","3,8","(52)","Minimarket","·","","·","Tutup","Jl. Kemandoran VIII No.5, RT.5/RW.11","0878-8392-7290","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dekat, harga terjangkau, dan banyak promo.""","· Buka Min pukul 07.00","https://www.indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Shell/data=!4m7!3m6!1s0x2e69f7eee3a336f7:0x86de04ace7385198!8m2!3d-6.198619!4d106.797752!16s%2Fg%2F1td80pk2!19sChIJ9zaj4-73aS4RmFE456wE3oY?authuser=0&hl=id&rclk=1","Shell","4,5","(2.307)","Minimarket","·","","Jl. Letjen S. Parman 38-39","Tutup","·","(021) 5327475","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tersedia bengkel, mushola, toilet,","· Buka Min pukul 06.00","https://find.shell.com/id/fuel/10048257-shell-s-parman-1-west-jkt","","Rute"
"https://www.google.com/maps/place/TOKO+PAK+EMAN/data=!4m7!3m6!1s0x2e69f72c25c86135:0x71006ef14f6e2a1f!8m2!3d-6.1674702!4d106.8121415!16s%2Fg%2F11h3kbmp76!19sChIJNWHIJSz3aS4RHypuT_FuAHE?authuser=0&hl=id&rclk=1","TOKO PAK EMAN","5,0","(2)","Toko bahan makanan","·","","Jl. Balikpapan I No.25 6, RT.9/RW.5","·","Segera tutup","0813-9861-1463","","Rute","","","· 00.00 · Buka Min pukul 08.00","","",""
"https://www.google.com/maps/place/Indomaret+Kebayoran+Lama+2+%7BTHC1%7D/data=!4m7!3m6!1s0x2e69f1291619a37f:0x909e9e844e8627c8!8m2!3d-6.2178649!4d106.7785447!16s%2Fg%2F1hm47jk2j!19sChIJf6MZFinxaS4RyCeGToSenpA?authuser=0&hl=id&rclk=1","Indomaret Kebayoran Lama 2 {THC1}","3,1","(32)","Minimarket","·","","Jl. Raya Kby. Lama No.27, RT.5/RW.1","·","Tutup","(021) 1500280","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Parkir luas, terang dan bersih""","· Buka Min pukul 07.00","","",""
"https://www.google.com/maps/place/Tennis+Matic/data=!4m7!3m6!1s0x2e69f700499cbb3b:0x6a18af242d39bbb0!8m2!3d-6.1897707!4d106.7635988!16s%2Fg%2F11w1v6s1md!19sChIJO7ucSQD3aS4RsLs5LSSvGGo?authuser=0&hl=id&rclk=1","Tennis Matic","4,7","(40)","Klub Olahraga","·","","·","Tutup","Samping Indomaret Taman Kedoya Indah) Seberang Rs Siloam, Jalan Tomang Toll Raya Komplek Ruko Kedoya Elok Blok A 9-10","0877-1297-9507","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apalagi untuk pemula, pekerjanya sangat helpful dan bersedia mengajarkan.""","· Buka Min pukul 08.00","https://www.instagram.com/tennis.matic?igsh=MWxyaW9qcHRmbmY5dw%3D%3D&utm_source=qr","","Rute"
"https://www.google.com/maps/place/Indomaret/data=!4m7!3m6!1s0x2e69f6b8375571fd:0xd067a947aea7e58a!8m2!3d-6.2068811!4d106.796414!16s%2Fg%2F11bw47m44f!19sChIJ_XFVN7j2aS4RiuWnrkepZ9A?authuser=0&hl=id&rclk=1","Indomaret","4,0","(24)","Minimarket","·","","Jalan Palmerah Utara, RT. 3 / RW. 1, Gelora, RT.3/RW.1","Tutup","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Baik banget pegawainya.""","· Buka Min pukul 07.00","http://indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Mini+Shop/data=!4m7!3m6!1s0x2e69f7918f694545:0x6c18e270894b772e!8m2!3d-6.1643288!4d106.737404!16s%2Fg%2F11f1zl4g79!19sChIJRUVpj5H3aS4RLndLiXDiGGw?authuser=0&hl=id&rclk=1","Mini Shop","4,0","(1)","Toko bahan makanan","·","","No Jl. Jagung Raya No.25 13, RT.13/RW.8","","Tutup","","","Rute","","","· Buka Min pukul 10.00","","",""
"https://www.google.com/maps/place/Mini+Shop/data=!4m7!3m6!1s0x2e69f7918f694545:0x6c18e270894b772e!8m2!3d-6.1643288!4d106.737404!16s%2Fg%2F11f1zl4g79!19sChIJRUVpj5H3aS4RLndLiXDiGGw?authuser=0&hl=id&rclk=1","Mini Shop","4,0","(1)","Toko bahan makanan","·","","No Jl. Jagung Raya No.25 13, RT.13/RW.8","","Tutup","","","Rute","","","· Buka Min pukul 10.00","","",""
"https://www.google.com/maps/place/Minimarket/data=!4m7!3m6!1s0x2e69f5cb801b74af:0x7f3c0663553c153b!8m2!3d-6.1795489!4d106.8545111!16s%2Fg%2F11nn3lwfg6!19sChIJr3QbgMv1aS4ROxU8VWMGPH8?authuser=0&hl=id&rclk=1","Minimarket","5,0","(1)","Minimarket","·","","Rt12 rw 04 no, RT.12/RW.3","","","0838-9721-3386","","Rute","","","","","",""
"https://www.google.com/maps/place/Mels+Minimart/data=!4m7!3m6!1s0x2e69f6225540860d:0x1c077e79e427dc19!8m2!3d-6.1442497!4d106.7913732!16s%2Fg%2F11gfdbwv_j!19sChIJDYZAVSL2aS4RGdwn5Hl-Bxw?authuser=0&hl=id&rclk=1","Mels Minimart","4,2","(5)","Toko bahan makanan","·","","Jl. Pada Mulya No.19 5, RT.5/RW.9","","Tutup","","","Rute","","","· Buka Min pukul 07.00","","",""
"https://www.google.com/maps/place/S%27MART+jayakarta/data=!4m7!3m6!1s0x2e69f5feff084161:0xa24813cf0c9f3e8f!8m2!3d-6.1384949!4d106.8208772!16s%2Fg%2F11fyxfs8x_!19sChIJYUEI__71aS4Rjz6fDM8TSKI?authuser=0&hl=id&rclk=1","S'MART jayakarta","4,6","(16)","Toko bahan makanan","·","","Jl. Pangeran Jayakarta No.45 Blok A 5, RT.1/RW.2","","Buka","","","Rute","","Belanja di toko","· Tutup Min pukul 04.30","","",""
"https://www.google.com/maps/place/SPBU+Shell+Pos+Pengumben+1/data=!4m7!3m6!1s0x2e69f72ba12a99c5:0x5680be9ddffeea29!8m2!3d-6.2163637!4d106.7666004!16s%2Fg%2F1tg97sns!19sChIJxZkqoSv3aS4RKer-352-gFY?authuser=0&hl=id&rclk=1","SPBU Shell Pos Pengumben 1","4,4","(1.430)","Pom bensin/SPBU","·","","Jl. Raya Pos Pengumben Raya No.168 1, RT.1/RW.6","Segera tutup","·","(021) 53679677","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Oli motornya lengkap, harga oke banget.""","· 00.00 · Buka Min pukul 06.00","http://www.shell.co.id/","","Rute"
"https://www.google.com/maps/place/Gorong+Minimarket/data=!4m7!3m6!1s0x2e69f70d1fa94ca3:0x2c308da95afad698!8m2!3d-6.1681022!4d106.7260959!16s%2Fg%2F11s329ykbj!19sChIJo0ypHw33aS4RmNb6WqmNMCw?authuser=0&hl=id&rclk=1","Gorong Minimarket","5,0","(3)","Toko bahan makanan","·","","Basement Menara PLN, Jl. Outer Ring Road, RT.1/RW.1","·","Tutup","0882-9364-5004","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""harga bersaing dan lumayan lengkap""","· Buka Sen pukul 08.00","","",""
"https://www.google.com/maps/place/Kobi+Mart/data=!4m7!3m6!1s0x2e69f5a2074d244f:0x6188ec484d45c66b!8m2!3d-6.1817536!4d106.8180413!16s%2Fg%2F11g0qtcftq!19sChIJTyRNB6L1aS4Ra8ZFTUjsiGE?authuser=0&hl=id&rclk=1","Kobi Mart","4,8","(6)","Toko bahan makanan","·","","RR99+76V, RT.2/RW.3","","Tutup","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""belanja hemat""","· Buka Sen pukul 07.30","","",""
"https://www.google.com/maps/place/Om+John%27s+Mart/data=!4m7!3m6!1s0x2e69f1499e478953:0x30f8f38622fa0750!8m2!3d-6.2220972!4d106.8015876!16s%2Fg%2F11g_tkspvq!19sChIJU4lHnknxaS4RUAf6Iobz-DA?authuser=0&hl=id&rclk=1","Om John's Mart","","","Toko bahan makanan","·","","Jl. Pintu Satu Senayan No.1, RT.1/RW.3","·","Tutup","0811-6439-1007","","Rute","","","· Buka Min pukul 08.00","","",""
"https://www.google.com/maps/place/Good+Mart/data=!4m7!3m6!1s0x2e69f15f29e908fb:0x387e65b5163fa4ab!8m2!3d-6.2333417!4d106.8149537!16s%2Fg%2F1ptxxdtt7!19sChIJ-wjpKV_xaS4Rq6Q_FrVlfjg?authuser=0&hl=id&rclk=1","Good Mart","4,9","(177)","Minimarket","·","","Jl. Bakti No.1, RT.1/RW.6","·","Tutup","(021) 7261816","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus banget tempatnya, barangnya lengkap""","· Buka Min pukul 09.00","","",""
"https://www.google.com/maps/place/BIMART+Minimarket/data=!4m7!3m6!1s0x2e69f9d1a72df6cd:0x2a21f88e153aba08!8m2!3d-6.1637397!4d106.7197509!16s%2Fg%2F11hst931_l!19sChIJzfYtp9H5aS4RCLo6FY74ISo?authuser=0&hl=id&rclk=1","BIMART Minimarket","5,0","(2)","Minimarket","·","","3, RT.3/RW.11","","Tutup","","","Rute","","Belanja di toko","· Buka Min pukul 08.00","","",""
"https://www.google.com/maps/place/Warung+Darno+24+Jam/data=!4m7!3m6!1s0x2e69f37a51a1ca4b:0xa84303433d63e8a3!8m2!3d-6.2379901!4d106.8240686!16s%2Fg%2F11h2h0kcn9!19sChIJS8qhUXrzaS4Ro-hjPUMDQ6g?authuser=0&hl=id&rclk=1","Warung Darno 24 Jam","5,0","(3)","Toko bahan makanan","·","","QR6F+RJ5, Jl. Kuningan Barat Raya No.6, RT.6/RW.3","","Buka 24 jam","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alhamdulillah banyak membantu bagi mereka yang membutuhkan""","","","",""
"https://www.google.com/maps/place/Warna+Warni+Mini+Mart/data=!4m7!3m6!1s0x2e69f76cc743f439:0x461e62492b3c7968!8m2!3d-6.1926322!4d106.8177846!16s%2Fg%2F11gjsz6hk3!19sChIJOfRDx2z3aS4RaHk8K0liHkY?authuser=0&hl=id&rclk=1","Warna Warni Mini Mart","","","Toko bahan makanan","·","","Jl. Kebon Kacang 41 No.16 3, RT.14/RW.8","·","Tutup","0878-7837-871","","Rute","","","· Buka Min pukul 06.30","","",""
"https://www.google.com/maps/place/Center+Market/data=!4m7!3m6!1s0x2e69f169895ab145:0xf6353f7a11bf1a22!8m2!3d-6.152922!4d106.8135743!16s%2Fg%2F11fk48hsrv!19sChIJRbFaiWnxaS4RIhq_EXo_NfY?authuser=0&hl=id&rclk=1","Center Market","5,0","(1)","Toko bahan makanan","·","","Jl. Kp. Jawa Kb. Sayur Jl. Kp. Jawa Kebun Sayur Gg. 4 No.7 2, RT.3/RW.10","","Tutup","","","Rute","","Pesan antar","· Buka Min pukul 07.30","","",""
"https://www.google.com/maps/place/AM+PM+-+Impulse+Mini+Market/data=!4m7!3m6!1s0x2e69f6a9ce499723:0x77106c4f0b0e9905!8m2!3d-6.2108274!4d106.8155136!16s%2Fg%2F1hc433dm5!19sChIJI5dJzqn2aS4RBZkOC09sEHc?authuser=0&hl=id&rclk=1","AM PM - Impulse Mini Market","","","Minimarket","·","","Jl. K.H. Mas Mansyur No.126 Lantai 2","·","Tutup","(021) 5723758","","Rute","","","· Buka Sen pukul 07.00","","",""
"https://www.google.com/maps/place/Yanto+Mart/data=!4m7!3m6!1s0x2e69f7ffaf6f7545:0xaff9d7f3a9483939!8m2!3d-6.1632596!4d106.8127751!16s%2Fg%2F11l5h4y_3v!19sChIJRXVvr__3aS4ROTlIqfPX-a8?authuser=0&hl=id&rclk=1","Yanto Mart","","","Minimarket","","","","","","0818-0480-0997","","Rute","","","","","",""
"https://www.google.com/maps/place/Senang+Hati+Mart/data=!4m7!3m6!1s0x2e69f60bd56b84fb:0x92909923f2c7f3e3!8m2!3d-6.15124!4d106.8138185!16s%2Fg%2F11b8_g66mv!19sChIJ-4Rr1Qv2aS4R4_PH8iOZkJI?authuser=0&hl=id&rclk=1","Senang Hati Mart","4,1","(9)","Minimarket","·","","no Jl. Keamanan No.84 13, RT.13/RW.3","·","Tutup","0811-9918-469","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mulai lengkap""","· Buka Min pukul 07.00","","",""
"https://www.google.com/maps/place/Smart+Minimarket/data=!4m7!3m6!1s0x2e6a1dff84869b9d:0xd86ebfefced603c4!8m2!3d-6.1354646!4d106.8150735!16s%2Fg%2F11bzrnyqqn!19sChIJnZuGhP8dai4RxAPWzu-_btg?authuser=0&hl=id&rclk=1","Smart Minimarket","4,3","(6)","Toko sembako pemerintah","·","","Jl. Lada Dalam No.1","·","Tutup","(021) 6904563","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan nya mantap , bersih 🤩🤩""","· Buka Sen pukul 07.00","","",""
"https://www.google.com/maps/place/Indomaret+Kebon+Kacang/data=!4m7!3m6!1s0x2e69f4209d13e713:0x536ffbbf049ed787!8m2!3d-6.1937652!4d106.8179686!16s%2Fg%2F1yh5t93hy!19sChIJE-cTnSD0aS4Rh9eeBL_7b1M?authuser=0&hl=id&rclk=1","Indomaret Kebon Kacang","3,0","(44)","Minimarket","·","","·","Buka 24 jam","Jl. Kebon Kacang Raya No.21, RT.4/RW.8","(021) 1500580","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada no kepala toko nya gak atau no karyawan nya""","","https://indomaret.co.id/utama/promosi/super-hemat.html","","Rute"
"https://www.google.com/maps/place/HOKKI+MART/data=!4m7!3m6!1s0x2e69f7000e3bf255:0x76b7c80295ac4605!8m2!3d-6.148926!4d106.8081349!16s%2Fg%2F11y5q6qnpf!19sChIJVfI7DgD3aS4RBUaslQLIt3Y?authuser=0&hl=id&rclk=1","HOKKI MART","5,0","(1)","Minimarket","·","","Jl. Pekapuran VII No.6, RT.2/RW.2","","Tutup","","","Rute","","","· Buka Min pukul 08.00","","",""
"https://www.google.com/maps/place/K0109.+Mini+Market+Ino+Mart/data=!4m7!3m6!1s0x2e69f0de746326db:0x226a58b149906065!8m2!3d-6.2382201!4d106.7649318!16s%2Fg%2F1pzr_745b!19sChIJ2yZjdN7waS4RZWCQSbFYaiI?authuser=0&hl=id&rclk=1","K0109. Mini Market Ino Mart","","","Minimarket","·","","Ruko Petos Junction 8, No. 1, Larangan, Perumahan Puri Beta II, RT.7/RW.5","·","Tutup","(021) 7312156","","Rute","","","· Buka Min pukul 06.00","","",""
"","","","","","","","","","","","","","","","","","",""
