"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","doJOZc","W4Efsd 7"
"https://www.google.com/maps/place/Foto+copy+Andini/data=!4m7!3m6!1s0x2e69f728e96ffb7d:0x547ba05cbce27d0!8m2!3d-6.1540198!4d106.8134522!16s%2Fg%2F11gr44vt18!19sChIJfftv6Sj3aS4R0CfOywW6RwU?authuser=0&hl=id&rclk=1","Foto copy Andini","5,0","(7)","Toko Alat Tulis Kantor","·","Jl. Kp. Jawa Kb. Sayur No.1 15, RT.10/RW.10","·","Tutup","· Buka Min pukul 06.30","0853-1221-9820","","Rute","","","",""
"https://www.google.com/maps/place/JOURNEY+FOTOCOPY/data=!4m7!3m6!1s0x2e69f790a3d1bd45:0xf7f6a6197c481b84!8m2!3d-6.1521386!4d106.7976167!16s%2Fg%2F11hz3hv6mz!19sChIJRb3Ro5D3aS4RhBtIfBmm9vc?authuser=0&hl=id&rclk=1","JOURNEY FOTOCOPY","4,8","(4)","Toko Alat Tulis Kantor","·","Jl. Jembatan Besi Raya Jl. Jembatan Besi VIII No.10, RT.5/RW.3","·","Tutup","· Buka Min pukul 08.00","0859-6065-3204","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pengunjung ramai tapi tempatnya kecil & sempit.""","",""
"https://www.google.com/maps/place/ALBAROKAH+FOTOCOPY,+Cetak+Foto+Terdekat+dimeruya/data=!4m7!3m6!1s0x2e69f7d9cd2c7237:0xe89f1f6197aabafe!8m2!3d-6.1988299!4d106.7389587!16s%2Fg%2F11q889nwwx!19sChIJN3Iszdn3aS4R_rqql2Efn-g?authuser=0&hl=id&rclk=1","ALBAROKAH FOTOCOPY, Cetak Foto Terdekat dimeruya","4,1","(14)","Toko Fotokopi","·","SMPN 134, RT.18/RW.4","·","Tutup","· Buka Min pukul 07.30","0816-413-003","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya oke banget makanya sering kesini heheh""","",""
"https://www.google.com/maps/place/Aqmar+Fotocopy/data=!4m7!3m6!1s0x2e69f7002536704b:0x4f456c30ae33afc0!8m2!3d-6.1910734!4d106.8077256!16s%2Fg%2F11y5shdvtw!19sChIJS3A2JQD3aS4RwK8zrjBsRU8?authuser=0&hl=id&rclk=1","Aqmar Fotocopy","5,0","(14)","Toko Fotokopi","·","Jl. Petamburan I No.44, RT.5/RW.2","·","Tutup","· Buka Min pukul 08.00","0838-9771-9977","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kak ada no wa yg bisa dihubungi?""","",""
"https://www.google.com/maps/place/SAS+FOTO+COPY/data=!4m7!3m6!1s0x2e69f7e82a510919:0xe29baf6598a4b8c!8m2!3d-6.153859!4d106.747674!16s%2Fg%2F11f9y5pb6f!19sChIJGQlRKuj3aS4RjEuKWfa6KQ4?authuser=0&hl=id&rclk=1","SAS FOTO COPY","2,4","(24)","Toko Alat Tulis","·","Jl. Pedongkelan Raya No.RT. 01, RT.3/RW.13","·","Tutup","· Buka Min pukul 09.00","0812-9275-079","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekommended buat nge-print, fotocopy, dan buat beli raket bulutangkis :)""","",""
"https://www.google.com/maps/place/Foto+Copy+Ceria/data=!4m7!3m6!1s0x2e69f7f10527111b:0x2f5bd995ba1010f6!8m2!3d-6.1493839!4d106.7180955!16s%2Fg%2F1tlzrql5!19sChIJGxEnBfH3aS4R9hAQupXZWy8?authuser=0&hl=id&rclk=1","Foto Copy Ceria","4,3","(24)","Toko Fotokopi","·","Jl. Sumur Bor No.101a, RT.6/RW.12","·","Buka","· Tutup pukul 00.00","(021) 5453836","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masih buka mantap jam 23:33 wib""","",""
"https://www.google.com/maps/place/Khawarizmi+Fotokopi+Printing+Stationary/data=!4m7!3m6!1s0x2e69f10014826f27:0x5e8f80813c01b3a!8m2!3d-6.2341529!4d106.7514578!16s%2Fg%2F11vm4sn3ng!19sChIJJ2-CFADxaS4ROhvAEwj46AU?authuser=0&hl=id&rclk=1","Khawarizmi Fotokopi Printing Stationary","5,0","(1)","Toko Fotokopi","·","QQ82+8HP, Jl. Mesjid Darul Falah, RT.8/RW.3","","","","","","Rute","","","",""
"https://www.google.com/maps/place/Fotokopi+Cahaya+Mandiri+Prima+Graha/data=!4m7!3m6!1s0x2e69f1d1d77c6d87:0x63e248b89f8be631!8m2!3d-6.2469408!4d106.7896413!16s%2Fg%2F11fcs4rkp0!19sChIJh21819HxaS4RMeaLn7hI4mM?authuser=0&hl=id&rclk=1","Fotokopi Cahaya Mandiri Prima Graha","3,6","(29)","Toko Fotokopi","·","·","Jl. Gandaria 1 No.19 1, RT.1/RW.10","Buka 24 jam","","(021) 7234722","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Buka 24 jam, pelayanan cepat dan harga sangat terjangkau""","","·"
"https://www.google.com/maps/place/COPAS+-+Fotokopi+%26+Jilid/data=!4m7!3m6!1s0x2e69f1003be7a641:0x67b04ae975646e7c!8m2!3d-6.2249052!4d106.8058124!16s%2Fg%2F11n458q6l6!19sChIJQabnOwDxaS4RfG5kdelKsGc?authuser=0&hl=id&rclk=1","COPAS - Fotokopi & Jilid","5,0","(2)","Toko Alat Tulis Kantor","·","Graha CIMB Niaga, Jl. Jenderal Sudirman No.Kav 58, RT.5/RW.3","·","Tutup","· Buka Sen pukul 08.00","0858-1766-4826","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Satu satunya toko ATK dan","",""
"https://www.google.com/maps/place/KLANDATA+2+-+Toko+ATK,+Print+%26+Fotokopi/data=!4m7!3m6!1s0x2e69f7c294a86241:0x325fe61ecf3c504e!8m2!3d-6.1684058!4d106.7237767!16s%2Fg%2F11ydr3bbdd!19sChIJQWKolML3aS4RTlA8zx7mXzI?authuser=0&hl=id&rclk=1","KLANDATA 2 - Toko ATK, Print & Fotokopi","5,0","(1)","Toko Fotokopi","·","Jl. Raya Duri Kosambi No.69B","Segera tutup","· 23.00 · Buka Min pukul 12.00","·","0812-4724-5367","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lingkungan yg nyaman dan warganya ramah""","",""
"https://www.google.com/maps/place/AGFA+Fotokopi/data=!4m7!3m6!1s0x2e69f78459c9470f:0x6cf1613e0e556f54!8m2!3d-6.1626269!4d106.7414086!16s%2Fg%2F11gj4qbw2g!19sChIJD0fJWYT3aS4RVG9VDj5h8Ww?authuser=0&hl=id&rclk=1","AGFA Fotokopi","4,8","(6)","Toko Perlengkapan Rumah","·","·","Jl. Kedele Raya No.88CL, RT.9/RW.6","Tutup","· Buka Min pukul 08.00","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan cepat dan bagus""","",""
"https://www.google.com/maps/place/La-Ziza+Foto+Copy/data=!4m7!3m6!1s0x2e69f647020a1221:0x16205fea5c0bf69!8m2!3d-6.1598734!4d106.7867487!16s%2Fg%2F11bv38fg8t!19sChIJIRIKAkf2aS4Rab_Apf4FYgE?authuser=0&hl=id&rclk=1","La-Ziza Foto Copy","4,3","(15)","Toko Fotokopi","·","·","Jl. Latumenten 3 Barat No.61, RT.5/RW.5","Tutup","· Buka Min pukul 08.00","(021) 25561262","","Rute","","","","·"
"https://www.google.com/maps/place/QQ+Fotocopy/data=!4m7!3m6!1s0x2e69f6174bb525f9:0xc7a5827959267abc!8m2!3d-6.1476147!4d106.7998601!16s%2Fg%2F11gczd3w8m!19sChIJ-SW1Sxf2aS4RvHomWXmCpcc?authuser=0&hl=id&rclk=1","QQ Fotocopy","4,8","(13)","Toko Fotokopi","·","·","Jl. Angke Indah No.157 7, RT.14/RW.2","Tutup","· Buka Min pukul 08.00","0838-9615-387","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fotocopy lengkap banget yang kita butuh ada semua.semangat AbangQ""","","·"
"","","","","","","","","","","","","","","","",""
