"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1","W4Efsd 7"
"https://www.google.com/maps/place/A%26W+MX+Mall+Lt.+Dasar/data=!4m7!3m6!1s0x2e788278c49984fd:0x591697285eded2c3!8m2!3d-7.9563404!4d112.6179029!16s%2Fg%2F11rq201zcf!19sChIJ_YSZxHiCeC4Rw9LeXiiXFlk?authuser=0&hl=id&rclk=1","A&W MX Mall Lt. Dasar","4,6","(309)","·","Rp 50–75 rb","Makanan Siap Saji","","","","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG_-c5Jopjwby7DC7ENrMxwW8uJHj6aEBAn9HBuOnqKSYaBQ61go3FBGSYGnuLkmGpEK5IZE8t8LAZweyubqJEeXRjTGs29v_AUQn686EAo9td8JgVwkf1qcFgFtB0co1-qvqNbiaRC8qgs=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fried chicken paling enak dibanding yg sejenis/sekelasnya.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFycTIwMXpjZhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=WS32aYSqMtHB4-EPt6jIkAM&ei=WS32aYSqMtHB4-EPt6jIkAM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 10.00"
"https://www.google.com/maps/place/Murni+Frozen+Food/data=!4m7!3m6!1s0x2e788279207601f1:0x8e5b6255e4ca2edb!8m2!3d-7.9559976!4d112.6169189!16s%2Fg%2F11b6v5rps6!19sChIJ8QF2IHmCeC4R2y7K5FViW44?authuser=0&hl=id&rclk=1","Murni Frozen Food","5,0","(1)","","","Makanan","·","","2JV8+JQ3, Jl. Cikampek","","Tutup","https://lh3.googleusercontent.com/gps-proxy/ALd4DhE63ZK2sjV5CThtADu7wcdhox-_-GtXXGoYyFsadb1gyjIfQ87Zqq0XmA8CAw3ZTFPdyBFOgS4vXlyq-ps3vayUhHBOl2CI55xP0dO1bRdZGJtRFCekXy3iJIK1Hy9JxbSaYt7XDrZbBOqL7-ObrYi3AHWvcuY2P8LxxaoviRCFb75yUI2l5Kr93m9RxPXhb4OU49o=w122-h92-k-no","","","","","","","","· Buka Min pukul 09.00"
"https://www.google.com/maps/place/Lava+Cheese+Fried+Chicken+-+Cengkeh+Malang/data=!4m7!3m6!1s0x2dd62900702fc4f3:0x88326587c510a574!8m2!3d-7.945711!4d112.621039!16s%2Fg%2F11vyvrhdsr!19sChIJ88QvcAAp1i0RdKUQxYdlMog?authuser=0&hl=id&rclk=1","Lava Cheese Fried Chicken - Cengkeh Malang","4,2","(1.036)","·","Rp 1–25.000","Ayam Goreng","·","","·","Jl. Cengkeh No.59D","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_XUEsaBsVZ-lNuYcvURSIqEn37XQcTt6ROGGa2yXMNzfXoyc25P1vBgitRozbXW_YmUBbFwdkEYQPde6H8ce_NheETeFu9tgnrmhJNhiAUfToz3qPYZfvzt5x_WrdoHVkX2N9=w96-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak dan murah, cocok untuk kantong mahasiswa.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2eXZyaGRzchgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=WS32aYSqMtHB4-EPt6jIkAM&ei=WS32aYSqMtHB4-EPt6jIkAM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 08.45"
"https://www.google.com/maps/place/HokBen+Malang+Town+Square/data=!4m7!3m6!1s0x2e78827f4ba506cd:0x21fde02e95e504b0!8m2!3d-7.9572631!4d112.6189597!16s%2Fg%2F11b6dp6c32!19sChIJzQalS3-CeC4RsATllS7g_SE?authuser=0&hl=id&rclk=1","HokBen Malang Town Square","4,4","(243)","·","Rp 25–50 rb","Makanan Siap Saji","·","","Jl. Veteran No.2 UO08-37","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHiS6NRjM0Bbb6w1l2F7vRl1JIFyD46SHt0Eie0kM1kzfYnXnjI8o0X7AezDePITU39nGtOt0L7ZR72xB7tLjjGaX60TJG8eNDjjdzYay7RHws_E7S5gXGNMMEU4ZVkcJKurqJw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Padahal menu hokben yang paling ditunggu adalah nasi-nya.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmRwNmMzMhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=WS32aYSqMtHB4-EPt6jIkAM&ei=WS32aYSqMtHB4-EPt6jIkAM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 10.00"
"https://www.google.com/maps/place/Richeese+Factory+Transmart+MX/data=!4m7!3m6!1s0x2e7883f1769832f9:0xe4ef26a391189ded!8m2!3d-7.9567427!4d112.6178342!16s%2Fg%2F11wqnn0vsl!19sChIJ-TKYdvGDeC4R7Z0YkaMm7-Q?authuser=0&hl=id&rclk=1","Richeese Factory Transmart MX","4,9","(1.629)","·","Rp 25–50 rb","Makanan Siap Saji","·","","Jl. Veteran No.8","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMxJSeBP3VB00iRcuLplLSe3rJK6tf7vYNVtCVLTjsrKPtpN8duS0Y1xM2e5Ou7gAQCcdcuvvZhTEDUGV3dX3EbV8OIxXIQf4L06Tt7tAkdocNJ-AtH_35MJHLyo9AB0Dn2d46Bw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","makanan","nya enak, service nya juga","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3cW5uMHZzbBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=WS32aYSqMtHB4-EPt6jIkAM&ei=WS32aYSqMtHB4-EPt6jIkAM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 09.00"
"https://www.google.com/maps/place/Hungry+Pizza+Express/data=!4m7!3m6!1s0x2e7883abbe2bfa4d:0xc5e4b65f78ee4038!8m2!3d-7.9568467!4d112.6191518!16s%2Fg%2F11t7h_p0yj!19sChIJTforvquDeC4ROEDueF-25MU?authuser=0&hl=id&rclk=1","Hungry Pizza Express","3,3","(94)","·","Rp 25–50 rb","Stan Pizza","·","","Matos Food Court UG 12-13, Jl. Veteran No.2","","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6rYY8qhqFnfv98lzW1dgDM3fZKB0RbOSsb6dF5MSc6v8NtwhLdLuFMDxF499SR6HqV44ZFP3soiH26IoQF97t9m0787t7jlH07jA4MjBuG2CD54h3UCRIrueXukWmi4aSMVqd=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lava cheese nya enak, ayamnya juicy.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0N2hfcDB5ahgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=WS32aYSqMtHB4-EPt6jIkAM&ei=WS32aYSqMtHB4-EPt6jIkAM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 10.00"
"https://www.google.com/maps/place/Ayam+Geprek+Sa%27i+Soekarno+Hatta/data=!4m7!3m6!1s0x2dd62932a8046e31:0x6069d61269106119!8m2!3d-7.942243!4d112.6213026!16s%2Fg%2F11pzr98537!19sChIJMW4EqDIp1i0RGWEQaRLWaWA?authuser=0&hl=id&rclk=1","Ayam Geprek Sa'i Soekarno Hatta","4,6","(773)","·","Rp 1–25.000","Makanan Siap Saji","·","","·","Jl. Candi Panggung","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGuz3NJJNXowH3H9_KHm096MrrHkkjrpb_935DGiMBp_GX6xr-_ajhtWaBRPnBEtkHvinsAjA4858TRmPPxzGkuqIiNGCMeVr1ribvy-WddazPXuyPbGYsgLKkBbE54JDjKz_5q=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak, harganya juga terjangkau, tempatnya bersih dan nyaman😍😍""","","","","","","· Buka Min pukul 09.00"
"https://www.google.com/maps/place/Kayungyun/data=!4m7!3m6!1s0x2e78826c319f82e3:0xcc49a42000fe7e70!8m2!3d-7.9467964!4d112.6046525!16s%2Fg%2F11b6dppwlw!19sChIJ44KfMWyCeC4RcH7-ACCkScw?authuser=0&hl=id&rclk=1","Kayungyun","4,5","(855)","·","Rp 1–25.000","Bubur","·","","·","Jl. Mertojoyo Sel. No.11 C","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkZ9RHJ5ZAhCAF0EA9dhNSDVZXVcvbZoQJU0jRKD_pa_d8Pk3JsAmT6sZAYlm86_GqsmQ-AE8kR_Pkqn0Js7cphBgqMNFkRhfQl_XPDAcg_nIyhms2lwCgmIHVW2fsrpslLU96=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa enak, harga murah, tempat cukup nyamann""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmRwcHdsdxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=WS32aYSqMtHB4-EPt6jIkAM&ei=WS32aYSqMtHB4-EPt6jIkAM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Warteg+Sari+Rasa+24+Jam+Non+Stop/data=!4m7!3m6!1s0x2e7883c33fc03831:0xa9e158cc573dc572!8m2!3d-7.9638297!4d112.6136241!16s%2Fg%2F11fj5c8krj!19sChIJMTjAP8ODeC4RcsU9V8xY4ak?authuser=0&hl=id&rclk=1","Warteg Sari Rasa 24 Jam Non Stop","4,4","(1.267)","·","Rp 1–25.000","Tegal","·","","·","Jl. Terusan Surabaya No.37","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLtvaJpd8HVAc116HV7kxstyoC9Ppqa9DG7NuXRalfTggLxshO0KIFHrwSNr8cMBK4xqWd_In1l-SD196PTlTej9gx6BuOLI4UN42NR-2qk-Xq3wAt7od9yVuRSh-Im0JHgRO-=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak banget, sering banget kesini, top banget""","","","","","",""
"https://www.google.com/maps/place/Makanan+Cepat+Saji/data=!4m7!3m6!1s0x2dd629a7215074c9:0x99582c021d0b504c!8m2!3d-7.9928216!4d112.6402986!16s%2Fg%2F11fmf1rhw9!19sChIJyXRQIacp1i0RTFALHQIsWJk?authuser=0&hl=id&rclk=1","Makanan Cepat Saji","5,0","(1)","","","Brunch","·","","Perumahan Graha Kota Asri, Jl. Muharto Gg. VB No.11","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8DQnsfAq9Ngn6AbKQcKjzg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=309.1061&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","","",""
"https://www.google.com/maps/place/Jank+Jank+Wings/data=!4m7!3m6!1s0x2e78827455555555:0xaf1b43526f9e5641!8m2!3d-7.9450355!4d112.6204915!16s%2Fg%2F11dfl9ff_9!19sChIJVVVVVXSCeC4RQVaeb1JDG68?authuser=0&hl=id&rclk=1","Jank Jank Wings","4,4","(2.169)","·","Rp 25–50 rb","Makanan Siap Saji","·","","·","Jl. Cengkeh","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGU4kwYzY1UTavPuNQhLQz718Ve_EjHvSRYsz2aKoSbKYbVxoAwEuuu35jfVliAnT7K00h-6TtyNLS1zgWP3K1SneBnU-azr1aOOuaiCq9GxVWcSmQolc98GEfhLWtyGuEUrGnPeQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Favoritku dari jaman sma sampe sekarang, ayamnya enak bangettt~ so juicy!""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFkZmw5ZmZfORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=WS32aYSqMtHB4-EPt6jIkAM&ei=WS32aYSqMtHB4-EPt6jIkAM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 09.00"
"https://www.google.com/maps/place/KFC+Malang+Town+Square/data=!4m7!3m6!1s0x2dd629d5825528e3:0xa157f580b98dfcb2!8m2!3d-7.9573734!4d112.6188289!16s%2Fg%2F1ts2lykd!19sChIJ4yhVgtUp1i0RsvyNuYD1V6E?authuser=0&hl=id&rclk=1","KFC Malang Town Square","4,3","(2.163)","·","Rp 25–50 rb","Makanan Siap Saji","·","","·","Jl. Veteran No.2","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEo2WIbJKgaViSoQ4szxERqTrfy6GIju1MBNcCaEbvMEYNfOubEKcasaJdmqmKeGTgs6jwhT71W6dQRXy1l5slMLytZ-Sq5EsgGlmKkNF1ll3fxkWYQ4jZ2GkytgoKViGz1f1U=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan","cepat",", ayam goreng juicy kulit garing 10/10""","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRzMmx5a2QYAToDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=WS32aYSqMtHB4-EPt6jIkAM&ei=WS32aYSqMtHB4-EPt6jIkAM&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","· Buka Min pukul 09.30"
"https://www.google.com/maps/place/McDonald%27s+Kiosk+Malang+Town+Square/data=!4m7!3m6!1s0x2e788278b3885af1:0x5e044d4b587f9b17!8m2!3d-7.9568856!4d112.6187724!16s%2Fg%2F11c6_c2__4!19sChIJ8VqIs3iCeC4RF5t_WEtNBF4?authuser=0&hl=id&rclk=1","McDonald's Kiosk Malang Town Square","4,3","(154)","·","Rp 25–50 rb","Makanan Siap Saji","·","","Jl. Veteran No.2 LC01-0A","Gerai burger & kentang cepat saji ikonis","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlxP5Wamn-YinzlhDtHzq0MLOFbPcZVIfpxwnQcRvTFaDwgqC57DhOcvXJ_8L4x3XSLbypJmvKVJCl0Tj0FZRYIkjXshg7PyFpJ4CPn7aBloQziHmek2cpraaldb9Hg_NC5H2h=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""mantap sih, cuma antrinya yg kadang bikin ngeri, bnyk yg minat sih""","","","","","","· Buka Min pukul 10.00"
