"hfpxzc href","qBF1Pd","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","Cw1rxd","R8c4Qb","MW4etd","UY7F9","doJOZc","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","W4Efsd 7"
"https://www.google.com/maps/place/Koperasi+Jasa+Pegawai+Republik+Indonesia+Universitas+Brawijaya/data=!4m7!3m6!1s0x2e788273e33ec36f:0x115ad926b4e63c63!8m2!3d-7.9475721!4d112.6130071!16s%2Fg%2F1hm4_mr5y!19sChIJb8M-43OCeC4RYzzmtCbZWhE?authuser=0&hl=id&rclk=1","Koperasi Jasa Pegawai Republik Indonesia Universitas Brawijaya","Koperasi","·","·","Jl. MT. Haryono No.169","Tutup","","Situs Web","4,4","(65)","","·","(0341) 552995","https://kpri.ub.ac.id/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","· Buka Sen pukul 07.00"
"https://www.google.com/maps/place/Toko+Basmalah+Sidogiri+Merjosari+Malang/data=!4m7!3m6!1s0x2e7883380e61e6ef:0x8f3f178ef03e936f!8m2!3d-7.9471821!4d112.6048908!16s%2Fg%2F11n_xzq84z!19sChIJ7-ZhDjiDeC4Rb5M-8I4XP48?authuser=0&hl=id&rclk=1","Toko Basmalah Sidogiri Merjosari Malang","Minimarket","·","Jl. Mertojoyo Sel. No.12","Tutup","· Buka pukul 07.00","","Rute","4,7","(30)","","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tokonya lengkap dan harganya Affordable""",""
"https://www.google.com/maps/place/Indomaret+Jl.+Bunga+Coklat/data=!4m7!3m6!1s0x2dd629df64b12313:0x5aa2a8aefad36f2d!8m2!3d-7.9448627!4d112.6203385!16s%2Fg%2F11cp5j0_n4!19sChIJEyOxZN8p1i0RLW_T-q6oolo?authuser=0&hl=id&rclk=1","Indomaret Jl. Bunga Coklat","Minimarket","·","·","Tutup","· Buka pukul 07.00","","Rute","4,4","(182)","","Jl. Bunga Coklat No.10A","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""belinya cuman aqua eh bayar parkirnya 2k.""",""
"https://www.google.com/maps/place/Alfamart/data=!4m7!3m6!1s0x2e78820d461fdd2d:0x44713468f2b3b64c!8m2!3d-7.9417058!4d112.6092107!16s%2Fg%2F11b6bw1qr_!19sChIJLd0fRg2CeC4RTLaz8mg0cUQ?authuser=0&hl=id&rclk=1","Alfamart","Minimarket","·","·","Tutup","· Buka pukul 07.00","","Rute","3,6","(24)","","Jl. MT. Haryono No.118 Ds","1 500 959","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ati ati ada tukang parkit GHOIB""","·"
"https://www.google.com/maps/place/Griya+Kost+Putra+Ash+Shiddiq/data=!4m7!3m6!1s0x2e788351e48aca1d:0x162ef998db8cf2b3!8m2!3d-7.9476767!4d112.6117918!16s%2Fg%2F11t9vxp0k5!19sChIJHcqK5FGDeC4Rs_KM25j5LhY?authuser=0&hl=id&rclk=1","Griya Kost Putra Ash Shiddiq","Hostel","·","Jl. Watugong II No.27","","","","Rute","4,7","(12)","","","0812-1771-5994","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pokoknya Recomended banget""",""
"https://www.google.com/maps/place/Aneka+rak+minimarket/data=!4m7!3m6!1s0x2e78820ad5c37b83:0x8010d808d7934d7!8m2!3d-7.9416671!4d112.6170019!16s%2Fg%2F11c1xdc4j7!19sChIJg3vD1QqCeC4R1zR5jYANAQg?authuser=0&hl=id&rclk=1","Aneka rak minimarket","Kantor Perusahaan","·","no 24 (tawang anom), Jl. Kalpataru","Tutup","· Buka pukul 08.00","","Rute","4,3","(4)","","·","0811-360-589","","","","","",""
"https://www.google.com/maps/place/Minimarket+Al-Khaibar/data=!4m7!3m6!1s0x2e788211ce550173:0x95e1e720e6585158!8m2!3d-7.9353414!4d112.6070637!16s%2Fg%2F11bv3ms4w8!19sChIJcwFVzhGCeC4RWFFY5iDn4ZU?authuser=0&hl=id&rclk=1","Minimarket Al-Khaibar","Toko bahan makanan","·","·","Tutup","· Buka pukul 07.00","","Rute","4,2","(109)","","Jl. Tata Surya No.5a","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""letaknya di sebelah kampus UNISMA, harga terjangkau, pelayanan baik.""",""
"https://www.google.com/maps/place/Alfamart+SPBU+Puncak+Mandala/data=!4m7!3m6!1s0x2e788307b752e0ab:0x5c40fee96f4fab6b!8m2!3d-7.9643709!4d112.6032885!16s%2Fg%2F11hnm_vvy3!19sChIJq-BStweDeC4Ra6tPb-n-QFw?authuser=0&hl=id&rclk=1","Alfamart SPBU Puncak Mandala","Minimarket","·","·","Buka 24 jam","","","Rute","2,4","(68)","","Jl Puncak Mandala A3-573812, Kel","(021) 1500959","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Barangnya komplit pelayanan ramah parkir luas harga bersahabat""","·"
"https://www.google.com/maps/place/Alfamart+Himalaya+Malang/data=!4m7!3m6!1s0x2e7882611f4f219f:0x63529c8f92f01427!8m2!3d-7.9594454!4d112.5992535!16s%2Fg%2F1ptyn5yfg!19sChIJnyFPH2GCeC4RJxTwko-cUmM?authuser=0&hl=id&rclk=1","Alfamart Himalaya Malang","Minimarket","·","·","Buka 24 jam","","","Rute","4,3","(182)","","Jl. Raya Candi VD","0815-1120-5409","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya standar dan terkadang ada promo khusus.""","·"
"https://www.google.com/maps/place/Airy+Syariah+Lowokwaru+Raya+Sumbersari+2+Malang/data=!4m10!3m9!1s0x2e78834ab4ddaa8f:0xf50f9079fcb03bbe!5m2!4m1!1i2!8m2!3d-7.9528982!4d112.6095454!16s%2Fg%2F11gsbhv22m!19sChIJj6rdtEqDeC4Rvjuw_HmQD_U?authuser=0&hl=id&rclk=1","Airy Syariah Lowokwaru Raya Sumbersari 2 Malang","Hotel bintang 2","","","","","","Rute","4,3","(109)","","","0804 111 2479","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus dan murah""",""
"https://www.google.com/maps/place/Griya+Brawijaya/data=!4m7!3m6!1s0x2e788279bc8265a3:0x1b24a2c06bbd25de!8m2!3d-7.953969!4d112.615764!16s%2Fg%2F1hhn6j6cq!19sChIJo2WCvHmCeC4R3iW9a8CiJBs?authuser=0&hl=id&rclk=1","Griya Brawijaya","Asrama Pelajar","·","·","Jl. Veteran No.6B","","","Situs Web","4,4","(715)","","","0811-3660-360","http://griyabrawijaya.ub.ac.id/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bersih, ada",""
"https://www.google.com/maps/place/Minimarket+Kopma+UM/data=!4m7!3m6!1s0x2e7883fb9bfc7c03:0xf3815dcfa8a1f14c!8m2!3d-7.9642079!4d112.6185922!16s%2Fg%2F11hj9w0k5s!19sChIJA3z8m_uDeC4RTPGhqM9dgfM?authuser=0&hl=id&rclk=1","Minimarket Kopma UM","Koperasi","·","Jl. Semarang No.5","","","","Rute","5,0","(1)","","","","","","","","",""
"https://www.google.com/maps/place/Indomaret+Puncak+Esberg/data=!4m7!3m6!1s0x2e788261b7462a4f:0x33e305ace6792dee!8m2!3d-7.9604998!4d112.5989125!16s%2Fg%2F1pzwkhzxf!19sChIJTypGt2GCeC4R7i155qwF4zM?authuser=0&hl=id&rclk=1","Indomaret Puncak Esberg","Minimarket","·","·","Jl. Esberg No.8a","Buka 24 jam","","Situs Web","3,4","(79)","","·","(0341) 752223","http://indomaret.co.id/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga di indomaret sini agak mahal daeipada indomaret lainnya.""",""
"https://www.google.com/maps/place/OYO+Life+2744+Guest+House+Qudsi/data=!4m10!3m9!1s0x2e788272130ca679:0x93522acbd46484d5!5m2!4m1!1i2!8m2!3d-7.946317!4d112.6089672!16s%2Fg%2F11c5d8wjgv!19sChIJeaYME3KCeC4R1YRk1MsqUpM?authuser=0&hl=id&rclk=1","OYO Life 2744 Guest House Qudsi","Hotel bintang 2","","","","","","Situs Web","4,1","(183)","","","(021) 29707601","https://www.oyorooms.com/94026/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga : Fee early check in oke.""",""
"https://www.google.com/maps/place/AHASS+Kharisma+Motor/data=!4m7!3m6!1s0x2e7883c19cf8f52f:0xb6da8cd4bcb88fd4!8m2!3d-7.9455233!4d112.6077884!16s%2Fg%2F11f8dm65k0!19sChIJL_X4nMGDeC4R1I-4vNSM2rY?authuser=0&hl=id&rclk=1","AHASS Kharisma Motor","Bengkel Sepeda Motor","·","·","Tutup","· Buka pukul 08.00","","Rute","4,4","(521)","","Jl. Simpang Gajayana No.611 kav T","0813-3355-9899","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan bagus, ruang tunggu AC dan ada TV, wifi gratis.""","·"
"https://www.google.com/maps/place/Omahkoe+guesthouse/data=!4m10!3m9!1s0x2e78827ca12c9ecb:0xdec1e3daf9d7daf7!5m2!4m1!1i2!8m2!3d-7.957439!4d112.6100354!16s%2Fg%2F11b6dg7m8n!19sChIJy54soXyCeC4R99rX-drjwd4?authuser=0&hl=id&rclk=1","Omahkoe guesthouse","Hotel bintang 3","","","","","","Situs Web","4,4","(583)","","","(0341) 556244","https://book-directonline.com/properties/OmahkoeGuesthouseDIRECT","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat yang strategis dekat tempat kuliner, laundry dan",""
"https://www.google.com/maps/place/LOG+Mart+Dinoyo/data=!4m7!3m6!1s0x2e7883873aa18605:0xc03990b46a91c580!8m2!3d-7.9378551!4d112.6073474!16s%2Fg%2F11rv1txf5_!19sChIJBYahOoeDeC4RgMWRarSQOcA?authuser=0&hl=id&rclk=1","LOG Mart Dinoyo","Minimarket","·","Jl. MT. Haryono No.195-197","Tutup","· Buka pukul 10.00","","Rute","4,5","(8)","","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""",""
"https://www.google.com/maps/place/Celine+Mart/data=!4m7!3m6!1s0x2dd629fcbb4a49b3:0x6978dce25a94c6d5!8m2!3d-7.951169!4d112.6330816!16s%2Fg%2F11txgl92lp!19sChIJs0lKu_wp1i0R1caUWuLceGk?authuser=0&hl=id&rclk=1","Celine Mart","Toko Swalayan","·","Jl. Kalpataru No.2","Buka 24 jam","","","Rute","4,3","(6)","","·","0818-820-880","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lokasi strategis harga ekonomis""",""
"https://www.google.com/maps/place/Ali+Mart+Akordion/data=!4m7!3m6!1s0x2e7883fc673a009d:0xe398f40abede9772!8m2!3d-7.9336209!4d112.6138773!16s%2Fg%2F11n_692hkb!19sChIJnQA6Z_yDeC4Rcpfevgr0mOM?authuser=0&hl=id&rclk=1","Ali Mart Akordion","Minimarket","·","·","Tutup","· Buka pukul 07.00","","Rute","4,2","(13)","","Jl. Akordion Timur No.10","0896-7472-4700","","","","","Belanja di toko","·"
"https://www.google.com/maps/place/Indomaret+Merjosari/data=!4m7!3m6!1s0x2e7882119af205c9:0xc279723c869b1003!8m2!3d-7.9428346!4d112.6025648!16s%2Fg%2F1hm4gvmn_!19sChIJyQXymhGCeC4RAxCbhjxyecI?authuser=0&hl=id&rclk=1","Indomaret Merjosari","Minimarket","·","·","3J43+V28, Jl. Joyo Utomo","Tutup","","Situs Web","4,1","(84)","","","","http://indomaret.co.id/","","Rute","","Pesan antar","· Buka pukul 07.00"
"https://www.google.com/maps/place/Minimarket+Barokah/data=!4m7!3m6!1s0x2e78839ac95f5f11:0x181a8a8c55f71b3c!8m2!3d-7.9360686!4d112.6065387!16s%2Fg%2F11kq9jks74!19sChIJEV9fyZqDeC4RPBv3VYyKGhg?authuser=0&hl=id&rclk=1","Minimarket Barokah","Minimarket","·","Jl. Tata Surya","Tutup","· Buka Sen pukul 08.30","","Rute","","","","·","0813-3326-9384","","","","","",""
"https://www.google.com/maps/place/Indomaret+Gading+Kasri/data=!4m7!3m6!1s0x2e788286d19a3bb1:0x8c52b4a9e31af51c!8m2!3d-7.9655136!4d112.6134376!16s%2Fg%2F11b697klkh!19sChIJsTua0YaCeC4RHPUa46m0Uow?authuser=0&hl=id&rclk=1","Indomaret Gading Kasri","Minimarket","·","·","2JM7+Q9W, Jl. Galunggung","Tutup","","Situs Web","4,2","(75)","","·","(0341) 553779","http://indomaret.com/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Umumnya indomaret, lengkap dan lumayan harganya""","· Buka pukul 06.30"
"https://www.google.com/maps/place/FamilyMart+Galunggung+Malang/data=!4m7!3m6!1s0x2e78833b7963db5d:0xe3534d6034de7b51!8m2!3d-7.967377!4d112.6137681!16s%2Fg%2F11y82f7kj6!19sChIJXdtjeTuDeC4RUXveNGBNU-M?authuser=0&hl=id&rclk=1","FamilyMart Galunggung Malang","Minimarket","·","Jl. Galunggung No.58","","Tutup","","Situs Web","3,0","(101)","","","","https://www.instagram.com/familymartid/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat menjunjung tinggi konsep omotenashi khas FamilyMart.""","· Buka pukul 07.00"
"https://www.google.com/maps/place/Smesco+Mart/data=!4m7!3m6!1s0x2dd629c4b6199eef:0xe7a7fefd8b058221!8m2!3d-7.9471982!4d112.6318106!16s%2Fg%2F1hm5msj_8!19sChIJ754ZtsQp1i0RIYIFi_3-p-c?authuser=0&hl=id&rclk=1","Smesco Mart","Minimarket","·","·","Tutup","· Buka pukul 07.00","","Rute","4,2","(63)","","Jl. Cengger Ayam No.25","0851-0217-8989","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah.""","·"
"https://www.google.com/maps/place/Indomaret/data=!4m7!3m6!1s0x2dd62963586aae11:0x1c402469da9708c4!8m2!3d-7.9567464!4d112.6226611!16s%2Fg%2F11fsmd07z4!19sChIJEa5qWGMp1i0RxAiX2mkkQBw?authuser=0&hl=id&rclk=1","Indomaret","Minimarket","·","·","Jl. Mayjend Panjaitan No.129","Tutup","","Situs Web","4,4","(229)","","","","https://www.klikindomaret.com/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkaop dan sangat murah""","· Buka pukul 07.00"
"https://www.google.com/maps/place/TOKO+FAHMI+24+JAM+-+Sembako+Lengkap/data=!4m7!3m6!1s0x2dd6293ec32f9a27:0xe46660d43c97bfaa!8m2!3d-7.9580041!4d112.6314954!16s%2Fg%2F11vt8dbv79!19sChIJJ5ovwz4p1i0Rqr-XPNRgZuQ?authuser=0&hl=id&rclk=1","TOKO FAHMI 24 JAM - Sembako Lengkap","Minimarket","·","Jl. Mawar No.19","Buka 24 jam","","","Rute","4,9","(15)","","·","0821-2407-5381","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""toko nya super lengkap
pelayanan ny juga okee bgt""",""
"https://www.google.com/maps/place/Kost+putri+griya+cinderella/data=!4m7!3m6!1s0x2e7883bae6973eef:0x1bf970c3a0f20273!8m2!3d-7.9462944!4d112.6124322!16s%2Fg%2F11mwy6kjn6!19sChIJ7z6X5rqDeC4RcwLyoMNw-Rs?authuser=0&hl=id&rclk=1","Kost putri griya cinderella","Rumah wisata","·","Jl. MT. Haryono No.119","","","","Rute","4,9","(48)","","","0813-3400-9797","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dekat sama tempat kuliner, alfamart, indomart dan Mall""",""
"https://www.google.com/maps/place/Indomaret+Bukit+Barisan/data=!4m7!3m6!1s0x2e7882850a6b05fd:0x4091c4cd9c1e9d92!8m2!3d-7.9704684!4d112.609875!16s%2Fg%2F11b6d63r5y!19sChIJ_QVrCoWCeC4Rkp0enM3EkUA?authuser=0&hl=id&rclk=1","Indomaret Bukit Barisan","Minimarket","·","·","2JH5+RW9, Jl. Bukit Barisan","Buka 24 jam","","Situs Web","3,9","(74)","","·","(0341) 563228","https://indomaret.co.id/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Well, paling dekat dengan kostan walaupun ga terlalu lengkap""",""
"https://www.google.com/maps/place/Indomaret+Bungur/data=!4m7!3m6!1s0x2dd629cc79bdf48b:0xeb185c254224f323!8m2!3d-7.955103!4d112.6313629!16s%2Fg%2F1hm6fd7fg!19sChIJi_S9ecwp1i0RI_MkQiVcGOs?authuser=0&hl=id&rclk=1","Indomaret Bungur","Minimarket","·","·","2JVJ+XG5, Jl. Bungur","Buka 24 jam","","Situs Web","3,8","(69)","","·","0816-1500-580","http://www.indomaret.co.id/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Di etalase harga ada promo, ternyata ga struk gaada.""",""
"https://www.google.com/maps/place/Lucky+Mart+Fresh+Market/data=!4m7!3m6!1s0x2e7883d6212c0c2b:0x50937a4dac95520b!8m2!3d-7.9655535!4d112.5934545!16s%2Fg%2F11sbbb4j81!19sChIJKwwsIdaDeC4RC1KVrE16k1A?authuser=0&hl=id&rclk=1","Lucky Mart Fresh Market","Minimarket","·","Ruko Elpico Mall 29","Tutup","· Buka pukul 07.00","","Rute","5,0","(1)","","·","0816-1301-617","","","","","",""
